N	3gram	Vinokur_Ku_1	FransuaR
1	в то же	2	6
2	то же время	2	6
3	с точки зрения	9	5
4	не только в	1	5
5	до сих пор	4	4
6	не может быть	3	4
7	но прежде всего	1	3
8	в этом отношении	5	3
9	в известной мере	1	3
10	с одной стороны	1	3
11	в свое время	2	3
12	о том что	5	3
13	с другой стороны	6	3
14	и его современники	1	2
15	имеем в виду	1	2
16	в себе и	1	2
17	в собственном смысле	1	2
18	и даже в	1	2
19	до наших дней	1	2
20	и в то	1	2
21	во всяком случае	5	2
22	прежде всего от	1	2
23	но все же	2	2
24	как именно в	1	2
25	к себе отношения	1	1
26	в силу того	2	1
27	только потому что	6	1
28	языка и стиля	1	1
29	имеет своим предметом	1	1
30	значение лишь как	1	1
31	прежде всего на	1	1
32	по отношению к	8	1
33	на понимание и	1	1
34	в настоящее время	1	1
35	свое выражение в	1	1
36	и там где	1	1
37	тех случаях когда	2	1
38	них несмотря на	1	1
39	в них несмотря	1	1
40	в этих последних	1	1
41	при этом что	1	1
42	в первую очередь	2	1
43	таким образом в	1	1
44	из них как	1	1
45	свидетельствуют о том	1	1
46	что в них	2	1
47	поэтому было бы	1	1
48	в самом процессе	1	1
49	и есть в	2	1
50	для своего времени	1	1
51	было бы неправильно	1	1
52	в том чтобы	8	1
53	далеко не всегда	1	1
54	о чем свидетельствует	1	1
55	и в особенности	1	1
56	чем свидетельствует это	1	1
57	так и в	2	1
58	было бы однако	1	1
59	в строгом смысле	1	1
60	тесной связи с	1	1
61	и в силу	1	1
62	только в его	1	1
63	я имею в	1	1
64	самом деле в	1	1
65	именно в том	2	1
66	в тех случаях	2	1
67	того или иного	3	1
68	как и всякая	1	1
69	силу того что	2	1
70	в наше время	1	1
71	имею в виду	1	1
72	в них уже	1	1
73	вовсе не в	1	1
74	в этом случае	2	1
75	на самом деле	2	1
76	в одном письме	1	1
77	к которому и	1	1
78	мы имеем в	1	1
79	на то что	2	1
80	но не менее	1	1
81	в большинстве случаев	1	1
82	после того как	1	1
83	для того чтобы	15	1
84	в том что	15	1
85	только тогда когда	1	1
86	можно понимать как	1	1
