N	3gram	Tiupa_Lite_2	Problema
1	о том что	2	9
2	с точки зрения	3	8
3	в том что	5	8
4	в конце концов	1	6
5	тем не менее	2	5
6	с другой стороны	4	5
7	по крайней мере	2	4
8	и то что	1	3
9	вместе с тем	1	3
10	с одной стороны	6	3
11	а с другой	1	3
12	в русской литературе	2	3
13	после того как	1	3
14	в сравнении с	2	3
15	по отношению к	3	2
16	но даже и	1	2
17	в том числе	2	2
18	бы то ни	1	2
19	в данном случае	3	2
20	не может быть	7	2
21	все того же	1	2
22	тех или иных	1	2
23	для того чтобы	1	2
24	такой же мере	1	1
25	говорит о себе	1	1
26	для искусства в	1	1
27	не говоря уже	2	1
28	на самом деле	1	1
29	а так как	1	1
30	в этом отношении	3	1
31	том числе и	1	1
32	можно было бы	1	1
33	в другом стихотворении	1	1
34	говоря уже о	2	1
35	с этой точки	1	1
36	у него нет	1	1
37	вновь и вновь	1	1
38	едва ли не	4	1
39	то ни было	1	1
40	у того же	1	1
41	состоит в том	4	1
42	мира и жизни	1	1
43	не только как	1	1
44	нам представляется что	1	1
45	в такой же	1	1
46	того же автора	1	1
47	этой точки зрения	1	1
48	он знает как	1	1
49	то же время	9	1
50	и притом в	1	1
51	может быть это	1	1
52	имея в виду	1	1
53	что в ней	1	1
54	то есть в	1	1
55	той или иной	1	1
56	нет у нас	1	1
57	в то же	9	1
58	в начале стихотворения	1	1
59	это свидетельствует о	1	1
