N	2gram	Propp_Isto_5	Poddanst
1	не только	13	17
2	и в	25	14
3	и не	11	12
4	в этом	10	10
5	в качестве	7	9
6	но в	1	9
7	то же	4	9
8	в том	6	9
9	в пределах	4	8
10	хотя бы	1	8
11	только в	7	7
12	в то	3	7
13	же время	1	7
14	в судьбах	1	6
15	в ней	5	6
16	xix века	1	6
17	было бы	1	6
18	но и	13	6
19	в которых	3	5
20	с другой	9	5
21	может быть	17	5
22	и пр	3	5
23	а я	1	5
24	не в	6	5
25	и о	1	5
26	если бы	2	4
27	а также	1	4
28	в своем	1	4
29	и к	1	4
30	как бы	2	4
31	и если	1	4
32	том что	8	4
33	не может	6	4
34	и потому	2	4
35	в котором	1	4
36	по себе	2	4
37	на пути	1	4
38	в русской	3	4
39	что в	8	4
40	мы должны	4	4
41	же в	2	4
42	а в	3	4
43	то что	7	4
44	и т	20	3
45	мы не	5	3
46	сводится к	1	3
47	это не	6	3
48	вслед за	1	3
49	и как	3	3
50	тот же	1	3
51	с одной	7	3
52	северной америке	1	3
53	в себе	1	3
54	в нем	7	3
55	ей в	3	3
56	для того	3	3
57	прежде всего	6	3
58	одной стороны	7	3
59	с тем	8	3
60	что мы	2	3
61	с точки	1	3
62	но не	5	3
63	наряду с	4	3
64	могут быть	6	3
65	т е	16	3
66	тем самым	1	3
67	потому что	7	3
68	точки зрения	2	3
69	и это	4	2
70	например в	5	2
71	в ее	4	2
72	переход от	1	2
73	другие народы	1	2
74	и есть	1	2
75	есть не	1	2
76	которое в	1	2
77	никак не	1	2
78	не нужно	1	2
79	время в	2	2
80	во всех	2	2
81	в которую	2	2
82	если в	3	2
83	во всей	1	2
84	со стороны	2	2
85	отнюдь не	1	2
86	в русском	1	2
87	с этим	5	2
88	того что	2	2
89	стороны и	1	2
90	и и	1	2
91	думать что	1	2
92	главным образом	1	2
93	и других	2	2
94	в его	12	2
95	из них	2	2
96	в виде	9	2
97	в силу	1	2
98	и вот	1	2
99	и с	3	2
100	и мы	2	2
101	и тем	4	2
102	в жизни	1	2
103	не было	1	2
104	а не	2	2
105	в европе	3	2
106	знать что	1	2
107	не будем	5	2
108	в тот	1	2
109	ней не	1	2
110	не менее	4	2
111	все это	4	2
112	одна из	2	2
113	для нас	5	2
114	подошел к	1	2
115	в частности	7	2
