N	3gram	Voloshinov_1	Istorich
1	и т д	1	18
2	в этом случае	1	7
3	с одной стороны	1	7
4	о том что	1	4
5	но все же	1	4
6	мы знаем что	3	4
7	тем не менее	2	4
8	на него и	1	3
9	но вместе с	2	3
10	не может быть	3	3
11	для того чтобы	1	3
12	в нем и	1	3
13	это уже не	1	2
14	по отношению к	9	2
15	так как в	1	2
16	его в себя	1	2
17	до сих пор	3	2
18	мы не будем	1	2
19	в таких случаях	2	2
20	в свою противоположность	1	2
21	в особенности в	1	2
22	в данном случае	3	2
23	но и в	1	2
24	мы видели что	1	2
25	что этот мотив	1	2
26	знаем что это	1	2
27	мы не знаем	1	2
28	и таким образом	1	2
29	в том что	4	2
30	в дословном переводе	1	1
31	большую роль в	1	1
32	сводится к следующему	1	1
33	не дает нам	1	1
34	иметь в виду	1	1
35	это означает что	1	1
36	это было бы	1	1
37	из того что	1	1
38	на самом деле	2	1
39	но мы знаем	1	1
40	он не только	1	1
41	другими словами мы	1	1
42	с точки зрения	10	1
43	должны прежде всего	1	1
44	в зависимости от	2	1
45	сам по себе	2	1
46	что он не	1	1
47	в отличие от	1	1
48	конечно не может	1	1
49	много лет тому	1	1
50	в себе и	1	1
51	и тем не	1	1
52	что мы знаем	1	1
53	то же время	5	1
54	а иногда и	1	1
55	время в своем	1	1
56	во всех этих	1	1
57	на ней мы	1	1
58	и от случайных	1	1
59	то что он	1	1
60	во всяком случае	3	1
61	мы увидим что	4	1
62	мы знаем о	1	1
63	свою противоположность и	1	1
64	мы должны прежде	1	1
65	он связан с	1	1
66	мы уже знаем	2	1
67	таким образом в	1	1
68	то обстоятельство что	1	1
69	в то время	1	1
70	может быть это	1	1
71	в свою очередь	1	1
72	что в его	2	1
73	в мифах и	1	1
74	на этом мы	2	1
75	с самого начала	5	1
76	в самом деле	5	1
77	и входит в	1	1
78	можно сказать что	3	1
79	одно очень важное	1	1
80	ничего не говорит	1	1
81	лет тому назад	1	1
82	интересен тем что	1	1
83	в то же	5	1
84	не соответствует действительности	1	1
85	то это означает	1	1
86	во многих отношениях	1	1
87	его роль в	1	1
88	это не совсем	1	1
89	не теряет своей	1	1
90	как мы видели	4	1
