N	2gram	Vygotskiy__2	Narrotol
1	не только	12	31
2	но и	10	27
3	и не	10	23
4	при этом	13	19
5	может быть	18	15
6	в качестве	1	14
7	в частности	3	14
8	как и	10	13
9	а не	7	13
10	а в	4	13
11	в этом	13	12
12	только в	7	12
13	и в	32	11
14	в данном	4	11
15	состоит в	3	10
16	и его	7	10
17	такого рода	1	10
18	то есть	21	9
19	времени и	1	9
20	то что	21	9
21	то же	13	8
22	иначе говоря	4	8
23	не может	17	8
24	данном случае	4	8
25	в том	37	8
26	уже не	1	8
27	со стороны	1	8
28	но в	3	7
29	том что	21	7
30	если бы	6	7
31	и он	3	6
32	в самом	12	6
33	не в	8	6
34	в этой	6	6
35	в себе	2	6
36	тому же	1	6
37	об этом	3	6
38	к тому	7	6
39	и т.д	1	6
40	в его	2	6
41	как бы	6	6
42	один из	3	6
43	как раз	5	6
44	или в	1	6
45	жизни и	4	6
46	и на	5	5
47	так и	3	5
48	точки зрения	17	5
49	в своей	3	5
50	тем самым	1	5
51	потому что	21	5
52	на другой	2	5
53	можно сказать	1	5
54	точка зрения	2	5
55	действующих лиц	3	5
56	в соответствии	1	5
57	столь же	4	5
58	то в	1	4
59	в первом	1	4
60	еще не	2	4
61	с его	2	4
62	но не	2	4
63	как в	9	4
64	все же	4	4
65	из этих	1	4
66	в нем	4	4
67	в принципе	1	4
68	из них	4	4
69	по себе	12	4
70	и тем	4	4
71	в одном	2	4
72	вплоть до	2	4
73	в то	5	4
74	одна из	1	4
75	не по	1	4
76	того чтобы	14	4
77	никогда не	9	4
78	в сознании	4	4
79	что на	4	4
80	в ней	5	4
81	так в	2	4
82	что у	5	4
83	о том	6	4
84	же время	2	4
85	к нему	2	4
86	того что	8	4
87	для него	1	4
88	слова в	2	4
89	у нее	1	4
90	прежде всего	1	4
91	этом и	1	4
92	как известно	1	3
93	речь идет	1	3
94	также и	2	3
95	и то	3	3
96	самом деле	16	3
97	идет о	1	3
98	едва ли	4	3
99	мы имеем	4	3
100	мы не	3	3
101	а для	1	3
102	он сам	1	3
103	но как	3	3
104	и как	7	3
105	в целом	4	3
106	в нашем	1	3
107	но именно	1	3
108	он не	6	3
109	для того	13	3
110	подобно тому	2	3
111	и с	4	3
112	в глазах	1	3
113	это не	2	3
114	начала и	2	3
115	в жизни	4	3
116	еще раз	1	3
117	и ее	3	3
118	стало быть	1	3
119	тем не	4	3
120	их в	2	3
121	однако в	1	3
122	не менее	8	3
123	в русской	1	3
124	о них	1	3
125	как будто	7	3
126	этом отношении	5	3
127	и о	1	3
128	но при	1	3
129	еще в	1	3
130	когда в	1	3
131	о ней	4	3
132	сводится к	2	3
133	о нем	1	3
134	обращается к	1	3
135	его жизни	2	3
136	в конечном	3	3
137	между тем	4	3
138	что он	13	3
139	могло бы	2	3
140	может служить	3	3
141	именно в	1	3
142	не было	2	3
143	как это	4	3
144	тому как	3	3
145	исходя из	1	3
146	быть не	1	3
147	не существует	2	3
148	и все	4	3
149	первом случае	1	3
150	что в	20	3
151	а о	1	2
152	в сфере	1	2
