N	2gram	Nazirov_Tv_2	Analitik
1	не только	13	22
2	тогда как	3	20
3	и в	20	18
4	как и	6	14
5	так и	6	14
6	в этом	8	14
7	и его	9	13
8	но и	8	13
9	том что	4	12
10	и не	9	12
11	в частности	2	12
12	при этом	8	11
13	то есть	5	10
14	а в	4	10
15	как бы	11	10
16	что в	7	9
17	в тексте	1	9
18	может быть	8	9
19	со стороны	1	9
20	а не	6	9
21	в том	8	9
22	с его	1	8
23	своего рода	3	8
24	не случайно	2	8
25	и даже	5	8
26	в первой	2	8
27	по отношению	3	7
28	в русской	2	7
29	как раз	1	7
30	в его	10	7
31	с другой	2	7
32	во второй	1	7
33	но не	5	7
34	отношению к	3	7
35	еще не	5	6
36	в этой	5	6
37	он не	3	6
38	в их	3	6
39	не в	4	6
40	к тому	1	6
41	для него	3	6
42	о том	5	6
43	художественного целого	1	6
44	в начале	3	6
45	той же	1	5
46	как правило	2	5
47	в самом	3	5
48	в случае	1	5
49	лишь в	1	5
50	однако в	1	5
51	а а	4	5
52	в мире	5	5
53	или иной	1	5
54	что и	1	5
55	между тем	3	5
56	уже не	3	5
57	в конце	6	5
58	никогда не	11	5
59	в свою	1	5
60	прежде всего	8	5
61	не является	3	5
62	такого рода	1	5
63	в результате	1	5
64	другой стороны	2	5
65	представляет собой	1	5
66	и на	5	4
67	столь же	1	4
68	что он	6	4
69	отнюдь не	4	4
70	и как	1	4
71	и к	1	4
72	таким образом	10	4
73	приводит к	2	4
74	по себе	1	4
75	тем самым	4	4
76	в одном	2	4
77	ли не	2	4
78	не менее	2	4
79	свою очередь	1	4
80	в пределах	1	4
81	и сам	5	4
82	русской литературе	1	4
83	крайней мере	2	4
84	себя в	2	4
85	не есть	1	4
86	по крайней	2	4
87	и а	1	4
88	все же	5	4
89	перед нами	1	4
90	героя и	2	4
91	с новыми	1	3
92	едва ли	2	3
93	который в	1	3
94	мы не	4	3
95	говорить о	2	3
96	в целом	6	3
97	уже в	2	3
98	о смерти	1	3
99	но как	1	3
100	если в	1	3
101	ответ на	1	3
102	что они	4	3
103	в рамках	1	3
104	как в	4	3
105	с этим	1	3
106	поскольку он	1	3
107	из этих	1	3
108	с их	1	3
109	роль в	2	3
110	тому же	2	3
111	у пушкина	3	3
112	в году	16	3
113	то же	7	3
114	в каждом	1	3
115	его в	3	3
116	и без	2	3
117	не столько	2	3
118	все это	6	3
119	в то	10	3
120	ничего не	4	3
121	же время	7	3
