N	3gram	Bakhtin_Pr_1	VeschiIm
1	и т д	1	20
2	не может быть	4	18
3	бы то ни	2	9
4	то ни было	1	9
5	т е в	2	7
6	может быть только	1	6
7	по крайней мере	1	6
8	в том что	6	6
9	в свою очередь	1	5
10	т е не	2	4
11	с точки зрения	13	4
12	не только в	2	4
13	то же время	9	4
14	в то же	9	4
15	более или менее	1	3
16	в самом деле	2	3
17	подобно тому как	3	3
18	и в то	2	3
19	можно было бы	2	3
20	то и другое	1	3
21	все же не	2	3
22	только то что	2	3
23	само по себе	3	3
24	сама по себе	1	3
25	что в результате	1	2
26	можно сказать что	1	2
27	этой точки зрения	1	2
28	дело в том	1	2
29	как бы ни	1	2
30	и относится к	1	2
31	а так как	1	2
32	с самим собою	1	2
33	и в частности	1	2
34	в данном случае	2	2
35	в первом случае	1	2
36	не только к	1	2
37	именно тем что	1	2
38	привело бы к	1	2
39	что оно есть	1	2
40	заключается в том	1	2
41	но что же	1	2
42	и даже не	1	2
43	к тому что	1	2
44	она не может	1	2
45	самим собою т	1	1
46	тот же самый	1	1
47	и потому ее	1	1
48	он должен быть	1	1
49	то что я	1	1
50	что она не	3	1
51	оно может быть	2	1
52	смысл может быть	1	1
53	в этом смысле	10	1
54	том что он	4	1
55	в этом случае	1	1
56	том что это	1	1
57	он все же	1	1
58	как раз и	3	1
59	до сих пор	2	1
60	и не может	2	1
61	в зависимости от	5	1
62	сам для себя	1	1
63	сами по себе	3	1
64	в той же	2	1
65	точка зрения на	2	1
66	он и не	1	1
67	лишь одна из	1	1
68	в себе и	1	1
69	резко отличается от	1	1
70	может быть или	1	1
71	что я называю	1	1
72	для него только	1	1
73	тем или другим	1	1
74	она может быть	1	1
75	есть то что	1	1
76	может быть и	1	1
77	хотя бы и	2	1
78	что бы то	1	1
79	потому что он	1	1
80	то время как	1	1
81	собою т е	1	1
82	так же как	1	1
83	та точка зрения	1	1
84	то что для	1	1
85	не потому что	1	1
86	в результате такого	1	1
87	но в то	5	1
88	таким образом и	1	1
89	ответ на вопрос	1	1
90	в конце концов	5	1
91	и в этом	5	1
92	качеств и свойств	1	1
93	не в том	1	1
94	и для своего	1	1
95	какой бы то	1	1
96	потому что она	3	1
97	это не значит	3	1
98	с другой стороны	3	1
99	вовсе еще не	1	1
100	в первой степени	1	1
101	что они не	1	1
102	и во всяком	1	1
103	она и не	1	1
104	а в том	1	1
105	самим по себе	1	1
106	тому как в	1	1
107	во всяком случае	3	1
108	в то время	1	1
109	мы подходим к	1	1
110	это и есть	1	1
111	только это и	1	1
112	о том что	1	1
113	должны быть объяснены	1	1
114	не только не	1	1
115	в пределах самого	1	1
116	именно потому что	2	1
117	но все же	2	1
118	нужно сказать что	1	1
119	для того чтобы	1	1
120	которая заставляет его	1	1
121	было так то	1	1
122	это однако не	1	1
123	тех или иных	1	1
124	в отношении к	1	1
125	друг с другом	1	1
126	и в нем	1	1
127	самого последнего времени	1	1
128	в себе в	1	1
129	что и в	1	1
130	до самого последнего	1	1
131	и только в	1	1
