N	3gram	Bakhtin_Pr_2	VLabPisa
1	в этом отношении	2	13
2	в письме к	1	9
3	с другой стороны	1	8
4	не может быть	6	8
5	по отношению к	8	7
6	более или менее	1	6
7	в зависимости от	3	5
8	хотя бы и	2	5
9	то же время	3	5
10	в то же	3	5
11	не было бы	1	4
12	можно сказать что	2	4
13	в том что	4	4
14	и др в	1	3
15	большей или меньшей	1	3
16	о том что	3	3
17	в одном из	1	3
18	в другом месте	1	2
19	в чем же	2	2
20	подобно тому как	2	2
21	в том числе	2	2
22	до сих пор	2	2
23	таким образом в	2	2
24	можно было бы	1	2
25	и не может	2	2
26	по крайней мере	2	2
27	или меньшей степени	1	2
28	в конце концов	3	2
29	ни один из	1	2
30	в большей или	1	2
31	из них не	1	2
32	этой точки зрения	2	2
33	том числе и	2	2
34	для того чтобы	1	2
35	то все же	1	1
36	на этот вопрос	1	1
37	нет и не	1	1
38	хотя и не	1	1
39	в той или	2	1
40	лицом к лицу	1	1
41	точки зрения на	1	1
42	в которой он	1	1
43	идеи воплощенной в	1	1
44	говорит об этом	1	1
45	по существу своему	1	1
46	то время как	1	1
47	как один из	1	1
48	не об отсутствии	1	1
49	образом уже в	2	1
50	в самом деле	3	1
51	в этом смысле	5	1
52	же как и	2	1
53	художественного произведения и	1	1
54	он говорит в	1	1
55	в таком случае	1	1
56	достоевского таким образом	1	1
57	сами по себе	1	1
58	сама по себе	5	1
59	что он не	1	1
60	свою внутреннюю логику	1	1
61	и др и	1	1
62	он и не	2	1
63	как это происходит	1	1
64	это вовсе не	2	1
65	прямо и непосредственно	1	1
66	с ними в	1	1
67	письме к страхову	1	1
68	вспомним хотя бы	1	1
69	их отношение к	1	1
70	в ней не	1	1
71	даже и не	1	1
72	зависимости от них	1	1
73	таким образом уже	2	1
74	говорит в письме	1	1
75	индивидуальности таким образом	1	1
76	том что мы	1	1
77	в данном случае	1	1
78	далеко не всегда	1	1
79	один из них	1	1
80	может быть даже	2	1
81	но в то	3	1
82	не только в	1	1
83	с другими образами	1	1
84	так же как	3	1
85	имеет ничего общего	1	1
86	с ними творчество	1	1
87	по сравнению с	2	1
88	мы видим что	1	1
89	у платона в	1	1
90	что еще важнее	1	1
91	каждый из них	1	1
92	и в их	1	1
93	оно может быть	1	1
94	для правильного понимания	2	1
95	не имеет ничего	1	1
96	а не только	2	1
97	нет ни одного	2	1
98	для него основной	1	1
99	у него в	1	1
100	но с другой	1	1
101	имеем в виду	2	1
102	в то время	1	1
103	именно к этому	1	1
104	никогда не может	2	1
105	это происходит в	1	1
106	тогда когда все	1	1
107	ничего общего с	1	1
108	тому как можно	1	1
109	ними нет и	1	1
110	между ними нет	1	1
111	той или иной	3	1
112	в новое время	1	1
113	все зависит от	1	1
114	в братьях карамазовых	2	1
115	отношение к сознанию	1	1
116	в том смысле	1	1
117	его творчества в	1	1
118	может быть в	1	1
119	к тому же	1	1
120	о бедном чиновнике	1	1
