N	4gram	Losev_Prob_3	KulturaY
1	в том что он	1	3
2	т д и т	4	2
3	одного и того же	1	2
4	д и т д	4	2
5	и т д и	4	2
6	заключается в том что	2	2
7	в тех случаях когда	1	2
8	по крайней мере в	1	1
9	только для того чтобы	1	1
10	одно и то же	3	1
11	не имеется в виду	1	1
12	потому что он есть	1	1
13	поскольку речь идет о	1	1
14	еще и потому что	1	1
15	не что иное как	4	1
16	и т д все	1	1
17	но с другой стороны	2	1
18	с этой точки зрения	1	1
19	никак не может быть	1	1
20	в собственном смысле слова	1	1
21	только о том что	1	1
22	в том смысле что	3	1
23	это можно было бы	1	1
24	нас в том что	1	1
25	т д все это	1	1
