N	3gram	Losev_Vlad_2	Problemy
1	то же время	3	12
2	в то же	3	12
3	с самого начала	1	8
4	не может быть	1	6
5	и в то	1	5
6	во всяком случае	6	5
7	в этом смысле	1	4
8	с точки зрения	3	4
9	бы то ни	1	4
10	его отношение к	1	4
11	и прежде всего	1	4
12	в самом деле	1	3
13	он не может	1	3
14	по крайней мере	4	3
15	и не в	1	3
16	но в то	1	3
17	в высшей степени	1	3
18	в конце концов	3	3
19	и в нем	1	3
20	то что я	1	2
21	и наконец в	1	2
22	как раз и	1	2
23	в этом случае	1	2
24	вместе с тем	1	2
25	в отличие от	3	2
26	а может быть	1	2
27	что в нем	1	2
28	что все это	1	2
29	я этого не	1	2
30	как мы знаем	4	2
31	того что он	1	2
32	но в общем	1	2
33	о том что	3	2
34	тем не менее	6	2
35	к тому же	1	2
36	и т д	1	2
37	как мы видели	2	2
38	так и не	2	1
39	хотя и не	2	1
40	в которой он	1	1
41	с которыми мы	1	1
42	потому что в	1	1
43	и он был	1	1
44	но даже и	1	1
45	самого начала в	1	1
46	в том же	2	1
47	что же касается	5	1
48	не было и	1	1
49	до сих пор	1	1
50	как мы сказали	2	1
51	к ней с	1	1
52	рад что вы	1	1
53	и если б	1	1
54	в этом отношении	1	1
55	то что в	1	1
56	никак не мог	1	1
57	за то что	1	1
58	в первых двух	1	1
59	в нем он	1	1
60	как мы уже	1	1
61	почти никогда не	1	1
62	на первом плане	1	1
63	которых мы коснемся	1	1
64	и то что	5	1
65	и не принимает	1	1
66	к одному из	1	1
67	и стремится к	1	1
68	в этом роде	1	1
69	потому что тогда	1	1
70	для него самого	1	1
71	о чем он	1	1
72	в данном случае	2	1
73	таким каков он	1	1
74	сколько потому что	1	1
75	на этот раз	3	1
76	и все его	1	1
77	очень рад что	1	1
78	мне было бы	1	1
79	но как бы	1	1
80	душевных и духовных	1	1
81	и как бы	1	1
82	и с этой	1	1
83	с ним и	1	1
84	которых он не	1	1
85	может быть и	1	1
86	что даже и	1	1
87	то что он	3	1
88	к той же	1	1
89	это конечно не	1	1
90	в тот же	1	1
91	и в том	1	1
92	и во всяком	1	1
93	и ни в	1	1
94	что же это	1	1
95	по себе как	1	1
96	раз и навсегда	1	1
97	но тем не	1	1
98	имел в виду	1	1
99	но только в	1	1
100	в свою очередь	2	1
101	и вы меня	1	1
102	каков он есть	1	1
103	у него с	1	1
104	так как я	1	1
105	но все же	1	1
106	можно сказать что	1	1
107	но и по	1	1
108	к нему с	1	1
109	на то что	2	1
110	и его отношение	1	1
111	два года назад	1	1
112	уже с самого	1	1
113	и больше ничего	1	1
114	вы может быть	1	1
115	я вовсе не	1	1
116	он во всяком	1	1
117	для того чтобы	1	1
118	в том что	9	1
119	и до конца	2	1
120	все же из	1	1
