N	2gram	Propp_Isto_6	KFilosof
1	может быть	11	43
2	в его	5	39
3	в нем	8	31
4	не может	6	27
5	и не	10	26
6	по отношению	2	25
7	и в	26	22
8	в себе	3	21
9	в котором	1	21
10	отношению к	2	21
11	не есть	2	19
12	и его	7	17
13	в ее	1	17
14	а не	2	17
15	только в	5	16
16	в этом	12	13
17	точки зрения	1	13
18	и это	8	12
19	но не	2	12
20	ни в	2	12
21	для него	1	12
22	все эти	8	11
23	в своей	3	11
24	не в	3	11
25	к нему	1	11
26	во всех	1	10
27	в своем	2	10
28	это не	4	10
29	все это	1	10
30	из себя	1	10
31	и есть	1	9
32	в целом	1	9
33	но и	9	9
34	как бы	4	9
35	и для	1	9
36	было бы	2	8
37	мир в	1	8
38	если бы	3	8
39	со стороны	3	8
40	не было	3	8
41	жизни и	2	8
42	то что	6	7
43	должен быть	1	7
44	и здесь	1	7
45	что и	4	7
46	вовсе не	2	7
47	быть только	2	7
48	отношение к	1	6
49	он не	2	6
50	не значит	1	6
51	в мире	1	6
52	и только	3	6
53	и действительно	3	6
54	уже не	7	6
55	но это	4	6
56	в том	12	6
57	мы имеем	14	5
58	но как	4	5
59	все же	8	5
60	но в	7	5
61	не только	10	5
62	то же	5	5
63	но все	2	5
64	его в	5	5
65	как и	5	5
66	что я	1	5
67	от его	1	5
68	не имеет	2	5
69	никогда не	13	5
70	с ним	8	5
71	и единственное	1	5
72	именно в	1	5
73	его как	1	5
74	там где	5	5
75	ее и	1	5
76	в основе	1	5
77	в моем	1	5
78	не знает	1	5
79	я могу	2	5
80	как его	1	4
81	при этом	3	4
82	не как	1	4
83	здесь мы	4	4
84	меня но	1	4
85	тем самым	2	4
86	к ним	1	4
87	с ними	2	4
88	все попытки	1	4
89	мира и	2	4
90	между тем	1	4
91	в одном	3	4
92	том что	10	4
93	для нас	2	4
94	а в	3	4
95	со мной	1	4
96	что в	12	4
97	в своих	3	4
98	этого мира	1	3
99	из его	2	3
100	должна быть	3	3
101	и этот	1	3
102	мы не	6	3
103	что это	2	3
104	в ней	5	3
105	может дать	1	3
106	еще не	9	3
107	и на	12	3
108	не могу	1	3
109	независимо от	3	3
110	для которой	1	3
111	ясно и	1	3
112	и этим	5	3
113	для того	1	3
114	из него	2	3
115	людей и	2	3
116	в другом	1	3
117	нет в	3	3
118	когда я	1	3
119	что этот	2	3
120	не менее	1	3
121	мира не	1	3
122	меня не	1	3
123	где он	2	3
124	ничего не	2	3
125	меня и	3	3
126	могут быть	3	3
127	меня в	3	3
128	здесь не	2	3
129	ясно что	1	3
130	отсюда и	1	3
131	здесь нет	2	3
132	с человеком	1	3
133	но здесь	4	3
134	о том	7	3
135	того или	1	3
136	того что	2	3
137	в современной	1	3
138	быть и	1	3
139	и тем	4	3
140	был бы	1	3
141	и должна	1	3
142	тем что	5	3
143	от того	3	3
144	что не	2	3
145	и пр	1	3
146	вступает в	1	3
147	а все	1	3
148	от него	3	3
149	не должен	1	3
150	только с	1	3
151	в свою	1	3
152	в то	5	3
153	на своем	4	3
154	и то	3	2
155	а как	1	2
156	всюду здесь	1	2
157	если я	1	2
158	на первом	1	2
159	ни у	1	2
160	вопрос о	3	2
161	и конечно	2	2
162	с его	4	2
163	в данном	3	2
164	или иное	3	2
165	же с	1	2
166	как в	6	2
167	то или	2	2
168	и как	2	2
169	от этого	3	2
170	та же	3	2
171	в этой	2	2
172	и тот	1	2
173	имеем в	4	2
174	в виде	6	2
175	видит и	1	2
176	так и	5	2
177	не будет	5	2
178	и может	1	2
179	а по	1	2
180	в жизни	1	2
181	кажется что	2	2
182	соответствии с	1	2
183	с тем	4	2
184	я его	2	2
185	можно ли	1	2
186	тем не	1	2
187	и эти	5	2
188	и под	3	2
189	тому что	1	2
190	что есть	1	2
191	нечто вроде	1	2
192	того чтобы	1	2
193	где его	1	2
194	этом мире	1	2
195	в области	1	2
196	не потому	3	2
197	к себе	2	2
198	выход из	1	2
199	вокруг него	3	2
200	его с	3	2
201	бы он	1	2
202	оно не	1	2
203	не живет	1	2
204	на нем	1	2
205	чтобы быть	1	2
206	и когда	1	2
207	это только	1	2
208	жизнь и	1	2
209	сводится к	2	2
210	или как	2	2
211	однако что	1	2
212	может иметь	2	2
213	в него	3	2
214	мысль и	1	2
215	дело с	1	2
216	что он	9	2
217	а с	2	2
218	всех его	2	2
219	именно на	2	2
220	в качестве	3	2
221	него и	3	2
222	а это	1	2
223	и других	3	2
224	его и	1	2
225	были бы	1	2
226	ли это	1	2
227	для этого	1	2
228	но есть	3	2
229	прежде всего	4	2
230	своем месте	1	2
231	он и	2	2
232	для этой	1	2
233	это есть	1	2
234	действительно ли	1	2
235	в это	4	2
236	этого слова	1	2
237	единства в	1	2
238	но для	2	2
239	он имеет	4	2
240	потому что	13	2
241	его к	1	2
242	и эта	3	2
243	к этому	3	2
244	ту же	2	1
245	также и	1	1
246	в движение	1	1
247	и через	3	1
248	здесь и	2	1
249	всем что	1	1
250	и до	2	1
251	что эти	2	1
252	имеем и	3	1
253	не имеют	1	1
254	его что	2	1
255	в зависимости	1	1
256	отношения к	1	1
257	мы уже	6	1
258	его не	2	1
259	со всех	1	1
260	что между	4	1
261	бы что	1	1
262	именно к	1	1
263	он как	1	1
264	совпадает с	1	1
265	бы ни	1	1
266	эта функция	1	1
267	и ее	3	1
268	и он	4	1
269	всех сторон	1	1
270	общий и	1	1
271	этих случаях	1	1
272	землю и	1	1
273	которых как	1	1
274	а через	2	1
275	не просто	1	1
276	есть просто	1	1
277	в истории	1	1
278	более чем	1	1
279	с этим	2	1
280	оторванное от	1	1
281	отказу от	1	1
282	быть случайной	1	1
283	такова же	2	1
284	относятся к	1	1
285	помнить что	1	1
286	хотя и	1	1
287	и наконец	3	1
288	что подобные	1	1
289	он находится	1	1
290	и к	1	1
291	в этот	1	1
292	за собой	5	1
293	положение этого	1	1
294	ни один	1	1
295	из другого	2	1
296	ее как	1	1
297	же правда	1	1
298	на то	2	1
299	если он	3	1
300	этот процесс	1	1
301	жизнью и	1	1
302	эту мысль	1	1
303	на его	4	1
304	к выводу	1	1
305	что она	3	1
306	задний план	1	1
307	главным образом	3	1
308	оно было	1	1
309	все другие	1	1
310	она становится	1	1
311	образом и	2	1
312	падает в	1	1
313	их в	3	1
314	и по	4	1
315	на этом	1	1
316	этим самым	2	1
317	а затем	1	1
318	же не	2	1
319	об этом	1	1
320	связанных с	1	1
321	и с	6	1
322	и чтобы	1	1
323	имеет с	1	1
324	то есть	1	1
325	с целью	1	1
326	а есть	1	1
327	он есть	1	1
328	именно что	2	1
329	это ее	1	1
330	смерть и	2	1
331	одна и	1	1
332	несмотря на	1	1
333	чем в	1	1
334	такой же	3	1
335	в один	1	1
336	в этих	2	1
337	от своего	1	1
338	она сама	1	1
339	людей его	1	1
340	всяком случае	2	1
341	на месте	1	1
342	она в	2	1
343	мы найдем	2	1
344	не от	1	1
345	вышел из	1	1
346	к такой	1	1
347	я есть	1	1
348	выходит из	1	1
349	не будем	2	1
350	находится на	2	1
351	но он	2	1
352	все богатство	1	1
353	есть еще	2	1
354	бы два	1	1
355	начало а	1	1
356	и очень	1	1
357	на один	1	1
358	если и	1	1
359	при всех	1	1
360	быть дано	1	1
361	она не	3	1
362	как о	1	1
363	одна из	2	1
