N	3gram	Vygotskiy__4	EvropaiC
1	в том что	12	16
2	до сих пор	3	12
3	по отношению к	1	10
4	друг с другом	4	9
5	с точки зрения	4	8
6	на самом деле	5	7
7	мы знаем что	1	7
8	на то что	6	7
9	для того чтобы	19	6
10	в самом деле	7	5
11	представляет из себя	1	5
12	в своем развитии	1	4
13	к тому же	2	4
14	с другой стороны	2	4
15	не может быть	1	4
16	о том что	10	4
17	тот факт что	1	4
18	в конце концов	3	4
19	так же как	3	3
20	так или иначе	1	3
21	в целом ряде	1	3
22	таким образом в	2	3
23	заключается в том	3	3
24	и может быть	4	2
25	в том и	1	2
26	том что он	3	2
27	он все же	1	2
28	о том чтобы	1	2
29	только то что	1	2
30	бы то ни	1	2
31	то же время	1	2
32	вместе с тем	2	2
33	то что у	1	2
34	то ни было	1	2
35	с одной стороны	3	2
36	а с другой	1	2
37	друг к другу	1	2
38	во всяком случае	3	2
39	указывают на то	1	2
40	во всех этих	2	2
41	в свою очередь	1	2
42	ничего общего с	1	2
43	то что это	1	2
44	в то же	1	2
45	что до сих	1	2
46	и в конце	2	1
47	том что при	1	1
48	уже знаем что	2	1
49	если бы нам	1	1
50	мы уже говорили	1	1
51	психологической точки зрения	1	1
52	есть как бы	1	1
53	дело в том	1	1
54	а не в	1	1
55	то время как	2	1
56	если мы будем	2	1
57	никак не может	2	1
58	то же самое	6	1
59	того чтобы ответить	1	1
60	вступить в противоречие	1	1
61	из него все	1	1
62	и не может	1	1
63	это не так	1	1
64	потому что психология	1	1
65	для этого нужно	1	1
66	у него в	1	1
67	что все эти	1	1
68	а может быть	1	1
69	из того что	1	1
70	и если бы	1	1
71	совершенно ясно что	3	1
72	за то что	3	1
73	том и другом	1	1
74	том или ином	1	1
75	точно так же	3	1
76	правильнее было бы	1	1
77	элементы из которых	1	1
78	тогда и в	1	1
79	так как все	1	1
80	не забудем что	1	1
81	в результате получилась	1	1
82	то обстоятельство что	1	1
83	в том или	1	1
84	уже о том	1	1
85	уже одно это	1	1
86	то что составляет	1	1
87	так что эта	1	1
88	в противоречие с	1	1
89	становится понятным что	1	1
90	и с точки	1	1
91	в этой истории	1	1
92	в эту точку	1	1
93	чтобы ответить на	1	1
94	на первый взгляд	1	1
95	с психологической точки	1	1
96	то непосредственное впечатление	1	1
97	но по существу	1	1
98	до некоторой степени	1	1
99	что ни одна	1	1
100	что в таком	1	1
101	указывали на то	1	1
102	к делу и	1	1
103	том что они	1	1
104	и ничем не	1	1
105	во всем этом	1	1
106	и так как	1	1
107	я не могу	1	1
108	объявляют что в	1	1
109	а на самом	1	1
110	и той же	2	1
111	вместо того чтобы	2	1
112	все то что	11	1
113	именно в том	2	1
114	шаг за шагом	3	1
115	что под этими	1	1
116	и таким образом	1	1
117	надо сказать что	3	1
118	всегда основана на	1	1
119	до тех пор	2	1
120	на наших глазах	1	1
121	же самое что	2	1
122	в то время	2	1
123	непосредственное впечатление которое	1	1
124	смысле этого слова	3	1
125	и что следовательно	1	1
126	то есть в	1	1
127	с самого начала	5	1
128	не только не	2	1
129	ни одна из	1	1
130	и все они	1	1
131	мысль о том	1	1
132	сейчас же после	6	1
133	что это есть	1	1
134	несмотря на все	1	1
135	так же мало	1	1
136	и уже одно	1	1
137	к тому что	5	1
138	мы видим что	2	1
139	одной и той	2	1
140	самом деле если	1	1
141	мы уже знаем	2	1
142	сих пор на	1	1
143	таким образом по	1	1
144	те же самые	2	1
145	мы только что	1	1
146	как бы он	1	1
