N	4gram	Losev_Prob_1	VeschiIm
1	не что иное как	2	8
2	т д и т	3	7
3	д и т д	2	7
4	и т д и	4	7
5	одно и то же	1	5
6	есть не что иное	2	5
7	указывает на то что	3	3
8	и в то же	1	3
9	это значит что мы	1	3
10	можно ли сказать что	2	3
11	дело в том что	3	2
12	не есть ни только	1	2
13	то это значит что	1	2
14	заключается в том что	1	2
15	или по крайней мере	1	1
16	и тем не менее	8	1
17	т д все это	1	1
18	тем не менее сущность	1	1
19	по себе отнюдь не	1	1
20	одного и того же	2	1
21	что бы то ни	1	1
22	в этом смысле и	2	1
23	взятая сама по себе	4	1
24	еще и потому что	1	1
25	не есть она сама	1	1
26	ни в каком случае	3	1
27	вещь есть именно вещь	1	1
28	с тем или другим	1	1
29	и т д все	1	1
30	в то время как	1	1
31	при современном состоянии науки	2	1
32	не только не есть	1	1
33	мы говорили о смысле	1	1
34	только сущность ни только	1	1
35	если бы оно было	1	1
36	это такой смысл который	1	1
37	взятый сам по себе	1	1
38	в себе не содержит	2	1
39	не только потому что	1	1
40	но даже и в	1	1
41	до сих пор мы	2	1
42	только на то что	1	1
43	не только то что	1	1
44	но в то же	1	1
45	она содержит в себе	1	1
46	свидетельствует о том что	2	1
47	ни только сущность ни	1	1
48	предстают перед нами как	1	1
49	от самой вещи и	1	1
50	это не значит что	1	1
51	мы без труда заметим	1	1
52	говорили о смысле вещи	1	1
53	есть ни только сущность	1	1
54	и уж тем более	1	1
55	себе отнюдь не есть	1	1
56	сущность ни только явление	1	1
57	когда мы говорим что	2	1
58	без труда заметим что	1	1
59	но еще и потому	1	1
