N	3gram	Vinokur_Ku_1	Myslijsy
1	по отношению к	8	8
2	в том что	15	7
3	в этом случае	2	5
4	по крайней мере	5	5
5	не может быть	3	5
6	само по себе	1	5
7	о том что	5	5
8	мере того как	3	4
9	по мере того	3	4
10	до сих пор	4	4
11	и т п	18	4
12	с тем что	1	4
13	только тогда когда	1	4
14	на то что	2	4
15	для того чтобы	15	4
16	тем не менее	4	4
17	на самом деле	2	3
18	внимание на то	2	3
19	с точки зрения	9	3
20	что язык есть	2	3
21	вместе с тем	3	3
22	не то что	1	3
23	в том случае	1	3
24	во всяком случае	5	3
25	и т д	14	3
26	когда мы говорим	1	3
27	лишь тогда когда	1	3
28	то же время	2	3
29	от того что	1	3
30	в то же	2	3
31	с течением времени	1	2
32	что иное как	1	2
33	только потому что	6	2
34	в том и	2	2
35	в силу которого	1	2
36	только в том	3	2
37	хотя бы и	2	2
38	сами по себе	1	2
39	в этих случаях	1	2
40	в том смысле	1	2
41	между тем как	1	2
42	на этот вопрос	1	2
43	рано или поздно	2	2
44	это потому что	1	2
45	так или иначе	2	2
46	не в том	4	2
47	это не значит	1	2
48	при этом в	1	2
49	а в том	2	2
50	очевидно что в	1	2
51	что в языке	1	2
52	после того как	1	2
53	что и в	1	2
54	тем что я	1	2
55	обратить внимание на	2	2
56	в большинстве случаев	1	2
57	не что иное	1	2
58	но уже и	1	1
59	таким образом если	1	1
60	том смысле что	1	1
61	что же касается	4	1
62	лицом к лицу	1	1
63	в силу этого	1	1
64	языка разумеется это	1	1
65	и того же	2	1
66	в том виде	1	1
67	сплошь да рядом	1	1
68	ответить на этот	1	1
69	на том основании	1	1
70	к языку и	1	1
71	в настоящее время	1	1
72	вовсе не то	1	1
73	так что в	1	1
74	о том как	3	1
75	в силу того	2	1
76	же касается до	1	1
77	в живой речи	1	1
78	потому что не	2	1
79	обратив внимания на	1	1
80	и во многих	1	1
81	себе в этом	1	1
82	прозе и в	1	1
83	во многих других	1	1
84	не обратив внимания	1	1
85	и в той	1	1
86	мысли может быть	1	1
87	том случае если	1	1
88	можно говорить о	1	1
89	уже при самом	1	1
90	а может быть	1	1
91	то это потому	1	1
92	в этом отношении	5	1
93	говорить о языке	1	1
94	к тому чтобы	1	1
95	только в более	1	1
96	для нас значение	1	1
97	языка таким образом	1	1
98	точно так же	1	1
99	что я называю	1	1
100	большую роль в	1	1
101	данного явления и	1	1
102	что все это	1	1
103	и тогда в	1	1
104	до недавнего времени	1	1
105	и не в	1	1
106	в разных языках	1	1
107	есть наука основная	1	1
108	в это время	1	1
109	тогда как в	1	1
110	в этом роде	1	1
111	вопрос об отношении	1	1
112	ничего общего с	1	1
113	того что он	1	1
114	дело не с	1	1
115	с одной стороны	1	1
116	чтобы ответить на	1	1
117	смысле этого слова	1	1
118	в связи с	3	1
119	связанная с ним	1	1
120	если бы в	1	1
121	до того что	1	1
122	в свою очередь	3	1
123	в себе всю	1	1
124	тесной связи с	1	1
125	отсюда между прочим	1	1
126	лишь в том	1	1
127	с другой стороны	6	1
128	потому что если	1	1
129	только о том	1	1
130	все то что	1	1
131	таких слов как	1	1
132	в свое время	2	1
133	тесно связанная с	1	1
134	и в таком	1	1
135	того же явления	1	1
136	это было бы	1	1
137	силу того что	2	1
138	именно в силу	1	1
139	таким образом в	1	1
140	иметь в виду	1	1
141	звука и мысли	1	1
142	том основании что	1	1
143	роль в истории	1	1
144	на наших глазах	1	1
145	заключается в том	2	1
146	в том чтобы	8	1
147	и вместе с	1	1
148	потому должно быть	1	1
149	исчерпывается тем что	1	1
150	и в самом	2	1
151	следует обратить внимание	1	1
152	своей точки зрения	1	1
153	речь идет о	2	1
154	мы говорим о	1	1
155	то оно не	1	1
156	одного и того	2	1
157	друг от друга	1	1
158	т п и	1	1
159	к тому что	2	1
160	дело не в	1	1
161	и мы получим	1	1
162	и в слове	1	1
163	в них не	1	1
164	того факта что	1	1
165	может потому что	1	1
166	ту же роль	1	1
167	язык есть средство	1	1
168	именно в том	2	1
