N	3gram	Propp_Isto_7	Psycholo
1	в том что	4	14
2	с одной стороны	4	12
3	в зависимости от	1	6
4	о том что	5	6
5	к тому что	1	6
6	мы увидим что	2	6
7	в самом деле	1	5
8	до сих пор	2	5
9	с другой стороны	8	5
10	таким образом что	1	3
11	не в состоянии	1	3
12	никак не может	1	3
13	то же самое	1	3
14	вместе с тем	1	3
15	на этот вопрос	2	3
16	и что в	1	3
17	мы все же	1	3
18	так как это	1	3
19	то что он	1	3
20	и т п	1	3
21	мы видим что	3	3
22	можно было бы	1	3
23	и т д	16	3
24	состоит в том	1	2
25	в этом случае	1	2
26	с точки зрения	1	2
27	то что в	3	2
28	так же как	4	2
29	в данном случае	3	2
30	в том чтобы	2	2
31	ничего не может	1	2
32	таким образом мы	2	2
33	не только в	5	2
34	ответ на этот	1	2
35	и когда он	1	2
36	образом мы видим	2	2
37	которое существует между	1	2
38	не может быть	3	2
39	вопрос о том	1	2
40	по его мнению	1	2
41	мы знаем что	1	2
42	совершенно очевидно что	1	2
43	его тем что	1	1
44	вместе с героем	1	1
45	на том что	1	1
46	мы видим таким	1	1
47	только потому что	1	1
48	по этому вопросу	1	1
49	от него и	1	1
50	оно может быть	1	1
51	же не может	1	1
52	мы имеем в	4	1
53	ни в каких	1	1
54	это означает что	1	1
55	по отношению к	1	1
56	более или менее	1	1
57	с достаточной ясностью	1	1
58	для наших целей	1	1
59	нам кажется что	1	1
60	а в том	2	1
61	же как и	1	1
62	и как он	1	1
63	в одной из	2	1
64	и смысл этого	1	1
65	в другом месте	1	1
66	что он не	1	1
67	из самых важных	1	1
68	том что именно	1	1
69	но он не	1	1
70	что и здесь	3	1
71	почти никогда не	1	1
72	то что она	1	1
73	не прямо а	1	1
74	много но все	1	1
75	с этой точки	3	1
76	как если бы	1	1
77	и не в	1	1
78	к себе и	2	1
79	свое начало от	1	1
80	показать что и	1	1
81	то время как	2	1
82	мы не можем	2	1
83	как только он	1	1
84	в противоречие с	1	1
85	лежит в основе	2	1
86	и что он	1	1
87	по существу в	1	1
88	и тот же	1	1
89	обстановки в которой	1	1
90	имеем дело с	1	1
91	все же не	1	1
92	она все же	1	1
93	что у него	4	1
94	не может и	1	1
95	но так как	1	1
96	данном случае в	1	1
97	цель к которой	1	1
98	один и тот	1	1
99	этой точки зрения	3	1
100	то новое что	1	1
101	надо сказать что	1	1
102	той обстановки в	1	1
103	мы имеем здесь	1	1
104	в то время	2	1
105	и в русской	2	1
106	сказано только что	1	1
107	после того как	2	1
108	видим таким образом	1	1
109	с собой в	1	1
110	и показывают что	1	1
111	он впадает в	1	1
112	один из самых	1	1
113	то что герой	1	1
114	что это не	2	1
115	мы видели что	1	1
116	то этим он	1	1
117	в ответ на	3	1
118	и тем более	1	1
119	что мы видим	1	1
120	но для наших	1	1
121	героя ниже мы	1	1
