N	2gram	Potebnia_M_4	KulturaY
1	и т	7	54
2	т п	4	41
3	и в	23	23
4	точки зрения	4	23
5	в том	23	22
6	не только	10	17
7	в этом	23	16
8	было бы	8	16
9	с точки	3	16
10	самом деле	3	14
11	может быть	26	14
12	в области	2	14
13	в самом	3	13
14	что в	17	13
15	не менее	5	12
16	потому что	33	12
17	для того	6	12
18	вопрос о	2	11
19	том что	12	11
20	того чтобы	4	11
21	можно было	2	11
22	в его	5	11
23	того что	14	11
24	а не	12	11
25	можно говорить	1	10
26	у нас	2	10
27	и не	18	10
28	еще не	3	9
29	таким образом	24	9
30	тем не	4	9
31	хотя бы	4	9
32	так как	14	9
33	прежде всего	1	9
34	т д	3	8
35	лишь в	3	8
36	зависимости от	1	8
37	если бы	13	8
38	в виду	3	8
39	уже не	3	8
40	до сих	4	8
41	сих пор	4	8
42	между прочим	3	8
43	как на	1	8
44	как это	1	7
45	все эти	3	7
46	в нашем	2	7
47	должно быть	5	7
48	того как	6	7
49	если мы	2	7
50	те же	3	7
51	и что	7	7
52	с другой	2	7
53	в языке	16	7
54	в данном	4	7
55	слова и	5	7
56	сказать что	8	7
57	то же	14	6
58	говорить о	5	6
59	в силу	7	6
60	только в	15	6
61	так и	6	6
62	при этом	15	6
63	и тем	4	6
64	с тем	7	6
65	в их	1	6
66	о языке	2	6
67	ничего не	1	6
68	связи с	3	6
69	не может	11	6
70	языка в	2	6
71	могут быть	7	6
72	по себе	11	6
73	о том	8	6
74	после того	2	6
75	что и	7	6
76	тот же	2	6
77	что он	4	6
78	и есть	3	5
79	в первом	3	5
80	как мы	2	5
81	я не	2	5
82	в чем	1	5
83	независимо от	6	5
84	все же	1	5
85	хотя и	5	5
86	из этих	2	5
87	как бы	5	5
88	что она	2	5
89	как и	14	5
90	здесь можно	1	5
91	не значит	2	5
92	не в	11	5
93	вовсе не	7	5
94	во внимание	1	5
95	от того	4	5
96	не могут	2	5
97	той или	1	5
98	в поэзии	3	5
99	тем что	10	5
100	далеко не	1	5
101	в связи	1	5
102	что же	5	5
103	тем более	5	5
104	но это	3	5
105	а в	5	5
106	того же	1	4
107	отношения между	2	4
108	в сущности	2	4
109	п и	1	4
110	столь же	2	4
111	как в	7	4
112	в своем	8	4
113	только тогда	5	4
114	языка как	1	4
115	том случае	3	4
116	ясно что	1	4
117	этого слова	7	4
118	убедиться что	1	4
119	что значит	2	4
120	в своей	1	4
121	что такое	7	4
122	которые в	1	4
123	том чтобы	1	4
124	же мы	2	4
125	тому что	2	4
126	тем самым	4	4
127	тогда когда	8	4
128	и о	4	4
129	в ее	2	4
130	данном случае	2	4
131	были бы	1	4
132	к языку	1	4
133	пор пока	2	4
134	для нас	14	4
135	а также	1	4
136	заключается в	1	4
137	между тем	9	4
138	язык есть	7	4
139	тех пор	6	4
140	один из	2	4
141	с одной	1	4
142	в нашей	1	4
143	что не	6	4
144	слова в	3	4
145	не было	12	4
146	одной стороны	1	4
147	мы говорим	7	4
148	в той	4	4
149	этом случае	5	4
150	до тех	6	4
151	то что	29	4
152	только как	4	4
153	в таком	4	4
154	в слове	22	4
155	речь идет	1	3
156	на самом	3	3
157	то в	3	3
158	той же	3	3
159	есть не	4	3
160	пока он	1	3
161	мы не	8	3
162	поэзия и	5	3
163	сам по	4	3
164	в ней	2	3
165	только после	1	3
166	то мы	3	3
167	но не	1	3
168	то он	2	3
169	внутренняя форма	2	3
170	но как	1	3
171	по отношению	10	3
172	очевидно что	7	3
173	отношение к	2	3
174	что как	4	3
175	и к	6	3
176	что слово	10	3
177	бы и	5	3
178	что это	7	3
179	бы не	3	3
180	но на	1	3
181	он не	2	3
182	и с	4	3
183	мы видели	1	3
184	значит не	1	3
185	п но	1	3
186	не так	2	3
187	но если	1	3
188	в которых	3	3
189	и более	4	3
190	случае когда	2	3
191	в отношении	1	3
192	перед собою	2	3
193	она не	2	3
194	в то	4	3
195	как о	1	3
196	не имеет	5	3
197	в процессе	3	3
198	должна быть	1	3
199	не по	1	3
200	такое изучение	1	3
201	что на	2	3
202	в каком	4	3
203	не потому	1	3
204	не есть	9	3
205	поэзии как	1	3
206	слово есть	5	3
207	сказано выше	1	3
208	на вопрос	4	3
209	но и	11	3
210	нас в	2	3
211	связь между	3	3
212	это не	7	3
213	и только	3	3
214	вообще и	3	3
215	речи которые	1	3
216	может иметь	2	3
217	этот вопрос	3	3
218	как же	4	3
219	я в	2	3
220	уже в	5	3
221	могло бы	1	3
222	то это	8	3
223	именно в	3	3
224	а именно	4	3
225	а с	1	3
226	в ряду	6	3
227	xix века	1	3
228	когда мы	6	3
229	там где	3	3
230	со звуками	1	3
231	но для	1	3
232	говорить что	1	3
233	к тому	3	3
234	мы должны	2	3
235	слово в	4	3
236	другой стороны	1	3
237	по поводу	4	3
238	также что	1	2
239	нашего языка	3	2
240	таком случае	2	2
241	и через	1	2
242	тем же	1	2
243	к другому	1	2
244	отношению к	8	2
245	что эти	3	2
246	одним и	1	2
247	бы уже	1	2
248	мы имеем	4	2
249	смысле можно	1	2
250	ответить на	3	2
251	о формах	1	2
252	языка из	1	2
253	и говорить	2	2
254	быть в	1	2
255	в различных	2	2
256	а тем	1	2
257	не то	5	2
258	но язык	1	2
259	для обозначения	1	2
260	не все	1	2
261	отличие от	1	2
262	за пределы	1	2
263	относится к	1	2
264	языка и	3	2
265	и я	2	2
266	более чем	3	2
267	дает нам	1	2
268	смысле этого	1	2
269	и как	2	2
270	имеет в	2	2
271	увидим что	1	2
272	но в	8	2
273	а во-вторых	1	2
274	что сплошь	1	2
275	он в	1	2
276	в известном	1	2
277	какое именно	1	2
278	и тот	3	2
279	слово это	1	2
280	так сказать	5	2
281	в значении	3	2
282	формы но	1	2
283	же это	1	2
284	если же	4	2
285	отношений между	2	2
286	и если	3	2
287	свое время	1	2
288	состоит в	2	2
289	на этом	1	2
290	но все	1	2
291	что все	4	2
292	несоответствие между	1	2
293	пока мы	2	2
294	значение в	1	2
295	есть конечно	1	2
296	и чтобы	1	2
297	с целью	1	2
298	его в	4	2
299	с другими	4	2
300	для меня	10	2
301	чем в	2	2
302	и того	1	2
303	одного и	1	2
304	в этих	3	2
305	и при	2	2
306	и без	2	2
307	в котором	4	2
308	мы называем	1	2
309	не как	2	2
310	мысли и	7	2
311	и значит	1	2
312	своего рода	1	2
313	если это	1	2
314	что есть	3	2
315	если и	2	2
316	в таких	2	2
317	к новым	1	2
318	дело не	2	2
319	слова как	1	2
320	по своему	2	2
321	которое в	3	2
322	и такие	1	2
323	одно только	1	2
324	а что	2	2
325	таких слов	1	2
326	уже совершенно	1	2
327	со значением	3	2
328	так в	3	2
329	но мы	2	2
330	в пределах	1	2
331	самое это	1	2
332	на том	2	2
333	убеждение в	1	2
334	есть также	1	2
335	к его	2	2
336	по тому	2	2
337	она есть	1	2
338	разговорной речи	1	2
339	и здесь	2	2
340	внимание на	5	2
341	при котором	1	2
342	можно сказать	4	2
343	доходит до	1	2
344	можно видеть	2	2
345	а потому	1	2
346	не более	1	2
347	и об	1	2
348	эти последние	1	2
349	в двух	2	2
350	о значении	1	2
351	вопрос об	1	2
352	самое содержание	1	2
353	именно на	2	2
354	в качестве	1	2
355	конечно не	2	2
356	то и	4	2
357	что если	6	2
358	который как	1	2
359	в одном	4	2
360	так то	3	2
361	образом не	1	2
362	есть слово	2	2
363	перейти к	1	2
364	ответа на	1	2
365	говорим о	1	2
366	один и	5	2
367	только что	3	2
368	на этот	2	2
369	именно так	1	2
370	понятие о	1	2
371	что мы	10	2
372	в частности	1	2
373	эти слова	1	2
374	вместе с	6	2
375	так же	4	2
376	внутренней формы	10	2
377	да рядом	1	2
378	тому как	2	2
379	как нельзя	1	2
380	быть не	2	2
381	сплошь да	1	2
382	только для	2	2
383	все это	5	2
384	кроме того	3	2
385	причин в	1	2
386	от нас	1	2
387	из ряда	1	2
388	материалом поэзии	1	2
389	мы найдем	1	2
390	чтобы понять	2	2
391	то не	1	2
392	не с	2	2
393	еще более	2	2
394	главным образом	1	2
395	надо полагать	1	2
396	язык не	5	2
397	не знает	1	2
398	враг и	1	2
399	равно как	2	2
400	понимается как	2	2
401	только о	2	2
402	в свое	1	2
403	это так	1	2
404	как слово	1	2
405	это в	1	2
406	во всяком	5	2
407	том числе	1	2
408	свою речь	1	1
409	я сказал	1	1
410	равным образом	1	1
411	нужно помнить	1	1
412	который должен	1	1
413	ту же	3	1
414	если б	4	1
415	например в	3	1
416	языка с	3	1
417	практическое значение	1	1
418	от научного	1	1
419	в объяснении	1	1
420	внешней форме	1	1
421	родного языка	1	1
422	самых разнообразных	2	1
423	и то	5	1
424	материал поэзии	1	1
425	бы для	1	1
426	наук о	2	1
427	на деле	2	1
428	вряд ли	1	1
429	бы очень	1	1
430	когда человек	4	1
431	вопрос мы	1	1
432	уже по	2	1
433	часть его	1	1
434	поэзии и	7	1
435	чего в	1	1
436	в несколько	1	1
437	же следует	1	1
438	именно поэтический	1	1
439	как внешний	1	1
440	никоим образом	1	1
441	и новые	1	1
442	и язык	1	1
443	нам в	1	1
444	оба эти	1	1
445	достаточно привести	1	1
446	на себе	3	1
447	связана с	1	1
448	существуют такие	1	1
449	как не	1	1
450	что до	2	1
451	есть вместе	2	1
452	таковы например	1	1
453	что наглядно	1	1
454	отношении в	1	1
455	значением слова	1	1
456	в прямой	1	1
457	не оспаривается	1	1
458	не нужно	2	1
459	и на	3	1
460	он сам	1	1
461	что язык	7	1
462	значение и	2	1
463	к слову	3	1
464	тогда как	4	1
465	науки о	1	1
466	нет и	1	1
467	которые не	2	1
468	идет о	1	1
469	же с	2	1
470	несоответствие это	1	1
471	с этим	7	1
472	словом в	1	1
473	помнить что	1	1
474	перед нами	1	1
475	иным путем	1	1
476	на память	1	1
477	хотя я	1	1
478	как уже	1	1
479	для которой	1	1
480	вот несколько	1	1
481	что связь	1	1
482	ее целом	1	1
483	не безразличная	1	1
484	себе как	1	1
485	на той	2	1
486	в которой	6	1
487	меньшей мере	1	1
488	это есть	3	1
489	мы при	1	1
490	формы в	3	1
491	то я	1	1
492	что пока	1	1
493	очевидно только	1	1
494	думать что	4	1
495	может считаться	1	1
496	такое значение	1	1
497	им в	1	1
498	общий тон	1	1
499	образом при	1	1
500	ибо если	1	1
501	имеем в	1	1
502	и те	1	1
503	какую роль	1	1
504	если он	1	1
505	можно лишь	2	1
506	этот процесс	1	1
507	например как	1	1
508	факта а	1	1
509	своем распоряжении	2	1
510	есть одна	2	1
511	и лучше	1	1
512	языке когда	1	1
513	он все	2	1
514	раз когда	1	1
515	времени для	1	1
516	данного слова	2	1
517	есть дело	1	1
518	отдельных слов	1	1
519	образом и	1	1
520	наших глазах	1	1
521	действительно так	1	1
522	одной и	1	1
523	приходим к	1	1
524	объяснение слова	1	1
525	и наоборот	1	1
526	а вместе	1	1
527	двух слов	1	1
528	в каждом	3	1
529	здесь мы	2	1
530	смысле в	1	1
531	не будет	3	1
532	этом слове	4	1
533	же касается	1	1
534	в другом	1	1
535	таком же	1	1
536	в старину	2	1
537	внутренней форме	1	1
538	чем лучше	1	1
539	от степени	1	1
540	входит в	1	1
541	не умеет	1	1
542	состояния языка	1	1
543	образом если	1	1
544	ко второму	2	1
545	деле в	1	1
546	и мы	5	1
547	он есть	1	1
548	известно что	6	1
549	именно что	1	1
550	которая в	1	1
551	значение поэтического	1	1
552	конкретности и	1	1
553	поэтому можно	2	1
554	не ясно	1	1
555	тех которые	2	1
556	рядом с	1	1
557	все равно	3	1
558	показывает что	1	1
559	то разве	1	1
560	не всегда	3	1
561	когда я	7	1
562	говорить разве	1	1
563	строгом смысле	1	1
564	можно считать	2	1
565	обратимся к	1	1
566	не мог	1	1
567	мысли что	2	1
568	переносится в	1	1
569	слова что	1	1
570	во время	2	1
571	таким же	5	1
572	в следующем	1	1
573	в такой	1	1
574	всяком случае	3	1
575	не требующим	2	1
576	бы к	1	1
577	чем более	3	1
578	можно убедиться	1	1
579	что я	11	1
580	от его	2	1
581	признать что	2	1
582	мысли от	2	1
583	значение для	1	1
584	положим что	3	1
585	одном из	2	1
586	и той	1	1
587	формы является	1	1
588	внешняя форма	3	1
589	мы получим	1	1
590	друг другу	1	1
591	это относится	1	1
592	по крайней	5	1
593	научной мысли	1	1
594	ее так	1	1
595	есть еще	1	1
596	оказалось бы	1	1
597	для нее	1	1
598	даже в	2	1
599	собою и	2	1
600	случае мы	1	1
601	здесь следовательно	1	1
602	в степени	1	1
603	слово как	1	1
604	мною в	1	1
605	из связи	1	1
606	языка о	1	1
607	стоит в	1	1
608	языке в	1	1
609	поэтического произведения	5	1
610	внутренние формы	1	1
611	или что	2	1
612	что с	1	1
613	теперь следует	1	1
614	только новую	1	1
615	по меньшей	1	1
616	ее с	1	1
617	доказывать это	1	1
618	к этим	1	1
619	жизни из	1	1
620	значение этого	2	1
621	не могло	1	1
622	можно получить	1	1
623	речь и	1	1
624	если ему	1	1
625	о природе	1	1
626	существующие независимо	1	1
627	казалось бы	1	1
628	в самой	2	1
629	же время	3	1
630	таким путем	1	1
631	того в	1	1
632	намерения и	1	1
633	слове и	1	1
634	во всем	1	1
635	это слово	4	1
636	и звуки	1	1
637	и его	2	1
638	же смысл	1	1
639	что речь	1	1
640	из истории	1	1
641	для другого	1	1
642	как будто	1	1
643	каждый раз	4	1
644	в письменности	1	1
645	если только	1	1
646	другой форме	1	1
647	от их	1	1
648	к таким	1	1
649	убеждения что	1	1
650	начиная с	1	1
651	на таком-то	1	1
652	же отношение	1	1
653	языке и	4	1
654	и другой	1	1
655	лежит в	1	1
656	я сам	1	1
657	же самое	4	1
658	становится возможным	1	1
659	должны быть	3	1
660	понять что	1	1
661	сочетаний слов	1	1
662	это а	2	1
663	свое значение	1	1
664	в самых	1	1
665	отказаться от	1	1
666	значение это	1	1
667	на наших	1	1
668	сама поэзия	1	1
669	от друга	1	1
670	знать как	1	1
671	свою очередь	1	1
672	без всякого	1	1
673	на основе	1	1
674	то уже	2	1
675	в собственном	1	1
676	представим себе	1	1
677	останавливаясь на	1	1
678	языка так	1	1
679	об отношении	2	1
680	или для	1	1
681	следовательно и	1	1
682	речи то	1	1
683	слова а	1	1
684	до самого	1	1
685	этого явления	1	1
686	никогда не	3	1
687	что каждый	1	1
688	переход к	1	1
689	система есть	1	1
690	как между	1	1
691	можно только	2	1
692	это только	1	1
693	без сомнения	4	1
694	мы в	3	1
695	по признаку	2	1
696	силу того	1	1
697	о котором	1	1
698	об искусстве	1	1
699	в словах	1	1
700	того уже	1	1
701	в известной	1	1
702	связанное с	1	1
703	разница между	1	1
704	о нем	1	1
705	часть или	1	1
706	возможна только	1	1
707	в речи	3	1
708	с соответствующими	1	1
709	все содержание	2	1
710	точно таким	1	1
711	образа как	1	1
712	что существуют	1	1
713	необходим для	1	1
714	это потому	2	1
715	не стоит	1	1
716	в сфере	1	1
717	например такие	1	1
718	может не	1	1
719	то тем	1	1
720	затем в	1	1
721	и научной	1	1
722	о пользе	1	1
723	по этому	1	1
724	стороны есть	1	1
725	как теперь	2	1
726	к нему	5	1
727	но он	1	1
728	которого оно	1	1
729	ее от	1	1
730	тем как	2	1
731	и всякая	1	1
732	над этой	1	1
733	во втором	1	1
734	в готовые	1	1
735	тем менее	2	1
736	крайней мере	5	1
737	чем и	1	1
738	есть действительно	1	1
739	них в	1	1
740	вслед за	1	1
741	что бы	1	1
742	в теории	1	1
743	знания и	1	1
744	научное языкознание	1	1
745	вытекают из	2	1
746	судить по	2	1
747	слово может	1	1
748	что здесь	1	1
749	быть и	2	1
750	показывают что	1	1
751	но так	2	1
752	но с	1	1
753	слово с	6	1
754	времени можно	1	1
755	уже сказано	1	1
756	формы отдельных	1	1
757	а если	2	1
758	к различным	1	1
759	мы видим	2	1
760	время когда	2	1
761	одной из	1	1
762	с ними	3	1
763	история литературы	1	1
764	в поэтическом	1	1
765	что даже	2	1
766	в себе	14	1
767	что различные	1	1
768	в вопросе	1	1
769	словом и	1	1
770	к нашему	1	1
771	и так	3	1
772	самые разнообразные	1	1
773	они могут	2	1
774	же при	1	1
775	как оно	2	1
776	от них	1	1
777	безразличная для	1	1
778	слов если	1	1
779	меня уже	1	1
780	и др	2	1
781	не можем	5	1
782	имеет уже	1	1
783	стоит на	1	1
784	слова поэзия	1	1
785	в виде	2	1
786	свидетельствует о	1	1
787	но самое	2	1
788	при помощи	3	1
789	и обратно	1	1
790	если судить	1	1
791	за ним	2	1
792	нуждаются в	1	1
793	для него	5	1
794	и их	3	1
795	представить себе	2	1
796	иначе как	1	1
797	говорим что	3	1
798	никто не	2	1
799	эти понятия	1	1
800	содержания а	1	1
801	то время	1	1
802	отношении к	1	1
803	языка стоит	1	1
804	но что	2	1
805	только с	1	1
806	представления которые	1	1
807	само по	5	1
808	в систему	1	1
809	вообще можно	1	1
810	другому и	1	1
811	бы все	1	1
812	не говорит	1	1
813	этом роде	1	1
814	к одной	1	1
815	образом что	2	1
816	указание на	1	1
817	не противоречит	1	1
