N	2gram	Bakhtin_fo_2	Myslijsy
1	потому что	8	46
2	то есть	10	34
3	в том	10	32
4	и в	46	30
5	может быть	7	28
6	то же	8	23
7	не только	11	21
8	только в	11	21
9	но и	9	19
10	того что	3	18
11	том что	4	18
12	то что	7	18
13	что в	5	17
14	в себе	4	16
15	по себе	2	16
16	и проч	1	16
17	внутренняя форма	1	15
18	и не	9	15
19	не в	9	15
20	а не	4	15
21	таким образом	3	14
22	что и	3	13
23	так как	6	13
24	если бы	1	12
25	вместе с	9	12
26	а в	3	12
27	так и	7	11
28	этого слова	1	11
29	как в	4	10
30	в этом	22	10
31	как и	8	10
32	в то	5	10
33	и что	1	10
34	мы не	1	9
35	из этих	4	9
36	в нем	5	9
37	было бы	2	9
38	между тем	1	9
39	для него	3	9
40	и то	1	8
41	в ней	1	8
42	в самом	1	8
43	что не	1	8
44	есть не	1	7
45	с одной	2	7
46	но не	5	7
47	с тем	2	7
48	тем что	3	7
49	как мы	6	7
50	так что	4	7
51	вовсе не	13	7
52	с другой	2	7
53	к тому	3	7
54	например в	1	6
55	же что	1	6
56	с этим	5	6
57	с ним	4	6
58	не имеет	1	6
59	те же	6	6
60	там же	1	6
61	что он	3	6
62	уже не	3	6
63	то и	1	6
64	из них	8	6
65	и слово	1	6
66	не может	2	6
67	но это	2	6
68	человека и	4	5
69	и т	14	5
70	еще не	6	5
71	в своем	5	5
72	и как	3	5
73	одно и	1	5
74	и тем	1	5
75	в них	7	5
76	же время	4	5
77	можно видеть	1	5
78	как на	2	5
79	не могут	1	5
80	словом и	2	5
81	уже в	4	5
82	должно быть	5	5
83	слова и	3	5
84	сказать что	1	5
85	говоря о	1	4
86	тем же	2	4
87	в каждой	1	4
88	не было	3	4
89	бы не	1	4
90	он не	5	4
91	перестает быть	2	4
92	и по	3	4
93	мы видели	2	4
94	в один	1	4
95	в котором	4	4
96	есть нечто	1	4
97	и его	12	4
98	до того	2	4
99	по поводу	1	4
100	для того	8	4
101	оно не	1	4
102	и это	2	4
103	то время	1	4
104	в его	8	4
105	один из	2	4
106	что даже	1	4
107	все равно	1	4
108	далеко не	2	4
109	себя и	3	4
110	быть только	1	4
111	для человека	1	4
112	если не	2	4
113	и потому	2	4
114	форма в	2	4
115	все это	6	4
116	в смысле	5	4
117	и от	2	4
118	тем более	3	4
119	другой стороны	1	4
120	все что	2	4
121	и есть	2	3
122	действительности и	1	3
123	говорить о	2	3
124	бы ни	1	3
125	и на	7	3
126	в чем	1	3
127	не можем	1	3
128	при этом	6	3
129	т д	3	3
130	в человеческой	1	3
131	на свое	1	3
132	или вовсе	1	3
133	в каждом	1	3
134	что все	2	3
135	его в	6	3
136	и тогда	1	3
137	как бы	10	3
138	место в	4	3
139	и понятия	1	3
140	образом и	1	3
141	тому что	1	3
142	или что	1	3
143	на него	1	3
144	того чтобы	8	3
145	могут быть	2	3
146	для себя	1	3
147	свою очередь	1	3
148	него самого	1	3
149	в произведении	1	3
150	в образе	4	3
151	здесь как	1	3
152	том как	3	3
153	слово и	1	3
154	и вообще	1	3
