N	2gram	Voloshinov_1	Hudozhes
1	том что	5	16
2	и в	15	14
3	так и	10	13
4	не только	5	12
5	при этом	7	12
6	о том	1	12
7	в том	4	12
8	а не	2	12
9	и т	1	11
10	в себе	4	11
11	в этом	13	11
12	прежде всего	11	11
13	в своей	9	10
14	для него	5	10
15	то же	7	9
16	как и	6	9
17	что он	8	9
18	в качестве	2	9
19	у него	3	9
20	по отношению	11	8
21	в этой	5	8
22	как в	3	8
23	то что	10	8
24	же время	5	8
25	ничего не	2	8
26	в его	9	8
27	между тем	2	8
28	отношению к	9	8
29	в то	6	8
30	еще не	7	7
31	это не	2	7
32	не в	4	7
33	к тому	4	7
34	быть может	1	7
35	уже не	5	7
36	именно в	3	7
37	не может	13	7
38	как бы	11	7
39	а в	6	7
40	в первой	1	6
41	человека в	3	6
42	было бы	6	6
43	читателя в	3	6
44	никогда не	7	6
45	жизни в	3	6
46	что в	6	6
47	самом деле	7	5
48	с его	8	5
49	перед нами	1	5
50	но в	9	5
51	об этом	4	5
52	ни в	6	5
53	точки зрения	13	5
54	не менее	3	5
55	и его	15	5
56	потому что	4	5
57	к себе	3	5
58	во второй	5	5
59	только в	6	5
60	по мнению	6	5
61	может быть	13	5
62	но и	4	5
63	интерес к	1	5
64	в этих	2	5
65	жизни и	5	5
66	мы уже	5	4
67	и о	3	4
68	в ней	5	4
69	а только	1	4
70	в центре	3	4
71	в своем	2	4
72	и к	7	4
73	то в	1	4
74	в самом	6	4
75	та же	1	4
76	на то	1	4
77	что она	2	4
78	он не	4	4
79	картины мира	1	4
80	и с	7	4
81	тем не	2	4
82	тому что	3	4
83	с ним	12	4
84	она не	2	4
85	в русской	1	4
86	связи с	1	4
87	как будто	1	4
88	и это	1	4
89	можно сказать	4	4
90	того что	2	4
91	один из	4	4
92	и быть	1	4
93	себя в	2	4
94	из них	1	4
95	в я	2	4
96	как раз	2	4
97	не было	4	4
98	и все	4	4
99	и от	1	4
100	с точки	10	3
101	на тех	1	3
102	в мире	1	3
103	и на	3	3
104	в ее	4	3
105	третьей главы	1	3
106	отнюдь не	2	3
107	все же	5	3
108	следующей главе	3	3
109	в нем	4	3
110	т д	1	3
111	и по	5	3
112	на этом	5	3
113	его в	8	3
114	в предыдущей	1	3
