N	3gram	Propp_Morf_1	FransuaR
1	в большинстве случаев	3	5
2	более или менее	2	3
3	для того чтобы	2	3
4	с другой стороны	4	3
5	с самого начала	1	3
6	подобно тому как	5	3
7	с точки зрения	2	2
8	и в других	1	2
9	с одной стороны	1	2
10	до наших дней	2	2
11	в то время	3	2
12	о том что	1	2
13	можно сказать что	1	1
14	таким образом что	1	1
15	что это и	1	1
16	здесь перед нами	1	1
17	между прочим и	1	1
18	до сих пор	1	1
19	том случае если	1	1
20	до известной степени	1	1
21	со всеми другими	1	1
22	в этом отношении	1	1
23	ли говорить о	1	1
24	есть на самом	1	1
25	в том случае	1	1
26	одно и то	1	1
27	мы увидим дальше	1	1
28	то время как	3	1
29	к нему в	1	1
30	это один из	1	1
31	в данном случае	1	1
32	с тех пор	1	1
33	также и к	1	1
34	на первый взгляд	3	1
35	и то же	1	1
36	а также и	3	1
37	может быть и	2	1
38	самом деле он	1	1
39	мы прежде всего	1	1
40	в связи с	8	1
41	перед нами в	1	1
42	это не значит	2	1
43	приводят к тому	1	1
44	как мы увидим	4	1
45	не может быть	9	1
46	очень большую роль	1	1
47	далеко не все	3	1
48	достигается тем что	1	1
49	говорить о том	1	1
50	и независимо от	1	1
51	с того что	2	1
52	как будто не	2	1
53	но это не	1	1
54	мы видим что	9	1
55	тех или иных	1	1
56	на самом деле	4	1
57	это достигается тем	1	1
58	в том что	3	1
59	что и в	1	1
