N	2gram	Propp_Isto_1	VeschiIm
1	не есть	2	49
2	т е	10	42
3	не может	15	33
4	не только	12	31
5	может быть	25	29
6	и не	9	28
7	и в	28	26
8	то что	9	24
9	и есть	1	23
10	значит что	1	22
11	и т	25	21
12	т д	22	20
13	а не	15	20
14	не просто	3	18
15	есть только	3	17
16	что она	5	14
17	только в	11	14
18	по себе	3	13
19	и что	10	13
20	того что	4	13
21	и то	1	12
22	есть не	1	12
23	все же	10	12
24	в себя	1	12
25	что это	8	12
26	было бы	7	12
27	и ее	1	12
28	но и	10	12
29	сказать что	5	12
30	таким образом	8	11
31	общения с	1	11
32	что же	3	11
33	и больше	1	10
34	то же	12	10
35	есть нечто	1	10
36	в ней	7	10
37	не значит	1	10
38	как бы	2	10
39	что такое	2	10
40	потому что	4	10
41	уже не	3	10
42	что мы	7	10
43	бы то	2	9
44	то ни	2	9
45	и с	4	9
46	больше ничего	1	9
47	в том	9	9
48	что не	2	9
49	еще и	2	9
50	прежде всего	10	9
51	ни было	2	9
52	что иное	1	8
53	иное как	1	8
54	в себе	2	8
55	на то	4	8
56	и это	1	8
57	ничего не	2	8
58	но это	4	8
59	не что	1	8
60	также и	3	7
61	говорить о	1	7
62	если она	1	7
63	в этом	8	7
64	его в	6	7
65	том что	7	7
66	в то	3	7
67	что оно	1	7
68	указывает на	2	7
69	как с	1	7
70	в свете	2	7
71	себя в	2	7
72	и их	3	7
73	так как	6	7
74	как раз	2	7
75	и пр	4	7
76	совершенно не	1	7
77	со стороны	2	6
78	что они	5	6
79	и как	2	6
80	но в	8	6
81	но если	2	6
82	с ним	2	6
83	она не	1	6
84	можно было	5	6
85	ясно что	2	6
86	должно быть	2	6
87	и только	2	6
88	а если	1	6
89	так что	4	6
90	если мы	3	6
91	ни с	1	6
92	для него	2	6
93	но что	1	6
94	относится к	2	6
95	то не	1	6
96	когда мы	2	6
97	быть только	1	6
98	в результате	1	6
99	что в	12	6
100	это и	1	5
101	ведь и	1	5
102	на себя	1	5
103	но не	5	5
104	отнюдь не	1	5
105	должна быть	5	5
106	содержит в	1	5
107	это не	7	5
108	с тем	4	5
109	а есть	1	5
110	не в	9	5
111	тем не	6	5
112	в отношении	1	5
113	не менее	6	5
114	одна из	2	5
115	у нас	1	5
116	в ее	2	5
117	должны быть	4	5
118	если бы	8	5
119	для этого	3	5
120	другими словами	4	5
121	еще не	7	5
122	или не	1	5
123	что для	1	5
124	и для	4	5
125	а в	7	5
126	в и	1	4
127	мы не	10	4
128	так чтобы	2	4
129	я не	3	4
130	то это	3	4
131	в их	3	4
132	во всех	2	4
133	как таковая	2	4
134	точка зрения	2	4
135	для всякого	1	4
136	независимо от	1	4
137	с этим	4	4
138	в своем	5	4
139	однако не	2	4
140	приведет к	1	4
141	же не	3	4
142	и мы	2	4
143	как и	4	4
144	между собою	1	4
145	и более	1	4
146	можно ли	1	4
147	на себе	1	4
148	точке зрения	1	4
149	должен быть	3	4
150	только то	1	4
151	о том	9	4
152	с другой	6	4
153	что и	6	4
154	этот вопрос	7	4
155	то и	2	4
156	из них	3	4
157	это значило	1	4
158	так то	1	4
159	тем что	3	4
160	и даже	4	4
161	даже не	2	4
162	и потому	2	4
163	чтобы было	1	4
164	быть не	1	4
165	не существует	2	4
166	значило бы	1	4
167	и все	1	4
168	собственно говоря	1	4
169	требует чтобы	1	4
170	между ними	2	4
171	оно не	1	4
172	отношения к	2	3
173	мы имеем	13	3
174	вопрос о	5	3
175	но даже	1	3
176	момент в	1	3
177	не то	4	3
178	более или	5	3
179	себе не	1	3
180	ее как	1	3
181	как оно	2	3
182	в нем	2	3
183	раз навсегда	1	3
184	что нужно	2	3
185	подобно тому	1	3
186	на этом	3	3
187	могла бы	1	3
188	по смыслу	2	3
189	в жизни	1	3
190	несмотря на	1	3
191	и тогда	3	3
192	нисколько не	2	3
193	или менее	5	3
194	можно только	1	3
195	в своей	1	3
196	все это	4	3
197	есть еще	2	3
198	их в	5	3
199	знание и	1	3
200	как можно	1	3
201	и другое	2	3
202	как о	2	3
203	тогда когда	2	3
204	и притом	1	3
205	ее с	1	3
206	в основе	4	3
207	само по	2	3
208	того чтобы	1	3
209	к ней	1	3
210	ему не	1	3
211	к тому	6	3
212	всегда есть	1	3
213	на это	2	3
214	нет никакой	1	3
215	не содержит	2	3
216	так и	9	3
217	нужно было	1	3
218	о ней	1	3
219	если это	1	3
220	один из	4	3
221	мы видим	11	3
222	тот же	2	3
223	что он	10	3
224	но как	1	3
225	не мешает	1	3
226	только на	1	3
227	в одном	5	3
228	можно с	1	3
229	никогда не	14	3
230	эти две	2	3
231	а с	2	3
232	вместе с	6	3
233	что именно	1	3
234	тому как	1	3
235	да и	1	3
236	к пониманию	1	3
237	она может	1	3
238	это может	1	3
239	бы в	2	3
240	хотя бы	4	3
241	ее нет	1	3
242	это однако	1	2
243	можно говорить	1	2
244	от этого	2	2
245	тут необходимо	1	2
246	как это	3	2
247	тем же	1	2
248	в первом	1	2
249	ту же	1	2
250	из его	1	2
251	мы уже	1	2
252	к чему	3	2
253	себя же	1	2
254	часто бывает	1	2
255	как мы	3	2
256	но она	1	2
257	явление не	1	2
258	мы будем	5	2
259	а только	2	2
260	не все	4	2
261	тут же	1	2
262	наряду с	3	2
263	как в	2	2
264	что ее	1	2
265	себе совершенно	1	2
266	когда он	6	2
267	это тоже	6	2
268	то в	1	2
269	себе как	1	2
270	образом и	1	2
271	приводит к	2	2
272	но ведь	1	2
273	и если	2	2
