N	4gram	Vinokur_Ku_2	FransuaR
1	в то же время	3	6
2	одной и той же	1	2
3	в большей или меньшей	3	2
4	большей или меньшей степени	3	2
5	дело в том что	1	1
6	языка но и для	1	1
7	какой бы то ни	1	1
8	бы то ни было	1	1
9	прежде всего тем что	1	1
10	не что иное как	1	1
11	о том что в	1	1
12	в нашем смысле но	1	1
13	можно было бы привести	2	1
14	до сих пор еще	1	1
15	примеров можно было бы	1	1
16	по отношению же к	1	1
17	все дело в том	1	1
18	в данном очерке в	1	1
19	в узком смысле слова	1	1
20	в связи с этим	1	1
21	есть не что иное	1	1
