N	2gram	Losev_Prob_4	Vladivir
1	и в	20	30
2	в году	1	24
3	в этом	9	20
4	то что	15	20
5	у него	1	19
6	и не	28	18
7	в том	20	18
8	и с	7	14
9	что он	8	13
10	в конце	2	13
11	не только	24	12
12	том что	12	12
13	там же	2	12
14	что в	3	12
15	как мы	3	11
16	в его	3	11
17	а в	4	11
18	сказать что	7	11
19	и вообще	6	10
20	а также	6	10
21	не было	3	10
22	и даже	9	10
23	все же	2	9
24	кроме того	4	9
25	было бы	14	9
26	не в	13	9
27	в то	4	9
28	не может	5	9
29	для него	3	9
30	потому что	15	9
31	в своем	3	8
32	но в	8	8
33	что же	1	8
34	связи с	3	8
35	но и	14	8
36	в связи	3	8
37	вместе с	5	8
38	до конца	1	7
39	то есть	27	7
40	ни в	17	7
41	точки зрения	14	7
42	никогда не	1	7
43	не менее	10	7
44	в эти	1	7
45	может быть	9	7
46	а не	7	7
47	как это	3	7
48	между прочим	3	7
49	для нас	6	7
50	и все	8	7
51	также и	13	6
52	он был	3	6
53	хотя и	5	6
54	и к	3	6
55	в себе	12	6
56	об этом	6	6
57	тем не	10	6
58	и его	10	6
59	у нас	14	6
60	то время	2	6
61	всякого рода	3	6
62	только в	23	6
63	всяком случае	4	6
64	а именно	2	6
65	еще и	3	6
66	прежде всего	11	6
67	о чем	1	6
68	жизни и	5	6
69	во всяком	8	6
70	того же	2	5
71	и то	2	5
72	с этим	4	5
73	то в	2	5
74	все эти	16	5
75	при этом	6	5
76	необходимо сказать	3	5
77	же касается	1	5
78	как и	6	5
79	в своей	4	5
80	в котором	2	5
81	по себе	11	5
82	так как	5	5
83	для себя	2	5
84	это мы	1	5
85	так и	10	5
86	с ним	4	5
87	другими словами	3	5
88	и что	2	5
89	того что	1	5
90	тот же	2	5
91	так что	6	5
92	но что	1	5
93	как бы	4	5
94	все это	9	5
95	в результате	8	5
96	из этого	3	5
97	с с	1	4
98	то же	7	4
99	то это	3	4
100	и он	2	4
101	в ней	7	4
102	и на	3	4
103	мы читаем	2	4
104	время в	1	4
105	что его	4	4
106	с его	2	4
107	совсем не	1	4
108	отношение к	1	4
109	не очень	2	4
110	в которой	2	4
111	что это	2	4
112	в целом	1	4
113	в этой	4	4
114	и если	5	4
115	на его	2	4
116	в нем	5	4
117	он не	2	4
118	содержит в	8	4
119	м а	1	4
120	его в	2	4
121	это было	2	4
122	несмотря на	4	4
123	в этих	5	4
124	разного рода	1	4
125	по крайней	6	4
126	мы должны	3	4
127	вот что	1	4
128	не есть	12	4
129	и о	5	4
130	здесь не	7	4
131	эти последние	1	4
132	можно сказать	5	4
133	все существующее	1	4
134	о том	5	4
135	конечно не	3	4
136	вовсе не	21	4
137	для меня	1	4
138	крайней мере	6	4
139	именно в	7	4
140	так же	5	4
141	в это	2	4
142	с этой	1	4
143	но это	6	4
144	в начале	3	4
145	и наконец	4	4
146	ко всему	1	4
147	по поводу	1	4
148	это время	1	4
149	можно говорить	1	3
150	нам кажется	2	3
151	и больше	2	3
152	говоря о	1	3
153	едва ли	10	3
154	и вот	1	3
155	именно к	1	3
156	что можно	1	3
157	во всех	4	3
158	но не	5	3
159	не то	2	3
160	мы сейчас	3	3
161	его на	1	3
162	как в	5	3
163	и как	3	3
164	более или	2	3
165	из этих	1	3
166	поскольку в	1	3
167	учение о	3	3
168	в очень	1	3
169	им в	1	3
170	всех этих	6	3
171	таким образом	8	3
172	нас выше	3	3
173	с богом	1	3
174	в них	5	3
175	должно быть	1	3
176	или менее	2	3
177	в отношении	4	3
178	с точки	11	3
179	в россии	1	3
180	не могли	2	3
181	том же	1	3
182	вплоть до	3	3
183	только и	5	3
184	учения о	2	3
185	к ней	2	3
186	в области	3	3
187	он и	1	3
188	когда мы	5	3
189	и вполне	5	3
190	и это	2	3
191	никак не	4	3
192	что и	3	3
193	мы будем	1	3
194	никак нельзя	1	3
195	уже не	5	3
196	уже в	4	3
197	в виде	22	3
198	а это	3	3
199	сказать о	3	3
200	здесь мы	3	3
201	само собой	3	3
202	даже и	13	3
203	собой разумеется	1	3
204	дело в	2	3
205	не говоря	3	3
206	конце концов	1	3
207	под влиянием	1	3
208	нет ничего	3	3
209	в данном	6	3
210	да и	5	3
211	под названием	1	3
212	и для	4	3
213	уже на	1	3
214	еще более	2	3
215	тем более	4	3
216	хотя бы	7	3
217	в свою	1	3
218	в таком	6	3
219	точно так	3	3
220	это в	1	3
221	и особенно	1	3
222	также что	1	2
223	сам по	6	2
224	и есть	4	2
225	очень много	2	2
226	и до	1	2
227	что эти	1	2
228	приходит к	2	2
229	от всякой	2	2
230	в защиту	1	2
231	на первом	1	2
232	что если	1	2
233	единство и	1	2
234	есть нечто	9	2
235	время как	2	2
236	не вполне	2	2
237	ему в	2	2
238	в будущем	1	2
239	не был	1	2
240	по своему	6	2
241	россии и	1	2
242	а он	1	2
243	себе и	3	2
244	как к	1	2
245	я должен	1	2
246	это тоже	1	2
247	он на	1	2
248	и хотя	1	2
249	в самом	2	2
250	в последнее	1	2
251	как он	1	2
252	на то	1	2
253	а к	1	2
254	прочим и	1	2
255	том чтобы	2	2
256	и сам	1	2
257	на земле	2	2
258	и по	2	2
259	но все	3	2
260	это значит	10	2
261	и может	2	2
262	на все	2	2
263	заключается в	2	2
264	отчет в	4	2
265	это не	7	2
266	с начала	1	2
267	начала и	1	2
268	однако здесь	1	2
269	кажется что	2	2
270	и представить	1	2
271	этого не	2	2
272	с тем	4	2
273	эту тему	1	2
274	говорится о	1	2
275	мы не	7	2
276	нисколько не	1	2
277	достоевского но	1	2
278	на первый	1	2
279	и при	1	2
280	в их	1	2
281	то его	1	2
282	жизни с	1	2
283	однако в	2	2
284	даже в	1	2
285	и очень	5	2
286	раз и	1	2
287	иной раз	1	2
288	некоторого рода	2	2
289	не имеет	4	2
290	правда в	3	2
291	и притом	2	2
292	к этим	1	2
293	это нисколько	1	2
294	сказали выше	1	2
295	в самых	3	2
296	само по	1	2
297	того чтобы	2	2
298	того и	1	2
299	казалось бы	3	2
300	не о	1	2
301	и нужно	1	2
302	уже и	3	2
303	как будто	11	2
304	больше того	1	2
305	уже о	1	2
306	которое в	2	2
307	и часто	1	2
308	i здесь	1	2
309	этой книги	1	2
310	к тому	3	2
311	а что	1	2
312	будто бы	2	2
313	в настоящее	1	2
314	можно и	1	2
315	но по	2	2
316	в виду	6	2
317	свою очередь	1	2
318	меня в	2	2
319	говоря уже	2	2
320	без всякого	4	2
321	данном случае	5	2
322	последнее время	1	2
323	ничего не	1	2
324	со своей	2	2
325	нам представляется	2	2
326	настоящее время	1	2
327	в чем	2	2
328	и во	4	2
329	нас в	1	2
330	или как	1	2
331	к нему	3	2
332	и всякая	1	2
333	и можно	5	2
334	разницы между	1	2
335	и она	1	2
336	в каких	1	2
337	и всего	1	2
338	в петербурге	2	2
339	на другие	1	2
340	от нас	2	2
341	история и	1	2
342	себя в	2	2
343	даже вообще	1	2
344	а то	2	2
345	ни с	4	2
346	себе в	3	2
347	мы находим	2	2
348	друг друга	2	2
349	но уже	1	2
350	ее на	1	2
351	для того	3	2
352	себе представить	1	2
353	здесь в	5	2
354	тут же	3	2
355	и прежде	2	2
356	что не	4	2
357	что для	1	2
358	церкви и	1	2
359	был в	2	2
360	стремится к	1	2
361	не на	1	2
362	на эту	1	2
363	своем месте	1	2
364	если не	3	2
365	уже давно	4	2
366	в частности	2	2
367	мужа и	2	2
368	к его	3	2
369	и потому	7	2
370	или по	2	2
371	в той	8	2
372	такого рода	7	2
373	бы его	1	2
374	мы сказали	1	2
375	с бытием	1	2
376	здравого смысла	1	2
377	можно было	4	2
378	даже больше	1	2
379	вообще говоря	1	2
380	есть просто	1	2
381	в стихотворении	2	2
382	и от	6	2
383	с известной	1	2
384	у достоевского	4	2
385	к этой	1	2
386	тоже было	1	2
387	петра i	1	2
388	же в	4	2
389	жизни в	2	2
390	о своем	1	2
391	с ней	2	2
392	о понятии	2	2
393	в сравнении	2	2
394	же и	3	2
395	можно назвать	2	2
396	не говорится	1	2
397	в своих	1	2
398	во сне	1	2
399	гораздо более	1	2
400	общих и	1	1
401	смысле слова	15	1
402	как известно	1	1
403	композиции его	1	1
404	не прямо	3	1
405	и т	4	1
406	одним из	1	1
407	в этот	1	1
408	и др	1	1
409	мере в	1	1
410	и насилия	1	1
411	отношений в	1	1
412	ему что	1	1
413	есть сама	1	1
414	ней от	1	1
415	по преимуществу	2	1
416	а об	1	1
417	он всегда	1	1
418	категорий мы	2	1
419	действительности и	5	1
420	времени он	1	1
421	сказать с	1	1
422	есть не	6	1
423	то совершенно	1	1
424	отсюда видно	1	1
425	как единство	1	1
426	что между	1	1
427	ясности и	1	1
428	ничто то	1	1
429	он как	3	1
430	подобного не	1	1
431	говорить о	2	1
432	но она	3	1
433	что иное	2	1
434	требует от	1	1
435	этих стихах	1	1
436	но чтобы	1	1
437	но даже	4	1
438	всю ночь	1	1
439	и ни	5	1
440	разобраться в	2	1
441	мы здесь	2	1
442	поскольку и	1	1
443	петербурга который	1	1
444	ним и	1	1
445	и самого	1	1
446	верить в	1	1
447	иное как	2	1
448	бы то	1	1
449	и ввиду	1	1
450	истории в	1	1
451	подходить к	1	1
452	заключается не	2	1
453	самом деле	3	1
454	важно отметить	1	1
455	но тогда	1	1
456	и думал	1	1
457	то он	2	1
458	но как	3	1
459	ни только	2	1
460	а только	6	1
461	специального анализа	2	1
462	не все	1	1
463	если в	1	1
464	мы тоже	1	1
465	не просто	16	1
466	нет и	2	1
467	что они	2	1
468	однако из	1	1
469	меньше всего	3	1
470	о необходимости	2	1
471	чем же	3	1
472	тем больше	3	1
473	независимо от	3	1
474	общего с	2	1
475	что именно	2	1
476	интереснее всего	1	1
477	так называемая	2	1
478	чем мы	1	1
479	природы и	1	1
480	а иной	1	1
481	как нам	1	1
482	этом же	1	1
483	когда он	1	1
484	это просто	1	1
485	духа и	1	1
486	в противоположность	1	1
487	ясно и	2	1
488	как результат	1	1
489	о самом	1	1
490	за собой	2	1
491	идея и	3	1
492	себе как	1	1
493	бы и	3	1
494	он в	1	1
495	тут и	4	1
496	в нашем	12	1
497	тоже не	1	1
498	думать что	1	1
499	часто даже	1	1
500	тому же	2	1
501	если он	2	1
502	что каждая	2	1
503	к выводу	1	1
504	что она	4	1
505	больше всего	1	1
506	после которого	1	1
507	т д	3	1
508	же именно	1	1
509	они в	1	1
510	и еще	1	1
511	в первую	1	1
512	на том	1	1
513	нее и	1	1
514	xix века	2	1
515	становится его	1	1
516	и совершенно	2	1
517	не к	2	1
518	зла и	1	1
519	мир как	1	1
520	переживаниях на	1	1
521	наиболее общих	1	1
522	взятое само	1	1
523	его от	1	1
524	ней не	1	1
525	все с	1	1
526	конца и	1	1
527	от нее	1	1
528	то ни	1	1
529	мы его	2	1
530	что все	1	1
531	об этой	1	1
532	первую очередь	1	1
533	и отдельные	1	1
534	он есть	1	1
535	на миг	2	1
536	например с	1	1
537	остановиться на	1	1
538	которая была	1	1
539	в жизни	3	1
540	с необходимостью	1	1
541	к области	1	1
542	для них	2	1
543	из нее	1	1
544	все равно	3	1
545	к которым	1	1
546	далеко не	2	1
547	мы имеем	6	1
548	во внимание	1	1
549	между собою	2	1
550	отдавать себе	2	1
551	существует то	1	1
552	чем в	1	1
553	сейчас мы	1	1
554	не понимает	2	1
555	можно только	2	1
556	не так	3	1
557	во время	1	1
558	но если	6	1
559	будет в	1	1
560	при изучении	1	1
561	вещь есть	2	1
562	в такой	1	1
563	и без	6	1
564	просто в	1	1
565	то для	3	1
566	оказывается что	1	1
567	может сделать	1	1
568	бы мы	1	1
569	необходимо будет	1	1
570	любовь и	1	1
571	вот эта	1	1
572	не раз	2	1
573	но эта	2	1
574	выше мы	1	1
575	абстрактной метафизики	1	1
576	не будем	2	1
577	которые в	1	1
578	нам в	1	1
579	же тут	1	1
580	если бы	8	1
581	вещей и	1	1
582	что этот	1	1
583	для нее	1	1
584	сам он	1	1
585	его внутреннего	1	1
586	к такой	1	1
587	но они	2	1
588	или что	1	1
589	равно не	1	1
590	отходит от	1	1
591	всего его	1	1
592	человечества и	1	1
593	почти никогда	1	1
594	с теми	1	1
595	самого начала	1	1
596	дело не	3	1
597	был настолько	1	1
598	и сама	3	1
599	весь этот	2	1
600	как о	3	1
601	мы все	3	1
602	но только	2	1
603	когда уже	1	1
604	только не	4	1
605	на путях	2	1
606	следовательно и	1	1
607	никакой разницы	1	1
608	гордости и	1	1
609	достаточно ясно	2	1
610	самого предмета	1	1
611	в отношениях	1	1
612	вся его	1	1
613	жизни не	1	1
614	это то	1	1
615	в самой	4	1
616	и весь	3	1
617	этих двух	1	1
618	и является	3	1
619	во всем	2	1
620	достоевского можно	1	1
621	свидетельствуют о	2	1
622	в сознании	3	1
623	достаточно указать	1	1
624	понимает под	1	1
625	только с	1	1
626	в каком	6	1
627	если только	1	1
628	перед ним	1	1
629	взятый сам	2	1
630	у меня	2	1
631	и здесь	1	1
632	христианином и	1	1
633	его об	1	1
634	во все	2	1
635	сравнении с	2	1
636	самой общей	1	1
637	что является	1	1
638	за что	1	1
639	в абсолютно	1	1
640	отличались от	1	1
641	так просто	1	1
642	утверждать что	1	1
643	указать хотя	1	1
644	землю на	1	1
645	ничего общего	5	1
646	больше ничего	2	1
647	тогда я	1	1
648	раз даже	1	1
649	не будет	2	1
650	вере в	1	1
651	только при	6	1
652	совершенно ясно	2	1
653	уже потому	1	1
654	чтобы быть	1	1
655	нет никакой	4	1
656	только то	1	1
657	с самого	1	1
658	признаков а	1	1
659	есть все	1	1
660	верит в	2	1
661	с собой	3	1
662	лет назад	2	1
663	более тонким	1	1
664	за то	1	1
665	которыми мы	1	1
666	времени и	4	1
667	ясно что	7	1
668	можно понять	3	1
669	здесь как	4	1
670	особенно в	1	1
671	мы приведем	1	1
672	здесь нет	3	1
673	еще не	7	1
674	когда в	1	1
675	том как	2	1
676	ничего подобного	1	1
677	поэтому в	1	1
678	для этого	2	1
679	чем здесь	1	1
680	выводу что	1	1
681	против этого	1	1
682	неизвестно чего	1	1
683	время уже	1	1
684	мы укажем	1	1
685	может не	1	1
686	общей форме	1	1
687	разумеется в	1	1
688	и остался	1	1
689	то как	1	1
690	не содержит	1	1
691	не имеем	1	1
692	все его	1	1
693	все во	1	1
694	добра и	1	1
695	не забывать	1	1
696	почти можно	1	1
697	этот последний	2	1
698	тотчас же	2	1
699	которая и	1	1
700	уже во	1	1
701	еще только	2	1
702	и об	1	1
703	и самые	1	1
704	в литературе	2	1
705	значит что	8	1
706	что здесь	6	1
707	наблюдать и	1	1
708	дело с	2	1
709	что даже	1	1
710	в какой	4	1
711	известного рода	5	1
712	и гёте	3	1
713	поэтому и	1	1
714	он теперь	1	1
715	и кончая	1	1
716	и раньше	1	1
717	и ее	4	1
718	здесь с	1	1
719	не мешает	3	1
720	и тем	7	1
721	по этому	2	1
722	со всеми	2	1
723	в качестве	10	1
724	эти обстоятельства	1	1
725	при внимательном	1	1
726	этому поводу	1	1
727	для всех	3	1
728	и платон	1	1
729	непонятным и	1	1
730	если мы	5	1
731	только на	2	1
732	ни одного	1	1
733	чем оно	2	1
734	мы тут	1	1
735	хотя в	1	1
736	же у	1	1
737	то только	2	1
738	или даже	4	1
739	при помощи	10	1
740	уже с	1	1
741	я люблю	1	1
742	из них	3	1
743	написал в	1	1
744	и этот	3	1
745	тоже в	1	1
746	и объективно	1	1
747	религии но	1	1
748	никто не	2	1
749	весны и	1	1
750	представлений о	1	1
751	в одном	4	1
752	здесь перед	5	1
753	в существе	1	1
754	т п	1	1
755	в прошлом	1	1
756	это нужно	1	1
757	признаков и	1	1
758	с этими	1	1
759	вот с	1	1
760	далек от	1	1
761	после окончания	1	1
762	заметить что	1	1
763	как раз	4	1
764	тем что	3	1
765	виде все	1	1
766	себе отчет	2	1
767	это будет	2	1
768	рядом с	1	1
769	и едва	2	1
770	до сих	1	1
771	говорится но	1	1
772	тот кто	1	1
773	бы эти	1	1
774	и быть	1	1
775	мертвой и	1	1
776	виде и	2	1
777	который однако	1	1
778	этот термин	1	1
779	нужно сказать	1	1
780	то и	5	1
781	в подлинном	1	1
782	уж и	1	1
783	в человеческий	1	1
784	здесь дело	1	1
785	мы и	1	1
786	человеческой жизни	5	1
787	нужно считать	1	1
788	понятие о	2	1
789	ни о	4	1
790	что мы	3	1
791	впечатлений в	1	1
792	ни за	1	1
793	ни на	3	1
794	и будущего	1	1
795	что во	2	1
796	этого общего	1	1
797	его как	1	1
798	приводит здесь	1	1
799	вдохновения у	1	1
800	чем то	1	1
801	к своему	2	1
802	не могут	1	1
803	ли ты	1	1
804	она есть	1	1
805	есть только	2	1
806	перед нами	13	1
807	либо в	2	1
808	это есть	3	1
809	подлинном смысле	1	1
810	не что	2	1
811	образ жизни	1	1
812	чувства и	1	1
813	в бесах	1	1
814	дело здесь	1	1
815	бытие или	1	1
816	первом плане	1	1
817	на ногах	1	1
818	является для	3	1
819	сих пор	1	1
820	но для	1	1
821	в смысле	5	1
822	чем та	1	1
823	за ним	2	1
824	пока еще	1	1
825	этом смысле	3	1
826	действительность однако	1	1
827	являются не	1	1
828	по образцу	1	1
829	представляется что	2	1
830	нельзя сказать	1	1
831	мира и	1	1
832	сливаться с	1	1
833	чтобы понять	1	1
834	отдельная вещь	1	1
835	развития и	1	1
836	который является	2	1
837	из себя	2	1
838	разве только	1	1
839	он никак	1	1
840	ни к	2	1
841	тоже есть	7	1
842	особенно с	1	1
843	по самой	1	1
844	есть уже	1	1
845	бы на	1	1
846	отношении к	1	1
847	от всякого	1	1
848	в целях	5	1
849	иное чем	2	1
850	быть и	1	1
851	всего мира	1	1
852	между ними	1	1
853	яснейшим образом	1	1
854	со мной	1	1
855	была бы	2	1
856	ему но	1	1
857	равно как	1	1
858	его философская	1	1
859	что такие	1	1
860	по одному	2	1
861	какой мере	4	1
862	то ведь	1	1
863	в действительности	1	1
864	а может	2	1
865	бы даже	4	1
866	и другие	1	1
867	после его	1	1
868	том числе	1	1
869	и кажется	1	1
