N	2gram	Bakhtin_Fr_2	Russkaja
1	не может	7	22
2	и не	15	19
3	в том	3	17
4	в этом	15	17
5	и в	49	14
6	с другом	1	14
7	друг с	1	14
8	то что	6	13
9	то же	7	11
10	точки зрения	6	11
11	таким образом	7	11
12	в то	6	10
13	же время	6	10
14	но и	13	10
15	в себе	4	9
16	не только	17	9
17	том что	4	9
18	с точки	5	9
19	может быть	5	9
20	во всяком	2	9
21	того чтобы	2	8
22	прежде всего	19	8
23	как на	4	8
24	самом деле	1	7
25	и с	6	7
26	к тому	1	7
27	стремление к	1	7
28	о том	3	7
29	мы должны	2	7
30	в своем	5	6
31	и к	4	6
32	с тем	1	6
33	в своих	4	6
34	если бы	1	6
35	все это	9	6
36	и для	1	6
37	для того	1	6
38	что он	3	6
39	всяком случае	2	6
40	для него	9	6
41	на самом	2	6
42	и на	17	5
43	во всех	6	5
44	на то	2	5
45	в нем	9	5
46	при этом	5	5
47	он не	1	5
48	было бы	3	5
49	в своей	5	5
50	никогда не	5	5
51	потому что	1	5
52	только в	13	5
53	хотя бы	1	5
54	конечно не	1	5
55	до сих	4	5
56	себя и	1	5
57	из которых	1	5
58	по существу	2	5
59	сих пор	4	5
60	а в	4	5
61	жизни в	3	5
62	и то	1	4
63	но не	5	4
64	себе и	2	4
65	все же	7	4
66	не в	1	4
67	в этой	10	4
68	в корне	1	4
69	на земле	3	4
70	в совершенно	1	4
71	его в	1	4
72	как и	11	4
73	в их	2	4
74	данной церкви	1	4
75	точку зрения	2	4
76	тогда когда	1	4
77	во всем	3	4
78	не могут	1	4
79	когда они	1	4
80	в мире	2	4
81	можно было	3	4
82	и т.д	2	4
83	в его	18	4
84	так как	6	4
85	лишь к	1	4
86	вместе с	2	4
87	как бы	11	4
88	жизни и	7	4
89	что в	2	4
90	все что	2	4
91	вряд ли	2	3
92	сил и	1	3
93	и этот	1	3
94	к народу	1	3
95	и ни	1	3
96	еще не	2	3
97	из этих	5	3
98	что они	2	3
99	в самом	3	3
100	главным образом	1	3
101	был и	3	3
102	и по	1	3
103	в другом	2	3
104	лишь в	4	3
105	для них	2	3
106	о которых	1	3
107	несмотря на	3	3
108	всех этих	3	3
109	но если	1	3
110	таким же	1	3
111	мы говорили	1	3
112	знаем что	1	3
113	том чтобы	1	3
114	одна из	4	3
115	связи с	2	3
116	точке зрения	1	3
117	что все	1	3
118	что может	1	3
119	для этого	1	3
120	в вопросах	1	3
121	в значительной	3	3
122	и во	4	3
123	борьбе с	1	3
124	что и	1	3
125	в лучшем	1	3
126	того что	1	3
127	одной из	2	3
128	в качестве	2	3
129	с нею	1	3
130	в большинстве	1	3
131	в виде	1	3
132	из них	3	3
133	в конце	2	3
134	тем что	4	3
135	именно в	6	3
136	что для	3	3
137	не было	4	3
138	ко всем	1	3
139	и потому	5	3
140	да и	3	3
141	культуры в	1	3
142	этом случае	1	3
143	конце концов	1	3
144	и как	1	3
145	ибо в	1	3
146	все они	1	3
147	не есть	1	3
148	говоря о	1	2
149	и есть	1	2
150	должна быть	1	2
