N	3gram	Bakhtin_Fr_3	DiskursI
1	в том что	1	13
2	по отношению к	2	9
3	о том что	2	5
4	в отличие от	3	4
5	то же время	6	4
6	и т.п но	1	3
7	той или иной	2	3
8	не может быть	2	3
9	в свою очередь	1	3
10	с другой стороны	1	3
11	в то же	6	3
12	том что в	1	2
13	и в особенности	1	2
14	подобно тому как	1	2
15	в том числе	3	2
16	том числе и	2	2
17	в основе своей	1	2
18	в значительной степени	2	2
19	большей или меньшей	3	2
20	в данном случае	2	2
21	в том чтобы	1	2
22	можно сказать что	2	2
23	в этом случае	1	1
24	на том что	1	1
25	еще и в	1	1
26	нет и не	1	1
27	и вообще в	1	1
28	прежде всего в	1	1
29	дело в том	1	1
30	может быть названа	1	1
31	одним и тем	1	1
32	в виду как	1	1
33	на самом деле	3	1
34	также и в	1	1
35	имеют дело с	1	1
36	свидетельствует о том	1	1
37	как раз и	1	1
38	о том как	1	1
39	с точки зрения	1	1
40	до сих пор	4	1
41	и не может	1	1
42	как и все	3	1
43	хотя бы и	1	1
44	в строгом смысле	1	1
45	только то что	1	1
46	в тех или	1	1
47	и далеко не	1	1
48	как мы видели	2	1
49	в xvii веке	1	1
50	дело не с	1	1
51	и тем же	1	1
52	обратим особое внимание	1	1
53	до нас в	1	1
54	как будто бы	1	1
55	отличие от современной	1	1
56	во всех этих	1	1
57	в большей или	2	1
58	поэтому они не	1	1
59	или меньшей степени	2	1
60	в xix веке	1	1
61	в связи с	4	1
62	с большей или	1	1
63	во всяком случае	1	1
64	для правильного понимания	1	1
65	в новое время	1	1
66	особое внимание на	1	1
67	в свое время	1	1
68	до наших дней	2	1
69	в этом отношении	2	1
70	так например в	1	1
71	то есть все	1	1
72	имея в виду	1	1
73	это и есть	1	1
74	с самого начала	1	1
75	отношения к этому	1	1
76	заключается в том	1	1
77	или во всяком	1	1
78	сказочного и реального	1	1
79	и др на	1	1
80	и прежде всего	3	1
81	тех или иных	1	1
82	но все же	1	1
83	может быть в	2	1
84	как и в	2	1
85	в своей основе	1	1
86	и в другом	1	1
