N	3gram	Bakhtin_Pr_3	KulturaY
1	с точки зрения	2	16
2	можно было бы	1	10
3	тем не менее	2	9
4	до сих пор	5	8
5	в том что	3	8
6	в зависимости от	2	7
7	той или иной	1	5
8	в связи с	1	4
9	после того как	1	4
10	сих пор еще	2	3
11	с другой стороны	1	3
12	не может быть	1	3
13	так и в	2	3
14	о том что	2	3
15	смысле этого слова	1	2
16	в той или	1	2
17	по отношению к	1	2
18	в том числе	11	2
19	один и тот	1	2
20	в отличие от	1	2
21	и тот же	1	2
22	более или менее	3	2
23	но тут же	1	1
24	точки зрения например	1	1
25	можно себе представить	1	1
26	хотя и не	1	1
27	следует отметить что	1	1
28	но это уже	1	1
29	еще раз подчеркнуть	1	1
30	ровно ничего не	1	1
31	прежде всего в	1	1
32	и той же	1	1
33	если только они	1	1
34	также и в	1	1
35	том что на	1	1
36	в этом смысле	1	1
37	то же самое	1	1
38	то это был	1	1
39	в одной из	1	1
40	и не может	1	1
41	и в то	2	1
42	для этой цели	1	1
43	но и в	1	1
44	а может быть	1	1
45	мы находим в	1	1
46	в собственном смысле	2	1
47	по крайней мере	1	1
48	не то что	3	1
49	в известной мере	2	1
50	может быть и	2	1
51	этом смысле можно	1	1
52	мы наблюдаем в	1	1
53	или иной форме	1	1
54	с нашей точки	1	1
55	может служить как	1	1
56	тем или иным	1	1
57	свою мысль так	1	1
58	в связи со	1	1
59	во всяком случае	1	1
60	он не знает	2	1
61	вообще в области	1	1
62	нас прежде всего	2	1
63	убеждение в том	1	1
64	то же время	5	1
65	может быть использована	1	1
66	служить как бы	1	1
67	же время как	1	1
68	и прежде всего	5	1
69	особо нужно отметить	1	1
70	нашей точки зрения	1	1
71	как мы видим	1	1
72	в ее целом	1	1
73	а вместе с	1	1
74	в то же	5	1
75	одной и той	1	1
76	друг от друга	1	1
77	тех или иных	1	1
78	с помощью этого	1	1
79	вовсе еще не	1	1
80	один из самых	1	1
81	конечно далеко не	1	1
82	именно потому что	1	1
