N	2gram	Savitsky_P_1	Myshleni
1	в том	9	33
2	том что	4	27
3	в развитии	1	26
4	точки зрения	3	26
5	то что	4	20
6	в этом	10	19
7	с точки	3	18
8	того что	2	17
9	не только	17	15
10	и в	14	15
11	что в	4	14
12	того чтобы	1	12
13	в самом	1	11
14	мы не	3	10
15	было бы	6	10
16	для того	3	10
17	но и	6	10
18	мы можем	1	10
19	в своем	4	9
20	может быть	5	9
21	что мы	3	9
22	не может	4	9
23	заключается в	3	8
24	не в	5	8
25	никогда не	1	8
26	казалось бы	1	8
27	если бы	4	8
28	и что	1	8
29	на основе	1	7
30	по себе	4	7
31	тот же	3	7
32	с одной	3	7
33	потому что	3	7
34	мы знаем	1	7
35	одной стороны	3	7
36	как бы	4	7
37	и не	12	7
38	во всяком	1	7
39	как известно	1	6
40	в этой	1	6
41	в истории	1	6
42	мы должны	4	6
43	и к	4	6
44	что это	1	6
45	на то	1	6
46	как и	1	6
47	всяком случае	1	6
48	в отношении	10	6
49	что эта	1	6
50	развития в	1	6
51	но в	9	6
52	если мы	1	6
53	с другой	5	6
54	там где	1	6
55	в частности	2	6
56	вместе с	1	6
57	то же	9	5
58	вопрос о	1	5
59	уже в	1	5
60	это не	3	5
61	что с	1	5
62	тогда когда	1	5
63	во всей	2	5
64	связь между	1	5
65	эта проблема	1	5
66	друг друга	1	5
67	сравнению с	1	5
68	по сравнению	2	5
69	связана с	1	4
70	переход от	2	4
71	хотя бы	8	4
72	что его	1	4
73	с его	1	4
74	из этих	1	4
75	все же	1	4
76	могли бы	1	4
77	в которой	1	4
78	что все	1	4
79	в них	2	4
80	в эту	2	4
81	не имеет	1	4
82	с и	1	4
83	что оно	1	4
84	и с	2	4
85	мы видим	1	4
86	только в	7	4
87	в качестве	9	4
88	в начале	2	4
89	как раз	2	4
90	а с	1	4
91	прежде всего	3	4
92	так же	1	4
93	все это	2	4
94	для нас	2	4
95	а в	4	4
96	собственном смысле	1	3
97	и ее	1	3
98	в общем	2	3
99	что именно	1	3
100	с этим	2	3
101	бы и	1	3
102	но на	1	3
103	и по	1	3
104	те же	1	3
105	личности не	1	3
106	в которых	5	3
107	для этого	1	3
108	числе и	1	3
109	что при	1	3
110	и это	2	3
111	в собственном	1	3
112	с собой	1	3
113	из двух	1	3
114	и только	1	3
115	тем более	2	3
116	но не	3	3
117	из них	2	3
118	отличие от	1	3
119	со стороны	2	3
120	в отличие	1	3
121	только что	1	3
122	а не	2	3
123	и особенно	1	3
124	в данном	1	3
125	об отношении	1	3
126	в результате	1	3
127	из тех	1	3
128	к этой	1	3
129	тем самым	3	3
130	том числе	2	3
131	они не	1	3
132	также и	1	2
133	с с	2	2
134	же как	1	2
135	и есть	2	2
136	в котором	4	2
137	из всех	1	2
138	и само	1	2
139	что если	1	2
140	которую мы	2	2
141	есть нечто	2	2
142	говорить о	2	2
143	столь же	3	2
144	во всех	2	2
145	отнюдь не	2	2
146	наряду с	3	2
147	стороны и	2	2
148	вопросом о	1	2
149	и как	3	2
150	более или	1	2
151	к чему	2	2
152	представляет собой	1	2
153	в известном	1	2
154	само по	1	2
155	в себе	3	2
156	этот вывод	1	2
157	в силу	2	2
158	и более	1	2
159	что каждая	1	2
160	друг с	1	2
161	на этой	1	2
162	и мы	2	2
163	этом смысле	1	2
164	в ином	1	2
165	должно быть	2	2
166	нисколько не	1	2
167	или менее	1	2
168	в этих	1	2
169	отрыве от	1	2
170	когда ее	1	2
171	мысль и	1	2
172	прийти к	1	2
173	бы мы	1	2
174	быть может	6	2
175	с которой	1	2
176	находится в	1	2
177	этих двух	1	2
178	иными словами	1	2
179	и теперь	1	2
180	с другом	1	2
181	могут быть	3	2
182	в других	1	2
183	в применении	1	2
184	должен быть	1	2
185	бы что	1	2
186	с ее	1	2
187	как по	1	2
188	в себя	1	2
189	за то	1	2
190	живет в	1	2
191	когда в	1	2
192	а также	4	2
193	в его	2	2
194	что и	1	2
195	бы ни	2	2
196	и тем	2	2
197	вопрос об	1	2
198	теперь в	2	2
199	положение что	1	2
200	и других	2	2
201	не хотим	1	2
202	были бы	1	2
203	или иной	1	2
204	именно в	2	2
205	думается что	1	2
206	к русскому	1	2
207	но для	1	2
208	видим в	1	2
209	равным образом	1	1
210	я и	3	1
211	от этой	1	1
212	в сфере	2	1
213	но чтобы	1	1
214	по преимуществу	1	1
215	тот или	1	1
216	есть не	2	1
217	есть сейчас	1	1
218	и о	5	1
219	что уже	1	1
220	только это	2	1
221	почти исключительно	1	1
222	так называемые	2	1
223	в ней	6	1
224	и то	1	1
225	и на	1	1
226	он был	1	1
227	время в	2	1
228	в ее	2	1
229	стремления и	1	1
230	два основных	1	1
231	но как	1	1
232	к конечному	1	1
233	более чем	2	1
234	вот как	1	1
235	и где	1	1
236	не будем	2	1
237	формы в	1	1
238	думать что	2	1
239	только один	1	1
240	сливаются в	1	1
241	себе те	1	1
242	в наших	1	1
243	и если	4	1
244	в нем	3	1
245	связанные с	1	1
246	в реальной	1	1
247	и еще	1	1
248	не к	2	1
249	и вот	2	1
250	исторические и	1	1
251	чтобы дать	1	1
252	одно и	1	1
253	котором говорит	1	1
254	а затем	1	1
255	как автор	1	1
256	его в	1	1
257	интересов и	1	1
258	полноте и	1	1
259	народов как	1	1
260	в жизни	2	1
261	для них	2	1
262	на основании	1	1
263	что не	1	1
264	с тем	3	1
265	явления которые	1	1
266	являются наиболее	1	1
267	но до	1	1
268	в ходе	1	1
269	что истина	1	1
270	и при	1	1
271	место в	1	1
272	на каждом	1	1
273	мысли и	1	1
274	как одна	1	1
275	сохранить в	1	1
276	друг другу	2	1
277	сторона вопроса	2	1
278	и наоборот	1	1
279	бы нас	1	1
280	как проблема	1	1
281	и вся	1	1
282	душа и	1	1
