N	3gram	Bakhtin_Pr_2	EvropaiC
1	в том что	1	16
2	до сих пор	7	12
3	по отношению к	5	10
4	друг с другом	4	9
5	с точки зрения	8	8
6	а между тем	1	7
7	на самом деле	1	7
8	более или менее	3	7
9	на то что	2	7
10	друг от друга	2	6
11	котором идет речь	1	5
12	в самом деле	4	5
13	о котором идет	1	5
14	сих пор не	1	4
15	может быть и	2	4
16	к тому же	3	4
17	с другой стороны	3	4
18	не может быть	4	4
19	о том что	1	4
20	о которых мы	1	4
21	тем не менее	2	4
22	в конце концов	2	4
23	не может не	1	3
24	в настоящее время	2	3
25	в том же	1	3
26	так или иначе	1	3
27	все же не	1	3
28	в связи с	1	3
29	в том и	1	2
30	том что он	2	2
31	как и все	4	2
32	и все что	1	2
33	бы то ни	1	2
34	то же время	5	2
35	рано или поздно	1	2
36	сильнее чем у	1	2
37	то что у	1	2
38	то ни было	1	2
39	с одной стороны	1	2
40	в такой форме	1	2
41	друг к другу	2	2
42	во всяком случае	1	2
43	между этими двумя	1	2
44	как и в	3	2
45	но все же	2	2
46	в то же	5	2
47	и в том	1	2
48	что до сих	1	2
49	духе и в	1	1
50	а следовательно и	1	1
51	иначе обстоит дело	1	1
52	хотя и не	2	1
53	мы уже говорили	3	1
54	лишь то что	1	1
55	все эти вопросы	1	1
56	и то же	2	1
57	иметь в виду	1	1
58	дело в том	1	1
59	образом как бы	1	1
60	далеко не исчерпывается	1	1
61	на том же	1	1
62	то время как	2	1
63	а затем и	2	1
64	в этом последнем	1	1
65	но при этом	2	1
66	в этом пункте	1	1
67	так что в	1	1
68	никак не может	3	1
69	то же самое	1	1
70	в котором они	1	1
71	и не может	4	1
72	таким образом как	2	1
73	и так или	1	1
74	друг на друга	2	1
75	является одним из	1	1
76	у него в	1	1
77	лишь тогда когда	1	1
78	между тем как	1	1
79	а может быть	1	1
80	том числе и	1	1
81	не знает что	1	1
82	том или ином	1	1
83	в себе и	1	1
84	точки зрения всякой	1	1
85	по крайней мере	1	1
86	так что и	1	1
87	одно и то	2	1
88	и в жизни	1	1
89	уже говорили что	2	1
90	а как бы	1	1
91	различия между ними	1	1
92	в том или	2	1
93	между тем с	1	1
94	мы не знаем	1	1
95	таким образом и	1	1
96	до некоторой степени	1	1
97	каждый из них	1	1
98	становится как бы	1	1
99	в нем не	1	1
100	и со своим	1	1
101	я не могу	2	1
102	том и в	1	1
103	вместо того чтобы	1	1
104	нами до сих	1	1
105	гораздо сложнее и	1	1
106	в то время	2	1
107	смысле этого слова	1	1
108	но в эту	1	1
109	не только не	1	1
110	при этом не	1	1
111	не менее в	1	1
112	в его собственной	1	1
113	бы в его	1	1
114	в другом случае	1	1
115	в том числе	1	1
116	и в нем	1	1
117	как мы знаем	1	1
118	и в другом	1	1
