N	2gram	Vygotskiy__4	VeschiIm
1	не может	10	33
2	не только	7	31
3	может быть	22	29
4	и не	13	28
5	и в	33	26
6	то что	44	24
7	и есть	4	23
8	это значит	1	22
9	и т	6	21
10	т д	2	20
11	а не	6	20
12	не просто	4	18
13	есть только	2	17
14	в смысле	1	15
15	что она	10	14
16	только в	4	14
17	по себе	9	13
18	и что	25	13
19	того что	4	13
20	и то	2	12
21	есть не	1	12
22	все же	5	12
23	что это	13	12
24	было бы	12	12
25	и ее	2	12
26	но и	3	12
27	сказать что	13	12
28	таким образом	13	11
29	то же	9	10
30	в ней	6	10
31	как бы	25	10
32	что такое	1	10
33	потому что	24	10
34	что мы	6	10
35	бы то	2	9
36	в самом	12	9
37	то ни	1	9
38	и с	2	9
39	в том	21	9
40	что не	4	9
41	прежде всего	2	9
42	ни было	1	9
43	что иное	1	8
44	с ее	3	8
45	иное как	1	8
46	в себе	6	8
47	на то	10	8
48	смысл и	4	8
49	и это	5	8
50	ничего не	2	8
51	себя и	1	8
52	она есть	2	8
53	но это	1	8
54	не что	1	8
55	также и	2	7
56	говорить о	3	7
57	в этом	28	7
58	не будет	4	7
59	его в	3	7
60	том что	22	7
61	в то	3	7
62	ли это	3	7
63	что оно	3	7
64	указывает на	3	7
65	как с	1	7
66	себя в	4	7
67	и их	1	7
68	так как	12	7
69	как раз	9	7
70	смысла и	4	7
71	совершенно не	4	7
72	со стороны	2	6
73	что они	6	6
74	и как	5	6
75	но в	2	6
76	бы и	2	6
77	это есть	1	6
78	точки зрения	6	6
79	но если	3	6
80	необходимо чтобы	1	6
81	с ним	5	6
82	ее не	1	6
83	она не	3	6
84	значит ли	1	6
85	отличается от	1	6
86	можно было	4	6
87	ясно что	5	6
88	должно быть	3	6
89	и только	7	6
90	так что	7	6
91	если мы	12	6
92	для него	1	6
93	но что	1	6
94	относится к	1	6
95	когда мы	6	6
96	в результате	2	6
97	жизни и	4	6
98	что в	21	6
99	того же	1	5
100	это и	5	5
101	и до	3	5
102	и тут	1	5
103	в сущности	6	5
104	в чем	1	5
105	но не	3	5
106	как к	1	5
107	вообще не	1	5
108	что тут	1	5
109	это не	6	5
110	с тем	4	5
111	а есть	1	5
112	не в	2	5
113	в отношении	1	5
114	одна из	4	5
115	у нас	4	5
116	свою очередь	1	5
117	в ее	2	5
118	если бы	10	5
119	для этого	8	5
120	другими словами	1	5
121	себя с	1	5
122	еще не	1	5
123	или не	1	5
124	что для	5	5
125	ни на	2	5
126	с этой	4	5
127	и для	3	5
128	из себя	1	5
129	а в	4	5
130	в свою	1	5
131	мы не	5	4
132	так чтобы	2	4
133	я не	4	4
134	как я	3	4
135	то это	3	4
136	в их	2	4
137	во всех	2	4
138	точка зрения	2	4
139	для всякого	1	4
140	независимо от	1	4
141	с этим	5	4
142	в своем	7	4
143	однако не	2	4
144	с чем	2	4
145	и мы	15	4
146	как и	5	4
147	вещи в	1	4
148	с точки	4	4
149	и более	1	4
150	что есть	1	4
151	же время	2	4
152	должен быть	1	4
153	и о	4	4
154	только то	1	4
155	о том	20	4
156	с другой	2	4
157	что и	3	4
158	с а	1	4
159	этот вопрос	4	4
160	из них	4	4
161	так то	1	4
162	тем что	3	4
163	со всем	1	4
164	и даже	1	4
165	даже не	2	4
166	сам себя	2	4
167	и потому	2	4
168	в отдельности	1	4
169	быть не	2	4
170	как только	2	4
171	и все	12	4
172	себя как	1	3
173	от самой	1	3
174	сам по	2	3
175	самом деле	12	3
176	к другому	1	3
177	мы имеем	2	3
178	бы что	1	3
179	вопрос о	2	3
180	две вещи	1	3
181	из того	1	3
182	но даже	1	3
183	не то	4	3
184	в нем	7	3
185	что нужно	1	3
186	подобно тому	1	3
187	на этом	3	3
188	могла бы	4	3
189	по смыслу	1	3
190	между смыслом	1	3
191	в жизни	4	3
192	несмотря на	1	3
193	нисколько не	5	3
194	в своей	4	3
195	не понимает	2	3
196	все это	13	3
197	их в	3	3
198	и другое	2	3
199	тогда когда	1	3
200	ее с	4	3
201	в основе	3	3
202	того чтобы	22	3
