N	3gram	Losev_Dial_1	StatiiOP
1	в том что	7	16
2	о том что	2	11
3	в этом отношении	2	9
4	и т д	19	6
5	до сих пор	2	5
6	для того чтобы	1	5
7	к тому что	2	5
8	дело в том	1	4
9	что он не	2	4
10	иметь в виду	3	3
11	и т п	2	3
12	с другой стороны	4	3
13	во всяком случае	2	3
14	с самого начала	1	3
15	только потому что	3	2
16	с точки зрения	12	2
17	но все это	2	2
18	мне кажется что	1	2
19	сами по себе	1	2
20	и в этом	3	2
21	не в том	1	2
22	то что он	1	2
23	более или менее	3	2
24	в самом деле	1	2
25	но все же	1	2
26	на то что	4	2
27	тем не менее	1	2
28	к тому же	1	2
29	в этом его	1	1
30	а между тем	1	1
31	точка зрения на	1	1
32	хотя бы даже	1	1
33	не приходится также	1	1
34	есть нечто совершенно	1	1
35	чтобы можно было	1	1
36	в виду что	1	1
37	на самом деле	2	1
38	в этом смысле	3	1
39	не является ли	1	1
40	так что в	1	1
41	т е не	1	1
42	как у пушкина	1	1
43	что же касается	1	1
44	и как он	1	1
45	и тому же	1	1
46	не хотят быть	1	1
47	между тем в	1	1
48	сам по себе	6	1
49	не имеет никакого	3	1
50	в первую очередь	1	1
51	в котором мы	1	1
52	точно так же	2	1
53	никогда не был	1	1
54	одно и то	4	1
55	в них нет	1	1
56	что почти все	1	1
57	в чем же	1	1
58	в конце концов	3	1
59	и то же	4	1
60	имеет ничего общего	3	1
61	по сравнению с	2	1
62	по большей части	1	1
63	так или иначе	1	1
64	в связи с	1	1
65	этого образа в	1	1
66	только на тот	1	1
67	друг к другу	2	1
68	их точки зрения	1	1
69	т д на	1	1
70	я не могу	1	1
71	ли все это	1	1
72	ни в каком	8	1
73	то же время	4	1
74	с их точки	1	1
75	но также и	1	1
76	в то время	1	1
77	в том чтобы	1	1
78	все они говорят	1	1
79	к выводу что	1	1
80	ничего общего с	3	1
81	т е по	2	1
82	и в особенности	1	1
83	в каком смысле	1	1
84	в то же	4	1
85	в отношении к	1	1
86	дело не в	1	1
87	одному и тому	1	1
88	не имеет ничего	3	1
