N	2gram	Tiupa_Anal_2	Komedia
1	и в	16	22
2	и не	12	21
3	т е	2	16
4	том что	12	13
5	таким образом	2	12
6	в том	12	12
7	так как	1	11
8	со стороны	3	11
9	ни в	1	10
10	потому что	1	10
11	в самом	6	9
12	вместе с	2	9
13	в этом	18	8
14	его в	2	8
15	в глазах	1	8
16	в своем	4	8
17	о том	7	8
18	если бы	3	8
19	в его	2	8
20	что и	3	8
21	едва ли	3	7
22	то же	4	7
23	при этом	10	7
24	об этом	1	7
25	в конце	4	7
26	о чем	2	7
27	только что	1	7
28	а в	3	7
29	в свою	1	7
30	того же	4	6
31	самом деле	1	6
32	еще не	2	6
33	так что	3	6
34	тому же	4	6
35	в то	2	6
36	и его	4	6
37	к тому	7	6
38	свою очередь	1	6
39	и что	1	6
40	может быть	6	6
41	как раз	4	6
42	к этому	2	6
43	речь идет	2	5
44	что его	1	5
45	но в	6	5
46	не только	16	5
47	он не	2	5
48	в своей	2	5
49	не менее	4	5
50	же время	2	5
51	связи с	1	5
52	и сам	3	5
53	хотя и	4	5
54	с ним	2	5
55	к нему	1	5
56	что в	2	5
57	по отношению	4	5
58	из них	3	5
59	тем что	3	5
60	прежде всего	3	5
61	как это	6	5
62	все это	4	5
63	и т	1	4
64	на себя	5	4
65	он был	2	4
66	с другой	6	4
67	тут же	1	4
68	и речи	1	4
69	отнюдь не	8	4
70	когда он	1	4
71	то что	7	4
72	в себе	7	4
73	что она	2	4
74	несмотря на	3	4
75	точки зрения	4	4
76	не в	4	4
77	однако в	1	4
78	в отношении	1	4
79	на него	2	4
80	у него	4	4
81	и здесь	1	4
82	так и	15	4
83	сразу же	1	4
84	вовсе не	2	4
85	но и	12	4
86	а не	10	4
87	в связи	1	4
88	не является	1	4
89	и для	2	4
90	бы в	3	4
91	тем более	1	4
92	хотя бы	1	4
93	так же	2	4
94	идет о	1	3
95	который в	1	3
96	говорить о	6	3
97	из того	1	3
98	столь же	4	3
99	с его	1	3
100	в ее	1	3
101	и к	5	3
102	тем же	1	3
103	в которой	1	3
104	представляет собой	8	3
105	в этой	9	3
106	и тот	1	3
107	как он	1	3
108	на то	2	3
109	в нем	1	3
110	что ни	1	3
111	прежде чем	1	3
112	приводит к	3	3
113	было бы	3	3
114	в них	1	3
115	все равно	1	3
116	далеко не	1	3
117	как и	14	3
118	но если	1	3
119	с точки	2	3
120	тем не	3	3
121	к ним	1	3
122	не имеет	2	3
123	никогда не	3	3
124	ничего не	9	3
125	же самое	1	3
126	на это	1	3
127	одного из	3	3
128	не позволяет	2	3
129	комедии и	1	3
130	в двух	2	3
131	не о	2	3
132	одной из	3	3
133	нисколько не	1	3
134	с одной	5	3
135	в начале	1	3
136	у того	1	3
137	не так	4	3
138	отношению к	4	3
139	и даже	9	3
140	даже не	1	3
141	на ее	1	3
142	на этот	2	3
143	один из	2	3
144	если не	1	3
145	в частности	16	3
146	не может	4	3
147	одной стороны	4	3
148	как бы	10	3
149	с этой	1	3
150	в целом	8	3
151	бы он	1	3
152	не знает	3	3
153	дело с	1	3
154	все что	2	3
155	в какой	1	3
156	отношения к	2	2
157	перед лицом	2	2
158	здесь и	1	2
159	из его	2	2
160	его не	1	2
161	не слишком	1	2
162	в сущности	4	2
163	и он	2	2
164	но при	1	2
165	и на	6	2
166	во всех	4	2
167	конечном счете	2	2
168	отличие от	2	2
169	за пределы	4	2
170	и я	2	2
171	как в	4	2
172	стороны и	1	2
173	что касается	3	2
174	в результате	3	2
175	всего лишь	8	2
176	не приходится	1	2
177	так или	1	2
178	бы не	1	2
179	раз в	1	2
180	текста не	1	2
181	после чего	1	2
182	если он	1	2
183	и если	3	2
184	на его	3	2
185	состоит в	8	2
186	в силу	1	2
187	чтобы в	1	2
188	человека в	1	2
189	исходя из	1	2
190	а затем	2	2
191	в мире	6	2
192	не с	4	2
193	а как	2	2
194	это не	1	2
195	остается в	1	2
196	не мог	3	2
197	этой связи	1	2
198	в котором	2	2
199	в их	3	2
200	в одном	2	2
201	тому что	1	2
202	она не	2	2
203	что с	2	2
204	вплоть до	1	2
205	дело не	2	2
206	и после	1	2
207	до смерти	1	2
208	известной степени	1	2
209	не считает	1	2
210	ли не	2	2
211	на улицу	1	2
212	отказаться от	1	2
213	если же	1	2
214	как мы	3	2
215	и о	1	2
216	в виду	1	2
217	за пределами	2	2
218	роль в	2	2
219	в образе	1	2
220	можно было	3	2
221	она была	1	2
222	а также	7	2
223	в другом	1	2
224	на вопрос	1	2
225	и во	2	2
226	в конечном	3	2
227	между тем	2	2
228	нуждается в	1	2
229	не как	1	2
230	тот же	1	2
231	и ее	1	2
232	не мешает	1	2
233	в качестве	11	2
234	уже в	1	2
235	нового времени	1	2
236	за ним	1	2
237	этот раз	1	2
238	себя от	1	2
239	при всей	3	2
240	этом отношении	3	2
241	представляют собой	2	2
242	хоть и	1	2
243	или иначе	1	2
244	себя и	1	2
245	готовность к	1	2
246	представляется совершенно	1	2
247	ближе к	1	2
248	он и	2	2
249	и особенно	4	2
250	до этого	1	2
251	в присутствии	1	2
252	к своему	2	2
253	в пределах	9	2
254	для обозначения	1	2
255	по существу	2	2
256	его от	3	2
257	этом случае	4	2
258	человека который	1	2
259	только для	1	2
260	о его	4	2
261	все остальные	1	2
262	и все	3	2
263	а о	1	2
