N	4gram	Losev_Prob_3	Problemy
1	бы то ни было	3	4
2	в той или иной	2	2
3	чего бы то ни	2	2
4	ни в чем не	2	2
5	а может быть даже	1	2
6	может быть даже и	1	1
7	может быть и речи	1	1
8	в заключение мы должны	1	1
9	одного и того же	1	1
10	может быть даже в	1	1
11	на самом же деле	4	1
12	и именно потому что	1	1
13	во всяком случае не	1	1
14	на самом деле и	1	1
15	не может быть и	1	1
16	и ни в чем	2	1
17	именно потому что они	1	1
18	тут не может быть	1	1
19	и т д и	4	1
20	одно и то же	3	1
21	не чем иным как	1	1
22	и это вовсе не	2	1
23	уже сама по себе	1	1
24	сама по себе как	2	1
25	по себе и не	1	1
