N	2gram	Tiupa_Anal_1	Problema
1	и в	18	30
2	в своей	6	22
3	то есть	11	21
4	не только	15	18
5	то что	6	18
6	в этом	13	17
7	том что	12	17
8	и даже	1	14
9	таким образом	3	13
10	но и	17	13
11	потому что	2	13
12	также и	2	12
13	о том	5	12
14	в его	13	12
15	а именно	3	12
16	в том	27	12
17	в н	1	12
18	и не	21	12
19	так что	1	11
20	у него	1	11
21	в этой	5	10
22	в виде	1	10
23	для нас	1	10
24	точки зрения	6	10
25	все же	4	9
26	но в	8	9
27	который в	2	9
28	только в	6	9
29	и все	3	9
30	хотя и	1	8
31	художественного творчества	2	8
32	с точки	4	8
33	вовсе не	2	8
34	но не	10	7
35	как и	13	7
36	не в	14	7
37	никогда не	2	7
38	связи с	1	7
39	здесь не	2	7
40	так и	4	7
41	что он	3	7
42	мы находим	1	7
43	может быть	29	7
44	говорит о	1	7
45	в связи	1	7
46	в результате	1	7
47	вместе с	4	7
48	и на	5	6
49	тут же	1	6
50	и как	5	6
51	в нем	3	6
52	при помощи	2	6
53	его в	1	6
54	несмотря на	2	6
55	и его	5	6
56	можно сказать	2	6
57	и что	1	6
58	что и	3	6
59	уже не	4	6
60	так как	2	6
61	с другой	4	6
62	прежде всего	6	6
63	как бы	5	6
64	и для	1	6
65	а в	9	6
66	другой стороны	2	6
67	и то	2	5
68	для себя	2	5
69	в году	1	5
70	не просто	2	5
71	в которой	2	5
72	в силу	3	5
73	и с	2	5
74	с тем	1	5
75	он и	1	5
76	еще в	2	5
77	но он	1	5
78	не менее	1	5
79	и о	2	5
80	людей в	1	5
81	художественное творчество	2	5
82	а не	17	5
83	не может	22	5
84	как раз	1	5
85	будто бы	3	5
86	в самом	6	5
87	что в	5	5
88	человека и	1	4
89	того же	4	4
90	едва ли	2	4
91	отнюдь не	15	4
92	и к	3	4
93	в себе	11	4
94	при этом	12	4
95	но все	1	4
96	же не	1	4
97	а его	1	4
98	было бы	2	4
99	ни в	4	4
100	не так	1	4
101	по крайней	1	4
102	в то	9	4
103	тогда когда	2	4
104	все еще	1	4
105	и сам	2	4
106	разного рода	3	4
107	крайней мере	1	4
108	или в	1	4
109	в качестве	31	4
110	далеко не	6	4
111	а с	3	4
112	нового времени	1	4
113	если не	1	4
114	в частности	19	4
115	жизни в	1	4
116	из этого	1	4
117	смысле слова	1	3
118	в виду	1	3
119	в ней	1	3
120	и самого	2	3
121	еще не	3	3
122	он сам	1	3
123	иное как	5	3
124	в ее	1	3
125	только тогда	1	3
126	что касается	1	3
127	в противоположность	2	3
128	он в	1	3
129	бы не	2	3
130	поскольку в	1	3
131	учение о	1	3
132	с одной	3	3
133	он не	3	3
134	в другом	4	3
135	этом смысле	1	3
136	не всегда	4	3
137	однако в	3	3
138	в отношении	1	3
139	что иное	5	3
140	в самой	1	3
141	как будто	3	3
142	с ним	4	3
143	внимание на	1	3
144	а также	3	3
145	к нему	3	3
146	все время	1	3
147	же в	1	3
148	того что	4	3
149	тот же	1	3
150	и тем	1	3
151	в начале	2	3
152	в одном	1	3
153	для них	1	3
154	для того	4	3
155	именно в	4	3
156	одной стороны	3	3
157	мира в	2	3
158	о котором	1	3
159	не что	4	3
160	таком случае	3	2
161	самом деле	2	2
162	мере в	3	2
163	и до	2	2
164	то же	9	2
165	по его	1	2
166	мы имеем	6	2
167	мы не	1	2
168	равно как	1	2
169	я не	1	2
170	и был	1	2
171	проявляется в	1	2
172	в таком	3	2
173	все эти	2	2
174	в чем	1	2
175	что люди	1	2
176	тем как	1	2
177	мы будем	1	2
178	не входит	1	2
179	не все	2	2
180	по отношению	6	2
181	отношение к	2	2
182	как в	1	2
183	что именно	2	2
184	бы с	1	2
185	другого как	1	2
186	если он	1	2
187	на его	2	2
188	а скорее	1	2
189	не к	2	2
190	которого и	1	2
191	прежде чем	1	2
192	или иных	2	2
193	его на	1	2
194	то ни	3	2
195	которого не	1	2
196	это не	6	2
197	по мысли	3	2
198	до всякого	1	2
199	в них	1	2
200	и тогда	2	2
201	раз и	1	2
202	в котором	3	2
203	борьбу с	1	2
204	и более	4	2
205	человека но	1	2
206	в науке	1	2
207	на него	1	2
208	того чтобы	3	2
209	ничего не	1	2
210	при всем	1	2
211	по своей	6	2
212	и является	2	2
213	в области	4	2
214	не могут	3	2
215	к тому	7	2
216	как мы	2	2
217	данном случае	2	2
218	всей своей	1	2
219	как с	1	2
220	здесь как	1	2
221	он был	1	2
222	является по	2	2
223	по себе	4	2
224	бы то	3	2
225	и просто	2	2
226	в драме	1	2
227	между тем	5	2
228	во втором	1	2
229	и только	1	2
230	вслед за	1	2
231	здесь в	1	2
232	ли он	2	2
233	в какой	2	2
234	по этому	1	2
235	есть в	1	2
236	свидетельствует о	2	2
237	дает ему	1	2
238	из них	2	2
239	участие в	1	2
240	всяком случае	1	2
241	видя в	1	2
242	до сих	1	2
243	ее в	1	2
244	человека а	1	2
245	представляет собою	2	2
246	что не	3	2
247	то и	1	2
248	мы и	1	2
249	человеческой жизни	1	2
250	него не	1	2
251	мог быть	1	2
252	о себе	1	2
253	рода и	2	2
254	в данном	2	2
255	да и	1	2
256	такого рода	5	2
257	в мир	1	2
258	с этой	1	2
259	сих пор	1	2
260	только для	2	2
261	один из	2	2
262	тех или	2	2
263	мира и	1	2
264	человек и	1	2
265	себя самого	1	2
266	в большей	1	2
267	хотя бы	3	2
268	в целях	1	2
269	не будет	3	2
270	в свою	1	2
271	была бы	2	2
272	отношению к	5	2
273	жизни и	1	2
274	все того	1	2
275	по поводу	1	2
276	во всяком	1	2
277	все что	1	2
278	в роли	2	2
279	том числе	3	2
280	они не	1	2
281	я и	6	1
282	то на	1	1
283	отношения к	2	1
284	и т	3	1
285	должен быть	6	1
286	сам по	1	1
287	на самом	2	1
288	тех же	1	1
289	науки о	2	1
290	воле и	1	1
291	и есть	3	1
292	мы встречаем	1	1
293	субъект и	2	1
294	то самое	1	1
295	в их	5	1
296	мы уже	1	1
297	а как	2	1
298	и была	1	1
299	вопрос о	2	1
300	на место	2	1
301	наиболее древние	1	1
302	не вполне	1	1
303	на себя	2	1
304	и ее	1	1
305	вместо этого	1	1
306	в составе	2	1
307	хотел сказать	1	1
308	со времен	1	1
309	пребывания в	1	1
310	не от	1	1
311	же мере	2	1
312	это возможно	1	1
313	нам представляется	1	1
314	я на	1	1
315	с его	3	1
316	и всего	1	1
317	чем это	1	1
318	то он	2	1
319	а только	1	1
320	если в	3	1
321	искусство в	2	1
