N	3gram	Propp_Isto_1	Analitik
1	в том что	4	7
2	по отношению к	3	7
3	с другой стороны	5	5
4	о том что	3	5
5	мы имеем дело	1	4
6	до известной степени	1	3
7	к тому же	1	3
8	в этом отношении	1	3
9	дело в том	3	2
10	подобно тому как	1	2
11	при этом он	1	2
12	в отличие от	2	2
13	имеем дело не	1	2
14	в значительной степени	1	2
15	едва ли не	1	2
16	с одной стороны	4	2
17	тем не менее	6	2
18	тем или иным	1	2
19	если бы он	1	1
20	должны были бы	2	1
21	что иное как	1	1
22	в чистом виде	2	1
23	мы будем иметь	1	1
24	не только по	1	1
25	нами не как	1	1
26	уже не может	1	1
27	не говоря уже	1	1
28	и в особенности	1	1
29	в этом смысле	1	1
30	может быть признано	1	1
31	в этом случае	1	1
32	до сих пор	5	1
33	говоря уже о	1	1
34	в зависимости от	2	1
35	по одному этому	1	1
36	а по своей	1	1
37	таким образом в	1	1
38	но они не	1	1
39	на этот вопрос	2	1
40	ними в их	1	1
41	по себе а	1	1
42	после чего следует	1	1
43	восходит к тому	1	1
44	в том чтобы	1	1
45	здесь мы имеем	2	1
46	дело не с	1	1
47	не только в	1	1
48	в начале рассказа	1	1
49	и должно было	1	1
50	не могут быть	1	1
51	а не как	1	1
52	не в том	1	1
53	это все же	1	1
54	уже по одному	1	1
55	в связи с	3	1
56	со стороны его	1	1
57	для того чтобы	1	1
58	один и тот	2	1
59	ставит его в	1	1
60	того или иного	1	1
61	есть не что	1	1
62	не может быть	7	1
63	между собой и	1	1
64	можно с уверенностью	1	1
65	в первом случае	1	1
66	само по себе	2	1
67	в одном из	1	1
68	вопрос о том	2	1
69	именно потому что	1	1
70	мы обратимся к	1	1
71	в этой роли	1	1
72	до тех пор	1	1
73	в большинстве случаев	4	1
74	не что иное	1	1
75	легко может быть	1	1
76	дело не в	1	1
77	не видно никаких	1	1
78	должно бы быть	1	1
79	что и в	1	1
80	и тот же	2	1
