N	3gram	Bakhtin_Fr_1	Psycholo
1	для того чтобы	1	19
2	в том что	6	12
3	все то что	1	11
4	в самом деле	1	7
5	на самом деле	2	5
6	и может быть	1	4
7	с точки зрения	3	4
8	как раз в	1	4
9	друг с другом	1	4
10	том что он	1	3
11	сами по себе	1	3
12	к тому чтобы	1	3
13	во всяком случае	1	3
14	то что мы	1	3
15	до сих пор	4	3
16	это не просто	1	3
17	с одной стороны	2	3
18	потому что он	1	2
19	сводится к тому	1	2
20	сказать что в	1	2
21	в какой мере	1	2
22	с ним в	1	2
23	во всех этих	2	2
24	и в частности	2	2
25	в это время	2	2
26	с другой стороны	1	2
27	в нем нет	1	2
28	и говорит что	1	2
29	мы видим что	1	2
30	к тому же	1	2
31	и в общем	1	1
32	или хотя бы	1	1
33	мы уже говорили	7	1
34	средние века в	1	1
35	и он всегда	1	1
36	прежде всего на	2	1
37	по отношению к	1	1
38	мысли и воображения	1	1
39	мы вовсе не	1	1
40	имеет в виду	1	1
41	жизни и смерти	1	1
42	однако было бы	1	1
43	то же время	1	1
44	и не может	1	1
45	на этот вопрос	2	1
46	и здесь мы	1	1
47	так например в	1	1
48	в своем развитии	1	1
49	так как он	1	1
50	и в некоторых	1	1
51	все это в	1	1
52	до конца и	1	1
53	один из них	1	1
54	лежит в основе	1	1
55	в которых они	1	1
56	она дает только	1	1
57	из них не	1	1
58	дело в том	2	1
59	в целом ряде	1	1
60	как бы в	1	1
61	и даже больше	1	1
62	в своем роде	1	1
63	не может быть	1	1
64	вовсе не в	2	1
65	одной стороны он	1	1
66	всего того что	2	1
67	то есть в	4	1
68	дальнейшем нам придется	1	1
69	между тем и	1	1
70	не только в	1	1
71	у шекспира и	2	1
72	можно сказать что	1	1
73	они как бы	1	1
74	но вся эта	1	1
75	в то же	1	1
76	как мы уже	5	1
77	это как бы	1	1
78	мы встречаемся с	1	1
79	и ни на	2	1
80	на шекспира и	1	1
81	в средние века	4	1
82	только в самом	1	1
83	в ней и	1	1
