N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	6	8
2	до сих пор	5	7
3	по отношению к	1	5
4	то же время	2	5
5	в то же	2	5
6	в отличие от	1	4
7	не может быть	1	4
8	друг с другом	5	4
9	в самом деле	1	4
10	как бы в	1	4
11	более или менее	5	3
12	мы уже говорили	1	3
13	к тому же	4	3
14	с другой стороны	1	3
15	но в то	1	3
16	той или иной	2	3
17	из этих трех	1	2
18	в настоящее время	1	2
19	друг на друга	2	2
20	может быть и	2	2
21	в том или	1	2
22	в конце концов	3	2
23	но при этом	1	2
24	друг к другу	1	2
25	тем не менее	3	2
26	в то время	1	2
27	но все же	4	2
28	на то что	2	2
29	о том как	1	1
30	каждая из этих	1	1
31	духе и в	1	1
32	а между тем	1	1
33	а следовательно и	1	1
34	лишь то что	1	1
35	иметь в виду	1	1
36	между собой поэтому	1	1
37	в этом последнем	1	1
38	в том числе	5	1
39	то же самое	2	1
40	непосредственно ни с	1	1
41	в этих рамках	1	1
42	по крайней мере	5	1
43	в котором они	1	1
44	сих пор не	1	1
45	в таком случае	1	1
46	а не как	1	1
47	сами по себе	1	1
48	у него в	1	1
49	бы то ни	2	1
50	при этом не	1	1
51	том числе и	4	1
52	зрения того же	1	1
53	том или ином	1	1
54	может быть даже	2	1
55	его жизнь в	1	1
56	между тем с	1	1
57	и заставляет его	1	1
58	то ни было	2	1
59	с одной стороны	7	1
60	на этот раз	1	1
61	смысле этого слова	1	1
62	в связи с	3	1
63	и это слово	1	1
64	так или иначе	3	1
65	то что он	2	1
66	во всяком случае	6	1
67	до настоящего времени	1	1
68	о том что	4	1
69	здесь таким образом	1	1
70	между этими двумя	2	1
71	и только на	1	1
72	но тем не	1	1
73	так и в	1	1
74	не может не	1	1
75	в одном из	1	1
76	этой точки зрения	2	1
77	не только не	1	1
78	можно сказать что	2	1
79	после того как	1	1
80	и что он	1	1
81	в том что	3	1
82	точки зрения того	1	1
