N	3gram	Propp_Russ_1	Myslijsy
1	во всяком случае	1	7
2	в том что	15	7
3	и того же	1	6
4	в свою очередь	2	6
5	одного и того	1	6
6	тем не менее	3	5
7	подобно тому как	1	4
8	в то время	1	4
9	на то что	1	3
10	но тем не	2	3
11	мы не можем	3	3
12	и т п	1	3
13	и т д	9	3
14	не только по	2	2
15	на самом деле	1	2
16	в таком случае	1	2
17	после того как	2	2
18	только потому что	1	2
19	можно думать что	1	2
20	тогда как в	1	2
21	связанные с этим	1	2
22	в одно целое	1	2
23	только тогда когда	1	2
24	что в истории	1	1
25	в нашем сознании	1	1
26	и связанные с	2	1
27	состоит в том	8	1
28	одном и том	1	1
29	с а а	1	1
30	но и по	1	1
31	у нас в	1	1
32	т д и	1	1
33	вероятно что в	1	1
34	ни одно из	2	1
35	тот же корень	1	1
36	и в других	4	1
37	в отличие от	1	1
38	слов для обозначения	1	1
39	замечается и в	1	1
40	как это часто	1	1
41	в собственном смысле	1	1
42	с тем что	1	1
43	при этом не	1	1
44	но это не	2	1
45	вместе с тем	6	1
46	в значении этого	1	1
47	в одном и	1	1
48	как и в	1	1
49	каждый из этих	1	1
50	один из них	2	1
51	что во время	1	1
52	и том же	1	1
53	так как это	1	1
54	и в нашем	1	1
55	имеет ничего общего	1	1
56	во всех этих	1	1
57	все же не	2	1
58	в связи с	4	1
59	друг к другу	2	1
60	в народной поэзии	1	1
61	не только на	2	1
62	не имеет ничего	1	1
63	то есть когда	1	1
64	одно из них	1	1
65	и как бы	1	1
66	для обозначения одного	1	1
67	что не только	1	1
68	не потому что	1	1
69	в этом случае	5	1
70	о том что	4	1
71	ничего общего с	1	1
72	в одном из	1	1
73	что дело в	1	1
74	что и в	1	1
75	в чем именно	1	1
76	вопрос о том	1	1
77	вероятно потому что	1	1
78	но все же	2	1
79	в большинстве случаев	2	1
80	во многих случаях	2	1
81	и в этом	1	1
82	обозначения одного и	1	1
