N	3gram	Nazirov_Tv_2	Dialekti
1	и т д	11	15
2	по крайней мере	2	9
3	в том что	2	6
4	то или иное	1	4
5	в связи с	1	4
6	только то что	1	4
7	то же время	7	4
8	о том что	2	4
9	с другой стороны	2	4
10	в том смысле	1	4
11	том смысле что	1	3
12	в самом деле	2	3
13	в таком случае	2	3
14	сами по себе	1	3
15	как будто бы	1	3
16	в то же	7	3
17	содержит в себе	1	3
18	по себе не	1	3
19	не может быть	3	3
20	в то время	1	3
21	не значит что	1	3
22	может быть в	1	3
23	с первого взгляда	1	2
24	в виду что	1	2
25	т д и	1	2
26	до сих пор	3	2
27	и т п	2	2
28	и должно быть	1	2
29	не могут быть	1	2
30	это не значит	1	2
31	во всяком случае	2	2
32	д и т	1	2
33	с самого начала	1	2
34	что в нем	1	2
35	но это не	1	2
36	и прежде всего	1	2
37	потому что они	1	2
38	в нем и	1	2
39	том что в	1	1
40	мы говорим о	1	1
41	на свете есть	1	1
42	только потому что	1	1
43	видим в нем	1	1
44	я никогда не	1	1
45	если он не	1	1
46	о том как	1	1
47	есть по преимуществу	1	1
48	же как и	1	1
49	у достоевского в	3	1
50	нужно быть действительно	1	1
51	и не может	2	1
52	и в то	2	1
53	это еще не	1	1
54	говорил что он	1	1
55	точно так же	1	1
56	со всех сторон	1	1
57	д все это	1	1
58	не то что	1	1
59	в них нет	1	1
60	что они имеют	1	1
61	это не просто	1	1
62	так же как	2	1
63	по самой своей	2	1
64	он не знал	1	1
65	но при этом	1	1
66	и в этом	1	1
67	все же не	2	1
68	я не буду	1	1
69	мы уже говорили	1	1
70	и в том	1	1
71	не только потому	1	1
72	того или иного	1	1
73	как и всякая	1	1
74	т д все	1	1
75	это и есть	1	1
76	той или иной	1	1
77	может и не	1	1
78	и в литературе	1	1
79	в братьях карамазовых	6	1
80	не зависит от	1	1
81	т д в	1	1
82	к тому же	1	1
83	и в другом	1	1
