N	3gram	Potebnia_M_3	RusskieA
1	в том что	16	15
2	и т д	3	9
3	вместе с тем	4	6
4	и в других	1	4
5	о том что	1	4
6	к тому что	2	4
7	мы не можем	2	3
8	тем не менее	3	3
9	не только по	3	2
10	и многие другие	1	2
11	в других случаях	1	2
12	но тем не	2	2
13	в свою очередь	3	2
14	с тем и	2	2
15	после того как	1	2
16	по этому поводу	1	2
17	том что этот	1	2
18	во многих случаях	1	2
19	с этим в	1	1
20	потому что он	3	1
21	и теперь еще	1	1
22	не без основания	1	1
23	только потому что	2	1
24	в противном случае	1	1
25	и должны служить	1	1
26	по отношению к	5	1
27	в глаза что	1	1
28	на самом деле	1	1
29	что для этого	1	1
30	подобно тому как	2	1
31	но и по	2	1
32	этим объясняется почему	1	1
33	имеет смысла но	1	1
34	там же с	6	1
35	может быть назван	1	1
36	мы должны будем	2	1
37	том что это	1	1
38	в таком случае	2	1
39	который в них	1	1
40	и та же	1	1
41	в этом отношении	2	1
42	что не только	1	1
43	в собственном смысле	2	1
44	и т п	2	1
45	каждый из этих	1	1
46	не только из	1	1
47	а к тем	1	1
48	можно думать что	2	1
49	не только в	4	1
50	мы можем предположить	1	1
51	значении этого слова	1	1
52	но вместе с	2	1
53	потому что по	1	1
54	в одно целое	1	1
55	одна и та	1	1
56	и в том	2	1
57	бросается в глаза	1	1
58	одно из них	1	1
59	в то время	4	1
60	о котором речь	1	1
61	ничего общего с	1	1
62	можно сказать что	2	1
63	на то что	1	1
64	как мы уже	1	1
65	в разное время	3	1
66	видели в ней	1	1
67	друг с другом	1	1
68	быть не может	1	1
69	для нас не	1	1
70	как и в	2	1
71	потому что они	1	1
72	что и в	3	1
73	главным образом из	1	1
74	только тогда когда	7	1
75	потому что всякое	1	1
76	не имеет смысла	1	1
77	в данном случае	1	1
78	как мы видели	1	1
79	но этого мало	1	1
80	этого слова в	2	1
