N	3gram	Propp_Isto_1	RusskieA
1	в том что	4	18
2	в этом случае	1	6
3	для того чтобы	1	6
4	и т д	22	5
5	вместе с тем	2	4
6	так же как	2	4
7	в некоторых местах	1	4
8	о том что	3	4
9	мы видели что	2	4
10	в лесу или	1	3
11	в этих случаях	2	3
12	в отличие от	2	3
13	не может быть	7	3
14	подобно тому как	1	3
15	только тогда когда	1	3
16	д к зеленин	1	3
17	тем не менее	6	2
18	во многих случаях	1	2
19	что иное как	1	2
20	же как и	1	2
21	в своей книге	1	2
22	мы не будем	3	2
23	для этой цели	1	2
24	на самом же	1	2
25	когда мы рассмотрим	1	2
26	может быть только	1	2
27	не будем здесь	1	2
28	материалы дают нам	1	2
29	и многие другие	1	2
30	не что иное	1	2
31	в том чтобы	1	2
32	самом же деле	1	2
33	лесу или в	1	2
34	мы не можем	2	2
35	в то время	3	2
36	после того как	1	2
37	по этому поводу	2	2
38	с одной стороны	4	2
39	нам право на	1	2
40	приводит нас к	1	2
41	а именно в	1	2
42	дают нам право	1	2
43	пока еще не	1	2
44	в другом месте	1	1
45	это приводит нас	1	1
46	что и наш	1	1
47	отсюда видно что	1	1
48	иметь в виду	1	1
49	но так как	1	1
50	более или менее	5	1
51	об этом обряде	1	1
52	материалов достаточно чтобы	1	1
53	так что в	1	1
54	о том как	1	1
55	может быть назван	2	1
56	мы должны будем	4	1
57	глядит из окошка	1	1
58	для нас важны	1	1
59	другой стороны его	1	1
60	но все это	1	1
61	более высокой ступени	1	1
62	как раз наоборот	1	1
63	это для нас	2	1
64	но и в	2	1
65	как мы увидим	2	1
66	а может быть	1	1
67	а так как	1	1
68	в этом отношении	1	1
69	из своей среды	1	1
70	таким образом в	1	1
71	то что в	2	1
72	связано не с	1	1
73	можно было бы	3	1
74	мы имеем их	1	1
75	а иногда и	1	1
76	а он в	1	1
77	целью воздействовать на	1	1
78	мы имеем смешение	1	1
79	представляет собой очень	1	1
80	в царство мертвых	5	1
81	в это время	1	1
82	в этой связи	1	1
83	здесь мы имеем	2	1
84	все еще ясно	1	1
85	не может удовлетворить	1	1
86	следы представлений о	1	1
87	на первый взгляд	2	1
88	во многих местах	1	1
89	смысле этого слова	1	1
90	своей книге о	1	1
91	и в этом	1	1
92	как бы совсем	1	1
93	так как оно	1	1
94	еще не все	1	1
95	в какой степени	1	1
96	то время как	3	1
97	этот случай встречается	1	1
98	делать не будем	1	1
99	дело в том	3	1
100	том что они	2	1
101	с другой стороны	5	1
102	как будто ничего	1	1
103	возможно что здесь	1	1
104	это не совсем	1	1
105	не все еще	1	1
106	между собой и	1	1
107	выше мы видели	2	1
108	т д а	1	1
109	имеется довольно много	1	1
110	обычай убивать стариков	1	1
111	с того что	3	1
112	в мифе часто	1	1
113	явление представляют собой	1	1
114	не непосредственно а	1	1
115	не только на	1	1
116	а не на	2	1
117	но в ее	1	1
118	на то что	4	1
119	этого делать не	1	1
120	что они часто	2	1
121	вопрос о том	2	1
122	за тридевять земель	2	1
123	этого обряда в	1	1
124	каждый из этих	1	1
125	смерти но и	1	1
126	оно все же	1	1
127	дело не в	1	1
128	в сказке как	1	1
129	в лес за	1	1
130	существовал обычай убивать	1	1
131	по его мнению	1	1
132	для нас не	2	1
133	в советской науке	1	1
