N	2gram	Potebnia_M_3	Problema
1	то есть	34	46
2	в его	4	43
3	и не	15	42
4	и в	30	38
5	и проч	16	28
6	не может	6	27
7	может быть	28	26
8	как бы	3	22
9	по отношению	5	21
10	в художественном	1	20
11	отношению к	5	19
12	и с	2	17
13	к содержанию	3	17
14	и его	4	16
15	в этом	10	15
16	в нем	9	15
17	и т	5	14
18	только в	21	13
19	т п	2	13
20	прежде всего	3	13
21	независимо от	5	13
22	но не	7	12
23	за пределы	2	12
24	в единстве	1	12
25	в искусстве	3	12
26	художественного произведения	5	11
27	во всех	1	11
28	в области	2	11
29	ни в	2	11
30	не входит	1	10
31	отношение к	2	10
32	таким образом	14	10
33	в их	2	10
34	к нему	3	10
35	не только	21	9
36	в поэзии	1	9
37	не имеет	6	9
38	его в	3	9
39	но и	19	9
40	и как	5	8
41	входит в	2	8
42	было бы	9	8
43	точки зрения	2	8
44	место в	3	8
45	в том	32	8
46	художественное произведение	6	8
47	то что	18	8
48	еще не	5	7
49	в самом	8	7
50	как и	10	7
51	не в	15	7
52	содержание в	3	7
53	как мы	7	7
54	художественное творчество	1	7
55	с другой	7	7
56	как форма	1	7
57	между тем	9	7
58	слова в	7	7
59	в своей	2	7
60	что в	17	7
61	отношения к	1	6
62	самом деле	2	6
63	там где	3	6
64	и наконец	2	6
65	не к	4	6
66	форма есть	1	6
67	не всегда	2	6
68	с точки	1	6
69	не есть	17	6
70	можно только	2	6
71	ничего не	1	6
72	мы можем	3	6
73	все же	2	6
74	а в	12	6
75	только как	5	6
76	художественном произведении	3	5
77	отличие от	1	5
78	в своем	5	5
79	все эти	1	5
80	при этом	3	5
81	то же	23	5
82	это не	1	5
83	в них	5	5
84	далеко не	4	5
85	так и	11	5
86	форму в	1	5
87	и о	2	5
88	с ним	6	5
89	конечно не	1	5
90	художника и	2	5
91	не на	1	5
92	а не	15	5
93	со словом	4	5
94	могут быть	3	5
95	быть только	4	5
96	должно быть	5	5
97	формы и	1	5
98	мы здесь	1	4
99	на самом	1	4
100	должна быть	1	4
101	содержания в	2	4
102	в виду	1	4
103	в ней	8	4
104	относится к	4	4
105	как в	10	4
106	но в	1	4
107	в себе	16	4
108	перестает быть	4	4
109	понять его	1	4
110	в данном	1	4
111	с миром	1	4
112	значение слова	5	4
113	не менее	5	4
114	тем самым	7	4
115	о значении	1	4
116	в то	10	4
117	формы есть	1	4
118	здесь не	1	4
119	в ее	2	4
120	данном случае	1	4
121	в произведении	3	4
122	не с	1	4
123	о том	2	4
124	своим предметом	1	4
125	с ними	1	4
126	в предмете	1	4
127	в других	2	4
128	в форме	2	4
129	что не	8	4
130	только по	5	4
131	и потому	4	4
132	в более	1	4
133	вне себя	2	4
134	может и	1	4
