N	2gram	Nazirov_Tr_1	StatiiOP
1	в и	1	130
2	и в	18	44
3	в том	2	36
4	и т	1	30
5	что в	4	30
6	том что	4	29
7	в этом	9	21
8	не только	8	18
9	то что	4	18
10	о том	2	17
11	а не	1	16
12	и не	7	16
13	бориса годунова	1	15
14	может быть	7	15
15	т е	1	15
16	в области	1	14
17	в данном	2	14
18	как в	3	13
19	пушкина и	1	13
20	можно было	1	13
21	не в	2	12
22	самом деле	1	11
23	в этой	4	11
24	того чтобы	1	11
25	но в	6	10
26	что он	6	10
27	только в	1	10
28	но и	4	10
29	как и	5	9
30	в то	5	9
31	так и	5	9
32	того что	1	9
33	в его	3	9
34	т п	1	9
35	например в	1	8
36	во всех	1	8
37	все же	5	8
38	это не	5	8
39	и его	6	8
40	не может	5	8
41	я не	4	7
42	в самом	2	7
43	таким образом	1	7
44	для нас	1	7
45	прежде всего	4	7
46	по поводу	2	7
47	в своей	1	6
48	потому что	2	6
49	данном случае	2	6
50	что и	2	6
51	всяком случае	1	6
52	так что	2	6
53	для него	3	6
54	именно в	1	6
55	в той	1	6
56	но это	4	6
57	хотя бы	1	6
58	во всяком	1	6
59	вряд ли	2	5
60	и то	2	5
61	то же	5	5
62	той же	1	5
63	в целом	4	5
64	все эти	3	5
65	в нем	4	5
66	и по	1	5
67	в котором	1	5
68	не менее	1	5
69	вплоть до	1	5
70	никогда не	2	5
71	могут быть	1	5
72	тем что	2	5
73	и даже	4	5
74	все это	4	5
75	совершенно не	1	5
76	так же	4	5
77	как это	3	4
78	это и	1	4
79	в которой	1	4
80	вопрос о	2	4
81	столь же	2	4
82	бы и	2	4
83	что это	5	4
84	что она	2	4
85	по словам	2	4
86	в россии	1	4
87	но все	2	4
88	эту тему	1	4
89	но я	1	4
90	но если	1	4
91	во времена	1	4
92	представление о	1	4
93	не имеет	2	4
94	же время	6	4
95	как будто	3	4
96	за что	1	4
97	в ее	2	4
98	на вопрос	1	4
99	и что	4	4
100	заключается в	1	4
101	никто не	3	4
102	не было	1	4
103	даже не	1	4
104	в частности	2	4
105	как бы	7	4
106	это в	1	4
107	должна быть	1	3
108	и за	2	3
109	в ней	1	3
110	еще не	4	3
111	он был	2	3
112	в чем	1	3
113	своего рода	3	3
114	но не	1	3
115	к сожалению	1	3
116	и я	2	3
117	в истории	1	3
118	говорит что	2	3
119	то в	1	3
120	не значит	1	3
