N	2gram	Kanaev_Sov_1	FransuaR
1	и в	7	29
2	таким образом	11	20
3	и не	6	16
4	в этой	3	13
5	и все	3	13
6	но в	3	12
7	как и	6	12
8	и т.п	1	12
9	на части	1	12
10	в этом	7	11
11	то же	3	10
12	мы уже	1	10
13	не только	4	10
14	в то	1	10
15	как мы	2	10
16	все эти	5	9
17	его в	1	9
18	в конце	3	9
19	вовсе не	1	9
20	же время	1	8
21	и его	1	8
22	в его	2	8
23	прежде всего	5	8
24	как бы	4	8
25	мы видели	4	7
26	в том	4	7
27	так как	4	7
28	так же	1	7
29	этот процесс	1	6
30	здесь в	1	6
31	в большинстве	1	6
32	из них	4	6
33	это и	1	5
34	и до	1	5
35	что это	2	5
36	в нем	3	5
37	весь мир	1	5
38	рядом с	1	5
39	это не	4	5
40	все они	1	5
41	у него	2	5
42	сказать что	1	5
43	и по	2	5
44	того же	1	5
45	на самом	1	4
46	и есть	2	4
47	в которой	2	4
48	еще не	3	4
49	с его	1	4
50	с помощью	4	4
51	в нашем	2	4
52	точки зрения	12	4
53	но они	1	4
54	в результате	6	4
55	конечно не	1	4
56	с другой	1	4
57	но это	1	4
58	все это	3	4
59	один из	1	4
60	этой системы	1	4
61	жизни и	4	4
62	здесь и	1	3
63	по преимуществу	1	3
64	той же	2	3
65	в ней	1	3
66	но как	1	3
67	в своем	1	3
68	в себе	3	3
69	при этом	3	3
70	он не	1	3
71	а затем	1	3
72	такой же	2	3
73	том что	1	3
74	в эту	1	3
75	самого начала	3	3
76	с ее	1	3
77	с самого	3	3
78	в дальнейшем	4	3
79	роль в	2	3
80	к нему	1	3
81	отметить что	1	3
82	но конечно	1	3
83	все время	1	3
84	и они	2	3
85	и их	1	3
86	ведь это	3	3
87	мы можем	6	3
88	не случайно	1	3
89	и даже	2	3
90	на эту	1	3
91	там где	1	3
92	все же	3	3
93	мы видим	2	3
94	тот же	2	3
95	как известно	2	2
96	с жизнью	1	2
97	все те	2	2
98	этот был	1	2
99	на них	1	2
100	это направление	1	2
101	на их	2	2
102	с одной	2	2
103	но не	1	2
104	если в	1	2
105	один и	1	2
106	дает нам	2	2
107	кроме того	1	2
108	хотя и	1	2
109	и наконец	5	2
110	и к	3	2
111	и тот	1	2
112	как он	3	2
113	так сказать	2	2
114	на его	2	2
115	эта система	1	2
