N	2gram	Trubetskoy_1	Istorich
1	и в	23	26
2	так как	7	18
3	никогда не	4	13
4	потому что	9	13
5	и на	6	12
6	в этом	12	12
7	это представление	3	12
8	таким образом	31	12
9	в том	30	12
10	что в	8	12
11	мы видели	2	11
12	может быть	16	11
13	не только	7	10
14	том что	19	10
15	с другой	6	10
16	и не	8	10
17	еще не	5	9
18	представление о	3	9
19	а именно	1	9
20	что он	7	9
21	но и	9	9
22	и это	3	8
23	все эти	19	8
24	все же	13	8
25	в нем	3	8
26	на том	2	8
27	с ним	6	8
28	вместе с	6	8
29	другой стороны	5	8
30	например в	1	7
31	но в	4	7
32	мы можем	6	7
33	и его	1	7
34	о том	7	7
35	с одной	3	7
36	уже не	1	7
37	у него	5	7
38	одной стороны	2	7
39	мы уже	4	6
40	мы не	1	6
41	как в	1	6
42	у народов	1	6
43	в ином	1	6
44	так в	1	6
45	и с	5	6
46	в виде	4	6
47	то что	18	6
48	и там	1	6
49	этом случае	4	6
50	в более	1	6
51	ее в	1	6
52	не может	17	6
53	то же	4	5
54	в ней	3	5
55	не будет	5	5
56	чаще всего	1	5
57	как и	9	5
58	и эти	1	5
59	и что	8	5
60	в то	6	5
61	то это	1	5
62	так и	10	5
63	в его	5	5
64	показывают что	2	5
65	мы видим	1	5
66	только в	6	5
67	тем что	1	5
68	связаны с	1	5
69	у нас	3	5
70	его в	5	5
71	как мы	2	4
72	с его	1	4
73	что оно	3	4
74	но как	2	4
75	из этих	8	4
76	на его	1	4
77	после этого	1	4
78	на земле	3	4
79	и по	3	4
80	здесь мы	1	4
81	это не	3	4
82	и тем	1	4
83	с тем	2	4
84	попасть в	1	4
85	еще нет	1	4
86	не имели	1	4
87	совершенно ясно	2	4
88	что и	7	4
89	что между	1	4
90	в других	1	4
91	до сих	8	4
92	прежде всего	3	4
93	зависит от	1	4
94	одну из	1	4
95	как бы	10	4
96	сих пор	8	4
97	у них	6	4
98	все что	9	4
99	же как	3	3
100	и то	4	3
101	должна быть	5	3
102	на место	1	3
103	время как	1	3
104	из которых	4	3
105	видели что	1	3
106	независимо от	2	3
107	тех случаях	1	3
108	и наконец	3	3
109	та же	3	3
110	в себе	5	3
111	если он	2	3
112	борьбы с	2	3
113	что она	1	3
114	главным образом	1	3
115	при этом	9	3
116	если бы	8	3
117	и вот	1	3
118	в них	2	3
119	нет в	2	3
120	такой же	2	3
121	в своей	1	3
122	таким же	3	3
123	и ее	2	3
124	не в	8	3
125	их в	2	3
126	она не	2	3
127	на котором	1	3
128	того как	1	3
129	не потому	2	3
130	могут быть	1	3
131	приходит к	1	3
132	и другие	1	3
133	данном случае	3	3
134	то время	2	3
135	если они	1	3
136	другими словами	2	3
137	от него	3	3
138	но так	2	3
139	один из	1	3
140	в качестве	1	3
141	не происходит	1	3
142	так что	5	3
143	при помощи	3	3
144	и других	2	3
145	ее не	1	3
146	от того	3	3
147	и только	2	3
148	со стороны	1	3
149	далеко не	5	3
150	от этого	1	3
151	не было	2	3
152	в частности	2	3
153	к своему	1	3
154	в данном	3	3
155	наряду с	1	3
156	в тех	3	3
157	как будто	5	3
158	и от	5	3
159	кроме того	1	3
160	случаях когда	3	3
161	вопрос о	3	3
162	на первый	2	3
163	а в	3	3
164	и эта	1	3
165	сказать что	1	3
166	на более	2	3
167	из этого	6	3
168	как на	4	3
169	в своих	2	3
170	к этому	5	3
171	они не	2	3
172	ту же	2	2
173	того же	9	2
174	что когда	1	2
175	из его	1	2
176	оно может	1	2
177	что эти	2	2
178	первобытных народов	1	2
179	большей частью	1	2
180	но не	2	2
181	по отношению	9	2
182	тогда как	6	2
183	для борьбы	1	2
184	на то	9	2
185	с этим	11	2
186	в своем	10	2
187	что касается	6	2
188	перед нами	1	2
189	целый ряд	4	2
190	и как	1	2
191	увидим что	1	2
192	и хотя	1	2
193	что это	5	2
194	в этой	6	2
195	то и	2	2
196	и до	3	2
197	и те	2	2
198	он не	3	2
199	из него	2	2
200	людей и	1	2
201	с этой	3	2
202	можно было	1	2
203	но все	5	2
204	же не	3	2
205	на этой	2	2
206	было бы	3	2
207	уже знаем	1	2
208	обе стороны	1	2
209	стоит на	1	2
210	кажется что	1	2
211	по всему	1	2
212	вовсе не	2	2
213	вопрос этот	1	2
214	а потом	1	2
215	и некоторые	2	2
216	в эту	2	2
217	и сейчас	4	2
218	в которых	2	2
219	знаем что	8	2
220	образом и	2	2
221	на другую	1	2
222	однако в	1	2
223	что этот	1	2
224	на эти	1	2
225	даже в	3	2
226	тем самым	3	2
227	и другое	1	2
228	не имеет	1	2
229	одна из	2	2
230	наблюдать как	1	2
231	на него	2	2
232	не вполне	3	2
233	ее на	1	2
234	зависимости от	1	2
235	отличается от	6	2
236	должны быть	3	2
237	к тому	8	2
238	от нее	2	2
239	что при	6	2
240	но при	1	2
241	здесь не	1	2
242	некоторые другие	1	2
243	только то	2	2
244	на той	1	2
245	и сам	2	2
246	что у	2	2
247	о котором	7	2
248	случай с	2	2
249	ничего не	1	2
250	сводится к	2	2
251	с соответствующими	1	2
252	но мы	1	2
253	как у	3	2
254	борьбе с	1	2
255	того что	6	2
256	случаев в	1	2
257	в народе	4	2
258	самого себя	4	2
259	у народа	8	2
260	мы знаем	10	2
261	не будут	2	2
262	не так	4	2
263	никто не	2	2
264	всяком случае	2	2
265	мы находим	1	2
266	она имеет	1	2
267	и свои	1	2
268	что они	2	2
269	а с	4	2
270	те кто	1	2
271	этим он	1	2
272	а не	1	2
273	он и	1	2
274	в одно	2	2
275	него в	2	2
276	так же	8	2
277	что же	2	2
278	отношению к	9	2
279	что мы	4	2
280	но для	2	2
281	для нас	3	2
282	мы должны	4	2
283	только что	3	2
284	в этих	3	2
285	не есть	2	2
286	с ними	2	2
287	жизни и	2	2
288	даже когда	1	2
289	точно так	1	2
290	во всяком	2	2
291	одним из	4	1
292	также и	2	1
293	потом и	1	1
294	по адресу	1	1
295	на куски	1	1
296	в связи	3	1
297	силы и	1	1
298	очень много	3	1
299	между двумя	5	1
300	а от	1	1
301	оно было	1	1
302	все те	1	1
303	во-первых потому	1	1
304	в зависимости	1	1
305	несколько иной	1	1
306	а как	1	1
307	есть не	1	1
308	если я	1	1
309	что если	3	1
310	которую мы	1	1
311	ответить на	2	1
312	ступени развития	5	1
313	имеет свою	1	1
314	этом не	1	1
315	более точного	1	1
316	не совсем	1	1
317	образом оказывается	1	1
318	же что	2	1
319	бы с	1	1
320	месте в	1	1
321	так или	5	1
322	по этому	2	1
323	не создает	1	1
324	что его	4	1
325	так если	1	1
326	во всех	10	1
327	только после	1	1
328	общих чертах	1	1
329	основано на	5	1
330	еще далеко	1	1
331	лежать на	1	1
332	заметим что	2	1
333	друг на	1	1
334	только тогда	2	1
335	иной вид	1	1
336	вступают в	2	1
337	отличие от	3	1
338	которые не	3	1
339	в истории	3	1
340	что именно	1	1
341	продолжали существовать	1	1
342	народа в	15	1
343	что как	4	1
344	помнить что	1	1
345	однако не	1	1
346	и где	2	1
347	хотя и	4	1
348	его к	1	1
349	и к	5	1
350	более или	7	1
351	этой цели	1	1
352	есть ли	1	1
353	в этот	1	1
354	развития это	1	1
355	может лежать	2	1
356	выше мы	4	1
357	многих из	1	1
358	ни один	3	1
359	а во-вторых	1	1
360	в целом	5	1
361	он в	1	1
362	общение между	1	1
363	вид и	1	1
364	она-то и	1	1
365	но на	2	1
366	действительно становится	1	1
367	одно и	1	1
368	этот процесс	2	1
369	и если	6	1
370	положение что	1	1
371	задний план	1	1
372	тем не	4	1
373	раз когда	1	1
374	зависит не	1	1
375	в силу	7	1
376	ее и	3	1
377	никак не	1	1
378	характер в	1	1
379	смертью в	1	1
380	что ни	1	1
381	на этом	2	1
382	на задний	1	1
383	видит и	1	1
384	или выражаясь	1	1
385	людей которые	1	1
386	других видов	1	1
387	в одну	4	1
388	а затем	2	1
389	что все	5	1
390	и может	3	1
391	в мире	6	1
392	мире не	1	1
393	на все	5	1
394	то есть	2	1
395	знает что	1	1
396	при встрече	1	1
397	чтобы все	3	1
398	позднее и	1	1
399	а позднее	1	1
400	в жизни	3	1
401	по существу	6	1
402	же образом	2	1
403	о которых	6	1
404	эти вопросы	1	1
405	она и	1	1
406	у самых	1	1
407	с такой	1	1
408	чем в	3	1
409	такою же	1	1
410	в один	2	1
411	остается в	1	1
412	их на	1	1
413	сейчас же	3	1
414	одно из	3	1
415	или менее	7	1
416	же никогда	1	1
417	искать в	1	1
418	точки зрения	13	1
419	но если	2	1
420	и при	6	1
421	можно найти	1	1
422	и третий	1	1
423	на месте	2	1
424	в котором	2	1
425	высокой ступени	1	1
426	на первых	1	1
427	оказывается что	5	1
428	не от	1	1
429	что я	1	1
430	нами до	1	1
431	живут в	1	1
432	все это	11	1
433	надо сказать	1	1
434	борьбу с	1	1
435	и более	2	1
436	только те	2	1
437	как от	1	1
438	от традиции	1	1
439	того кто	1	1
440	дух который	1	1
441	сам он	1	1
442	других народов	5	1
443	можно ли	2	1
444	чистом виде	1	1
445	не менее	7	1
446	к такой	1	1
447	все три	1	1
448	что с	5	1
449	этими двумя	2	1
450	принадлежат к	1	1
451	но самые	1	1
452	ее с	1	1
453	к этим	1	1
454	в основе	2	1
455	что представление	2	1
456	но вместе	1	1
457	не случайно	1	1
458	в уме	1	1
459	подошел к	1	1
460	того чтобы	8	1
461	следовательно и	1	1
462	в общих	1	1
463	больше чем	1	1
464	эта традиция	1	1
465	в противоречие	2	1
466	так называемых	1	1
467	народа по	1	1
468	к ней	1	1
469	по своей	7	1
470	за исключением	1	1
471	уже говорили	1	1
472	представление об	4	1
473	его он	1	1
474	со своим	1	1
475	рамки и	1	1
476	только с	1	1
477	но даже	3	1
478	что на	1	1
479	в области	4	1
480	ли это	1	1
481	и оно	1	1
482	нас но	1	1
483	начиная с	1	1
484	не могут	4	1
485	есть только	1	1
486	приобщения к	2	1
487	числе и	1	1
488	силой что	1	1
489	тех же	2	1
490	бы он	1	1
491	на русском	1	1
492	к пониманию	1	1
493	бы ни	1	1
494	должен быть	1	1
495	в европу	1	1
496	не забудем	1	1
497	тому что	2	1
498	с ее	2	1
499	на нем	1	1
500	не могу	1	1
501	только при	2	1
502	важно чтобы	2	1
503	на вершине	3	1
504	нами выше	1	1
505	народы не	1	1
506	чтобы быть	2	1
507	для тех	1	1
508	приводит к	1	1
509	те же	2	1
510	ясно что	8	1
511	в борьбе	1	1
512	всех частей	1	1
513	народа от	2	1
514	часто в	1	1
515	что от	1	1
516	жизнь и	3	1
517	от начала	1	1
518	для этого	7	1
519	из приведенных	1	1
520	стремление к	1	1
521	образом в	3	1
522	находится в	1	1
523	иное как	1	1
524	каждый раз	1	1
525	другом месте	1	1
526	тех кто	5	1
527	в другом	2	1
528	на вопрос	4	1
529	и поэтому	2	1
530	язык и	1	1
531	более высокой	1	1
532	и из	2	1
533	к одному	1	1
534	все его	2	1
535	можно встретить	2	1
536	этих двух	2	1
537	это была	1	1
538	образом мы	1	1
539	к нему	2	1
540	всегда может	1	1
541	между тем	12	1
542	видели выше	1	1
543	на одном	2	1
544	бы поставить	1	1
545	них в	2	1
546	с которыми	2	1
547	но тут	1	1
548	от которого	1	1
549	он есть	1	1
550	в современной	1	1
551	чтобы ответить	1	1
552	быть и	5	1
553	но с	2	1
554	народа они	1	1
555	идет по	1	1
556	выше и	4	1
557	менее в	1	1
558	этот вопрос	2	1
559	друг друга	2	1
560	но позднее	1	1
561	пор не	2	1
562	как нечто	1	1
563	животное то	1	1
564	уже и	3	1
565	те которые	1	1
566	поэтому и	1	1
567	между этими	2	1
568	от них	1	1
569	согласно с	1	1
570	тот или	1	1
571	сильна что	1	1
572	же и	1	1
573	есть в	2	1
574	уже в	1	1
575	если мы	4	1
576	обстоит дело	1	1
577	а это	2	1
578	примеры показывают	1	1
579	но совершенно	1	1
580	из моих	1	1
581	по другим	1	1
582	забудем что	1	1
583	для него	2	1
584	стоит и	1	1
585	отношение к	4	1
586	к ним	2	1
587	может служить	3	1
588	и продолжает	1	1
589	них даже	1	1
590	случае не	1	1
591	и пр	1	1
592	мы возьмем	1	1
593	указание на	1	1
594	им нужно	1	1
595	для того	8	1
596	которое на	1	1
597	смотря по	1	1
598	были бы	1	1
599	в государство	1	1
600	именно как	1	1
601	и даже	1	1
602	а на	1	1
603	или иначе	5	1
604	именно в	5	1
605	что тот	1	1
606	заметить что	1	1
607	в меньшей	1	1
608	животные в	1	1
609	еще и	1	1
610	с другом	9	1
611	кто в	1	1
612	из таких	2	1
613	социальной жизни	4	1
614	европы и	1	1
615	объясняет нам	1	1
616	имя которого	1	1
617	не знает	2	1
618	на которых	1	1
619	остается при	1	1
620	долгое время	1	1
621	на друга	1	1
622	как о	1	1
623	на эту	1	1
624	когда она	1	1
625	лишь только	4	1
626	или с	1	1
627	несмотря на	6	1
628	для этой	1	1
629	есть одно	1	1
630	вступает в	1	1
631	параллель в	1	1
632	что такие	2	1
