N	2gram	Losev_Vesc_1	Narrotol
1	не только	36	26
2	а не	19	17
3	тогда как	1	15
4	но и	18	15
5	при этом	1	14
6	в том	8	14
7	в качестве	1	14
8	и не	29	14
9	в этом	4	13
10	и в	21	13
11	том что	8	13
12	только в	14	11
13	в частности	1	11
14	может быть	16	10
15	в данном	5	10
16	сводится к	2	9
17	так и	3	9
18	к тому	3	9
19	а в	4	9
20	в себе	14	8
21	то что	27	8
22	не в	5	8
23	не может	17	8
24	к себе	4	7
25	у него	2	6
26	в своем	6	6
27	все же	4	6
28	и к	1	6
29	но в	5	6
30	в жизни	3	6
31	никогда не	2	6
32	ничего не	3	6
33	данном случае	2	6
34	можно сказать	6	6
35	а также	1	6
36	в его	2	6
37	того что	8	6
38	со стороны	5	6
39	прежде всего	9	6
40	как бы	12	6
41	жизни в	1	6
42	я не	4	5
43	отличие от	1	5
44	что он	1	5
45	хотя и	4	5
46	в нем	2	5
47	тем не	3	5
48	таким образом	8	5
49	и тем	3	5
50	далеко не	1	5
51	точки зрения	5	5
52	в котором	3	5
53	не столько	1	5
54	тем самым	1	5
55	в то	3	5
56	о том	6	5
57	с одной	3	5
58	с другой	6	5
59	одной стороны	3	5
60	в той	3	5
61	в отличие	1	5
62	я в	2	5
63	то же	6	4
64	в ее	7	4
65	в этой	3	4
66	отнюдь не	5	4
67	перед нами	2	4
68	что это	13	4
69	тому же	1	4
70	в силу	3	4
71	уже не	9	4
72	об этом	3	4
73	и уже	1	4
74	в своей	5	4
75	не к	1	4
76	в конце	2	4
77	не менее	3	4
78	в себя	13	4
79	времени и	1	4
80	если бы	5	4
81	в другом	2	4
82	свидетельствует о	3	4
83	для него	4	4
84	у нее	1	4
85	как и	8	4
86	как это	2	4
87	не является	1	4
88	и все	5	4
89	с ним	8	4
90	же в	1	4
91	и у	3	4
92	жизни и	2	4
93	что в	9	4
94	все что	1	4
95	для себя	5	3
96	самом деле	4	3
97	едва ли	1	3
98	мы имеем	7	3
99	пребывания в	1	3
100	жизни так	1	3
101	с его	1	3
102	но не	5	3
103	что они	6	3
104	как к	4	3
105	все эти	3	3
106	и его	2	3
107	и по	1	3
108	того или	1	3
109	в слове	2	3
110	о которой	2	3
111	и того	2	3
112	что я	24	3
113	тому что	2	3
114	одна из	5	3
115	того чтобы	3	3
116	по своей	2	3
117	этом отношении	1	3
118	той или	2	3
119	и когда	4	3
120	строго говоря	1	3
121	между собой	1	3
122	о котором	1	3
123	о ней	2	3
124	о нем	1	3
125	внимание на	1	3
126	это не	5	3
127	к ней	2	3
128	один из	3	3
129	с ними	3	3
130	никак не	3	3
131	то и	4	3
132	представить себе	1	3
133	как раз	9	3
134	и даже	6	3
135	или иной	1	3
136	только к	2	3
137	да и	3	3
138	с этой	4	3
139	в аспекте	1	3
140	и для	9	3
141	сказать что	17	3
142	к его	1	3
143	и т	19	2
144	мере в	1	2
145	жизни мы	2	2
146	к другому	1	2
147	должна быть	4	2
148	мы не	6	2
149	же как	1	2
150	ему в	1	2
151	в ней	12	2
152	еще не	8	2
153	в чем	6	2
154	на самом	1	2
155	же она	1	2
156	себе и	1	2
157	однако не	2	2
158	увидеть в	1	2
159	могли бы	1	2
160	в самом	9	2
161	себя с	5	2
162	из этих	1	2
163	раз в	1	2
164	на то	4	2
165	что она	15	2
166	именно то	1	2
167	в принципе	1	2
168	которая не	1	2
169	мы его	1	2
170	не будет	12	2
171	той же	2	2
172	себя не	2	2
173	было бы	14	2
174	должен был	1	2
175	со своими	1	2
176	несмотря на	1	2
177	является его	1	2
178	бы на	1	2
179	за которым	1	2
180	с точки	3	2
181	и что	15	2
182	от его	2	2
183	стало быть	1	2
184	но он	2	2
185	и более	1	2
186	однако в	1	2
187	и такого	1	2
188	говорить о	6	2
189	только не	2	2
190	имеем дело	3	2
191	своей природе	1	2
192	потому что	16	2
193	для нас	2	2
194	со своим	7	2
195	с таким	1	2
196	не вполне	2	2
197	у нас	7	2
198	личности в	1	2
199	и здесь	4	2
200	все то	1	2
201	я сам	3	2
202	оно не	3	2
203	но для	2	2
204	и он	1	2
205	подобно тому	4	2
206	то чтобы	3	2
207	что у	5	2
208	можно было	2	2
209	том как	1	2
210	быть может	1	2
211	или иначе	4	2
212	что и	3	2
213	в современной	1	2
214	со всеми	1	2
215	себя в	10	2
216	с нею	18	2
217	в виде	1	2
218	не все	1	2
219	о них	1	2
220	у меня	3	2
221	обратиться к	1	2
222	одно из	1	2
223	могло бы	1	2
224	вовсе не	10	2
225	не случайно	2	2
226	себя но	1	2
227	только на	3	2
228	не обязательно	1	2
229	именно в	1	2
230	а с	3	2
231	в настоящем	2	2
232	говорит о	1	2
233	превращается в	1	2
234	и опять	1	2
235	из наиболее	1	2
236	принадлежит не	1	2
237	зависит от	1	2
238	когда же	1	2
239	в бытии	1	2
240	если не	3	2
241	так же	1	2
242	в него	1	2
243	о чем	1	2
244	в течение	1	2
245	тому как	4	2
246	которое не	1	2
247	а потом	2	2
248	но это	10	2
249	к которому	1	2
250	в результате	3	2
251	своей собственной	1	2
252	собственно говоря	4	2
253	бы в	5	2
254	от всего	12	2
255	хотя бы	6	2
256	только что	2	2
257	в свою	4	2
258	в своих	1	2
259	по поводу	1	2
260	можно назвать	1	2
261	эта новая	1	1
262	границы между	1	1
263	также и	6	1
264	с с	1	1
265	предполагает что	10	1
266	с кем	1	1
267	это и	6	1
268	другому человеку	1	1
269	между двумя	1	1
270	чего не	2	1
271	от самого	1	1
272	из его	2	1
273	ведь и	5	1
274	в зависимости	1	1
275	если я	6	1
276	их жизни	1	1
277	ни у	1	1
278	вопрос о	1	1
279	именно к	1	1
280	но ясно	3	1
281	оба эти	3	1
282	но она	3	1
283	как то	1	1
284	на себя	1	1
285	мы и	1	1
286	зависимости от	1	1
287	и говорить	1	1
288	и самого	1	1
289	предполагает со	1	1
290	проявляет себя	1	1
291	а еще	1	1
292	иное как	7	1
293	быть в	1	1
294	это действительно	1	1
295	во всех	2	1
296	а тем	1	1
297	могло быть	1	1
298	сознания не	1	1
299	в общем	1	1
300	с совершенно	1	1
301	очевидно что	1	1
302	отношение к	1	1
303	не просто	19	1
304	из таких	1	1
305	есть личность	1	1
306	относится к	5	1
307	чем же	3	1
308	наряду с	1	1
309	если она	1	1
310	данный момент	1	1
311	внутри себя	3	1
312	и нет	1	1
313	этой стороны	1	1
314	кто не	3	1
315	в интересующей	1	1
316	они предстают	1	1
317	и как	8	1
318	и наконец	1	1
319	неизмеримо более	1	1
320	более или	1	1
321	себе не	3	1
322	то в	4	1
323	даже если	1	1
324	а есть	2	1
325	в которой	1	1
326	бы и	5	1
327	так или	4	1
328	можно не	1	1
329	поскольку в	1	1
