N	4gram	Losev_Dial_2	KulturaY
1	в то же время	3	3
2	точно так же как	1	2
3	не говоря уже о	2	2
4	и в другом случае	1	1
5	о том что в	1	1
6	заключается в том что	1	1
7	и т д и	2	1
8	и т д не	2	1
9	все более и более	1	1
10	не что иное как	3	1
11	в том смысле как	1	1
12	иметь в виду что	2	1
13	да и то не	1	1
14	в том и в	1	1
15	в связи с этим	1	1
16	в то время как	3	1
17	до тех пор пока	1	1
18	есть не что иное	2	1
19	что на самом деле	1	1
20	том и в другом	1	1
21	и т д в	1	1
22	приводит к тому что	1	1
23	и не только потому	1	1
24	можно ли сказать что	1	1
25	и в том и	1	1
26	с другой стороны эта	1	1
27	сама по себе не	2	1
28	т д и т	2	1
