N	3gram	Bakhtin_Pr_5	Formalny
1	с точки зрения	2	13
2	то же время	10	8
3	в его целом	2	8
4	в то же	10	8
5	на самом деле	9	6
6	до сих пор	1	6
7	в свою очередь	1	6
8	не может быть	3	5
9	по отношению к	6	4
10	во всяком случае	4	4
11	так и в	2	4
12	прежде всего в	1	3
13	бы то ни	3	3
14	в своей статье	1	3
15	может быть и	1	3
16	смысле этого слова	2	3
17	как бы ни	1	3
18	сводится к тому	2	2
19	а вовсе не	1	2
20	и наконец в	2	2
21	в нем и	1	2
22	и не в	2	2
23	и не может	2	2
24	как и все	2	2
25	в строгом смысле	1	2
26	и в каждом	1	2
27	как если бы	1	2
28	в большинстве случаев	2	2
29	но в то	4	2
30	и в этом	2	2
31	все более и	1	2
32	более и более	1	2
33	не только не	1	2
34	друг от друга	1	2
35	может войти в	2	2
36	сама по себе	1	2
37	как мы видели	1	2
38	произведение должно было	1	1
39	художественных функций в	1	1
40	вполне понятно что	2	1
41	или хотя бы	1	1
42	еще далеко не	1	1
43	в точке пересечения	1	1
44	в чем же	1	1
45	всех без исключения	1	1
46	а прежде всего	1	1
47	как и во	1	1
48	в этом смысле	3	1
49	какого бы то	1	1
50	в том и	1	1
51	еще одна очень	1	1
52	так и не	1	1
53	правда как мы	1	1
54	как раз и	2	1
55	оно должно быть	1	1
56	и отчасти с	1	1
57	в том что	2	1
58	же время не	3	1
59	в этом отношении	1	1
60	но для этого	1	1
61	возможно лишь в	1	1
62	резко отличается от	1	1
63	к тому чтобы	2	1
64	со всех сторон	1	1
65	вместе с тем	1	1
66	получается впечатление что	1	1
67	без исключения элементов	1	1
68	раз и навсегда	1	1
69	в данном случае	1	1
70	но уже совсем	1	1
71	до конца и	1	1
72	что на самом	1	1
73	то ни было	3	1
74	в высшей степени	3	1
75	и в то	2	1
76	все это уже	1	1
77	в отличие от	2	1
78	к одному знаменателю	2	1
79	одна очень существенная	1	1
80	и как бы	1	1
81	даже и на	1	1
82	это конечно не	1	1
83	но и с	1	1
84	с другой стороны	3	1
85	в каждом своем	1	1
86	его участие в	1	1
87	не может и	1	1
88	и в том	1	1
89	самом деле оно	2	1
90	в общем не	1	1
91	не могла не	1	1
92	определяется прежде всего	1	1
93	есть еще одна	1	1
94	в эту сторону	1	1
95	между этими двумя	1	1
96	может и не	1	1
97	совершается в пределах	1	1
98	происходит лишь перемещение	1	1
99	друг для друга	1	1
100	не только с	1	1
101	к нему и	4	1
102	с самого начала	8	1
103	и в идеологическом	1	1
104	но все эти	1	1
105	а лишь в	1	1
106	но все же	2	1
107	сочетать его с	1	1
108	но даже и	1	1
109	как мы знаем	2	1
110	по себе но	1	1
111	мог бы быть	1	1
112	к тому что	1	1
113	в отношении к	7	1
114	тем не менее	1	1
115	строгом смысле этого	1	1
116	и может стать	1	1
117	этом смысле можно	1	1
118	что и в	1	1
119	мы увидим что	2	1
120	что он в	2	1
121	о мире а	2	1
122	не приводит в	1	1
123	в пределах одного	5	1
