N	4gram	Vinokur_Ku_1	Myshleni
1	заключается в том что	2	13
2	одно и то же	1	6
3	одного и того же	2	5
4	с этой точки зрения	1	4
5	и то же слово	1	3
6	состоит в том что	3	3
7	можно было бы назвать	1	2
8	нас в том что	1	2
9	убеждает нас в том	1	2
10	которую можно было бы	1	2
11	и во многих других	1	1
12	является то обстоятельство что	1	1
13	оно заключается в том	1	1
14	а с другой стороны	2	1
15	что они разумеют под	1	1
16	точно так же как	1	1
17	свидетельствуют о том что	1	1
18	не что иное как	1	1
19	в собственном смысле слова	1	1
20	в том случае если	1	1
21	что с точки зрения	1	1
22	но во всяком случае	1	1
23	в том что он	3	1
24	также и тогда когда	1	1
25	в том смысле что	1	1
26	стадию в историческом развитии	1	1
27	можно было бы сказать	1	1
28	в том что на	1	1
