N	2gram	Propp_Isto_2	Myshleni
1	в том	6	33
2	том что	7	27
3	то что	12	20
4	в этом	11	19
5	того что	3	17
6	не только	18	15
7	и в	15	15
8	таким образом	7	14
9	что в	12	14
10	того чтобы	2	12
11	говорит он	1	12
12	что он	24	12
13	в самом	1	11
14	в процессе	1	11
15	мы не	3	10
16	в целом	1	10
17	было бы	5	10
18	но и	14	10
19	мы можем	8	10
20	ребенка в	3	10
21	в сущности	2	9
22	о том	3	9
23	связи с	8	9
24	может быть	17	9
25	что мы	3	9
26	не может	5	9
27	не в	7	8
28	никогда не	15	8
29	казалось бы	1	8
30	так и	5	8
31	и что	6	8
32	едва ли	1	7
33	на основе	1	7
34	он не	8	7
35	высшей степени	1	7
36	в высшей	1	7
37	по себе	1	7
38	к тому	5	7
39	тот же	1	7
40	с одной	4	7
41	потому что	9	7
42	мы знаем	11	7
43	одной стороны	3	7
44	как бы	6	7
45	и не	11	7
46	самом деле	2	6
47	в зависимости	1	6
48	мы уже	6	6
49	зависимости от	1	6
50	по отношению	3	6
51	в этой	4	6
52	в истории	1	6
53	мы должны	4	6
54	и к	1	6
55	что это	6	6
56	как он	3	6
57	на то	3	6
58	как и	2	6
59	мы видели	2	6
60	что эта	2	6
61	как мы	1	6
62	в виду	2	6
63	но в	6	6
64	по этому	1	6
65	если мы	1	6
66	вовсе не	1	6
67	с другой	2	6
68	к которому	5	6
69	там где	1	6
70	в частности	1	6
71	вместе с	7	6
72	как это	3	6
73	в связи	5	6
74	сказать что	2	6
75	показать что	2	5
76	то же	10	5
77	полагает что	1	5
78	вопрос о	4	5
79	видели что	3	5
80	говорит что	3	5
81	уже в	2	5
82	приводит к	2	5
83	это не	2	5
84	можно было	5	5
85	связь между	1	5
86	этот вопрос	1	5
87	и их	2	5
88	друг друга	1	5
89	представление о	2	5
90	и др	4	5
91	по существу	2	5
92	отношению к	3	5
93	связана с	6	4
94	хотя бы	2	4
95	что его	1	4
96	с его	1	4
97	знаем об	1	4
98	из этих	3	4
99	как в	5	4
100	все же	9	4
101	в которой	2	4
102	в них	1	4
103	несмотря на	1	4
104	в эту	2	4
105	в своей	1	4
106	от его	1	4
107	к этому	1	4
108	их в	2	4
109	даже в	1	4
110	того как	4	4
111	и его	3	4
112	в совершенно	1	4
113	и с	4	4
114	мы могли	2	4
115	на вопрос	2	4
116	мы видим	8	4
117	так как	14	4
118	только в	6	4
119	который в	1	4
120	в качестве	3	4
121	для всех	1	4
122	при помощи	2	4
123	а с	2	4
124	прежде всего	5	4
125	ребенка и	2	4
126	так же	13	4
127	все это	3	4
128	поэтому что	1	4
129	для нас	4	4
130	а в	12	4
131	в объяснении	1	3
132	на самом	2	3
133	для которого	1	3
134	мы имеем	15	3
135	и ее	2	3
136	что можно	1	3
137	он сам	1	3
138	должны были	8	3
139	что они	10	3
140	с этим	5	3
141	смысле этого	2	3
142	когда он	3	3
143	животных и	1	3
144	он в	3	3
145	все эти	4	3
146	но на	1	3
147	это представление	1	3
148	что она	5	3
149	при этом	4	3
150	что у	2	3
151	состоит в	2	3
152	и по	2	3
153	свое имя	1	3
154	об этом	11	3
155	с другими	2	3
156	во время	2	3
157	в которых	2	3
158	такое объяснение	1	3
159	но эта	1	3
160	при рассмотрении	1	3
161	детей в	8	3
162	может рассматриваться	1	3
163	что при	5	3
164	и это	3	3
165	с собой	1	3
166	орудий и	1	3
167	с ним	1	3
168	ничего не	7	3
169	этому поводу	1	3
170	и только	2	3
171	одной из	4	3
172	но не	2	3
173	вот почему	1	3
174	рассматриваться как	1	3
175	из них	2	3
176	отличие от	1	3
177	со стороны	1	3
178	в отличие	1	3
179	ничем не	1	3
180	а не	5	3
181	он говорит	1	3
182	этого слова	1	3
183	только для	1	3
184	он на	1	3
185	или в	2	3
186	в результате	1	3
187	лежит в	1	3
188	из тех	1	3
189	чем это	1	3
190	к этой	4	3
191	не можем	1	3
192	тем самым	2	3
193	они не	4	3
194	же как	5	2
195	увидим ниже	4	2
196	и есть	5	2
197	в котором	5	2
198	отношений которые	1	2
199	той же	2	2
200	имеет свою	1	2
201	говорить о	1	2
202	принадлежит к	2	2
203	в их	3	2
204	во всех	2	2
205	важно отметить	2	2
206	не то	1	2
207	друг от	1	2
208	еще один	1	2
209	отнюдь не	1	2
210	в течение	1	2
211	как говорит	1	2
212	наряду с	6	2
213	перед нами	2	2
214	вопросом о	1	2
215	и как	1	2
216	его к	1	2
217	он находится	1	2
218	следующим образом	1	2
219	самое важное	1	2
220	увидим что	3	2
221	есть ли	2	2
222	от этого	1	2
223	за собой	1	2
224	к чему	2	2
225	представляет собой	5	2
226	в себе	4	2
227	после этого	4	2
228	показал как	1	2
229	уже видели	4	2
230	свою собственную	1	2
231	он должен	2	2
232	в силу	2	2
233	и более	2	2
234	к ребенку	1	2
235	друг с	1	2
236	подобно тому	3	2
237	в другом	9	2
238	на этой	2	2
239	развития на	1	2
240	ни в	2	2
241	он является	2	2
242	нисколько не	2	2
243	в этих	11	2
244	но если	3	2
245	прийти к	1	2
246	всякий раз	1	2
247	и той	1	2
248	нас к	1	2
249	сам с	1	2
250	с которой	2	2
251	этого же	1	2
252	находится в	2	2
253	вопрос не	1	2
254	под этим	1	2
255	этих двух	1	2
256	к ней	2	2
257	во всем	1	2
258	до лет	2	2
259	что на	1	2
260	с другом	1	2
261	к себе	2	2
262	меня на	1	2
263	не могут	1	2
264	могут быть	2	2
265	во все	1	2
266	но все	5	2
267	в других	3	2
268	как только	1	2
269	его с	1	2
270	указывает на	1	2
271	должен быть	1	2
272	он прежде	1	2
273	бы что	1	2
274	с ее	2	2
275	от друга	1	2
276	без всякого	1	2
277	в себя	3	2
278	за то	1	2
279	живет в	2	2
280	другом месте	2	2
281	а также	2	2
282	с целью	1	2
283	раньше чем	3	2
284	в его	6	2
285	что и	6	2
286	в другой	4	2
287	и можно	1	2
288	что здесь	4	2
289	приведенных выше	1	2
290	в стороне	1	2
291	вопрос об	1	2
292	и других	1	2
293	в одном	5	2
294	но что	1	2
295	у него	4	2
296	заметить что	2	2
297	тем что	4	2
298	и из	2	2
299	именно в	2	2
300	в некоторых	2	2
301	на которых	1	2
302	но никогда	1	2
303	когда она	3	2
304	связь с	4	2
305	наталкивается на	1	2
