N	2gram	Trubetskoy_1	Tragedij
1	и в	14	18
2	в этом	17	9
3	не только	9	8
4	он сам	3	7
5	и с	7	7
6	и на	5	7
7	может быть	9	7
8	как бы	4	7
9	и не	19	7
10	но в	2	6
11	же время	10	6
12	что он	6	6
13	у него	2	6
14	то же	11	5
15	все же	4	5
16	что это	3	5
17	это не	1	5
18	как и	4	5
19	несмотря на	3	5
20	в то	10	5
21	так и	1	5
22	не может	22	5
23	он всегда	1	4
24	еще не	3	4
25	в себе	9	4
26	в этой	4	4
27	в нем	5	4
28	об этом	1	4
29	том что	9	4
30	и что	2	4
31	но и	10	4
32	и даже	2	4
33	прежде всего	8	4
34	так же	2	4
35	но это	2	4
36	все это	6	4
37	что в	4	4
38	и все	1	4
39	то что	13	4
40	но главное	1	3
41	в мире	4	3
42	отнюдь не	7	3
43	в своем	6	3
44	и как	3	3
45	все эти	2	3
46	при этом	5	3
47	то есть	1	3
48	должно быть	3	3
49	тем самым	2	3
50	что с	2	3
51	с ее	1	3
52	мог бы	1	3
53	с ним	2	3
54	к нему	2	3
55	в его	4	3
56	один из	1	3
57	для него	6	3
58	в конце	3	3
59	как будто	2	3
60	как это	1	3
61	вряд ли	3	2
62	что эти	1	2
63	и за	1	2
64	никогда не	5	2
65	и то	4	2
66	он был	1	2
67	не был	1	2
68	но этого	1	2
69	столь же	1	2
70	ее к	1	2
71	не просто	2	2
72	так что	2	2
73	перед нами	1	2
74	имеет в	1	2
75	в самом	3	2
76	то и	1	2
77	он не	5	2
78	но все	1	2
79	что все	3	2
80	его в	4	2
81	в глазах	2	2
82	ни в	2	2
83	с тем	6	2
84	любви и	1	2
85	вопрос о	5	2
86	не в	4	2
87	одна из	3	2
88	в русском	1	2
89	не могут	4	2
90	к тому	7	2
91	и это	1	2
92	но при	1	2
93	в ее	1	2
94	данном случае	3	2
95	не за	1	2
96	о том	7	2
97	что и	3	2
98	в том	17	2
99	даже если	2	2
100	уже не	2	2
101	в виде	3	2
102	не так	2	2
103	в известной	1	2
104	друг друга	3	2
105	тем что	3	2
106	как же	1	2
107	только к	3	2
108	до конца	1	2
109	ничем не	1	2
110	но особенно	1	2
111	в данном	7	2
112	потому что	5	2
113	личности и	1	2
114	что князь	1	2
115	в частности	2	2
116	в таком	2	2
117	точно так	2	2
118	требовать от	1	1
119	а между	5	1
120	ту же	1	1
121	и т	3	1
122	в сфере	1	1
123	он считает	1	1
124	самом деле	7	1
125	силы и	1	1
126	к своей	1	1
127	это и	1	1
128	на деле	1	1
129	и есть	2	1
130	что когда	1	1
131	если другой	1	1
132	исходит из	1	1
133	должна быть	2	1
134	смотреть на	4	1
135	для достижения	1	1
136	его практическую	1	1
137	всегда быть	1	1
138	на себя	2	1
139	очень скоро	1	1
140	событий и	1	1
141	в ней	2	1
142	между собой	5	1
143	или от	2	1
144	это же	1	1
145	во всех	5	1
146	но не	4	1
147	отказ от	1	1
148	но как	1	1
149	значение и	1	1
150	тогда как	2	1
151	всю эту	2	1
152	в истории	1	1
153	что ее	1	1
154	мысль о	1	1
155	и наконец	2	1
156	силе и	1	1
157	то в	3	1
158	со своей	1	1
159	в которой	1	1
160	бы не	1	1
161	всего необходимо	1	1
162	только один	1	1
163	все боятся	1	1
164	если он	1	1
165	не могла	1	1
166	и если	7	1
167	вообще не	1	1
168	чем для	1	1
169	творца и	1	1
170	одному из	2	1
171	к одному	1	1
172	не к	2	1
173	в россии	6	1
174	так часто	2	1
175	никому не	1	1
176	и по	3	1
177	таким образом	11	1
178	здесь мы	1	1
179	факт что	2	1
180	за то	2	1
181	в другом	3	1
182	единственное что	1	1
183	на все	1	1
184	лишь в	3	1
185	заключается в	1	1
186	мира сего	1	1
187	быть не	1	1
188	а это	1	1
189	никакой роли	1	1
190	такое соединение	2	1
191	был вполне	1	1
192	борьбе за	1	1
193	этого не	2	1
194	а за	1	1
195	со своими	1	1
196	которой он	4	1
197	для чего	1	1
198	перед собой	1	1
199	но если	3	1
200	и при	6	1
201	в своей	5	1
202	в такой	1	1
203	где мы	1	1
204	в котором	2	1
205	не столько	1	1
206	представление о	1	1
207	должны были	1	1
208	стало быть	1	1
