N	2gram	Nazirov_Tr_1	Istorich
1	и т	1	27
2	и в	18	26
3	так же	4	18
4	т е	1	18
5	то что	4	16
6	не только	8	15
7	может быть	7	14
8	что в	4	14
9	но и	4	12
10	так и	5	10
11	таким образом	1	10
12	и его	6	10
13	что он	6	10
14	все же	5	9
15	его в	2	9
16	что и	2	9
17	и не	7	9
18	то же	5	8
19	я тебе	2	7
20	в этом	9	7
21	он не	2	7
22	об этом	4	7
23	как и	5	7
24	как в	3	7
25	и то	2	6
26	еще не	4	6
27	как он	1	6
28	могут быть	1	6
29	в дальнейшем	5	6
30	к нему	3	6
31	мы видим	1	6
32	потому что	2	6
33	а не	1	6
34	не может	5	6
35	вместе с	1	6
36	в иной	1	6
37	это и	1	5
38	но не	1	5
39	эта связь	1	5
40	и как	3	5
41	но в	6	5
42	уже не	2	5
43	и по	1	5
44	с собой	1	5
45	но все	2	5
46	в другом	1	5
47	и с	7	5
48	это не	5	5
49	не в	2	5
50	точно так	2	5
51	ничего не	2	5
52	как мы	1	5
53	и здесь	2	5
54	и что	4	5
55	в его	3	5
56	с ними	1	5
57	в одном	2	5
58	у него	6	5
59	тем что	2	5
60	и др	1	5
61	в точности	1	5
62	вопрос о	2	4
63	на себя	1	4
64	тогда как	1	4
65	не просто	2	4
66	он в	1	4
67	но он	1	4
68	три года	1	4
69	в своей	1	4
70	но эта	2	4
71	что этот	2	4
72	того как	1	4
73	указывает на	1	4
74	о том	2	4
75	и даже	4	4
76	которых можно	1	4
77	а на	1	4
78	а по	1	4
79	например в	1	3
80	из трех	1	3
81	этого мотива	1	3
82	к своей	1	3
83	перед нами	2	3
84	все эти	3	3
85	и если	1	3
86	что она	2	3
87	при этом	3	3
88	на земле	1	3
89	а затем	1	3
90	не мог	2	3
91	том что	4	3
92	и при	1	3
93	по сравнению	1	3
94	как это	3	3
95	что эта	1	3
96	не имеет	2	3
97	на котором	1	3
98	во всем	1	3
99	связи с	1	3
100	к себе	1	3
101	и он	3	3
102	она не	1	3
103	данном случае	2	3
104	в образе	6	3
105	на вопрос	1	3
106	но мы	1	3
107	с того	1	3
108	а также	1	3
109	в том	2	3
110	только в	1	3
111	как нечто	1	3
112	человека с	1	3
113	о чем	3	3
114	в данном	2	3
115	сравнению с	1	3
116	наряду с	1	3
117	как бы	7	3
118	так создается	1	3
119	этом случае	1	3
120	для нас	1	3
121	но это	4	3
122	только что	1	3
123	своего отца	3	3
124	он всегда	4	3
125	к этой	1	3
126	что образ	3	2
127	он показывает	1	2
128	и есть	1	2
129	должна быть	1	2
130	и за	2	2
131	а как	2	2
132	ему в	1	2
133	или от	1	2
134	к ним	1	2
135	отношение к	2	2
136	тут же	2	2
137	в этой	4	2
138	в истории	1	2
139	вот как	1	2
140	в своем	3	2
141	говорит что	2	2
142	сливается с	1	2
143	что это	5	2
144	в целом	4	2
145	представляет собой	1	2
146	право на	1	2
147	в себе	4	2
148	в нем	4	2
149	не к	1	2
150	содержит в	1	2
151	на этом	1	2
152	здесь мы	1	2
153	лишь в	1	2
154	хотя бы	1	2
155	известно что	1	2
156	он же	1	2
157	этого не	1	2
158	с тем	2	2
159	которой он	1	2
160	и их	1	2
161	человеком и	1	2
162	знает и	1	2
163	что я	4	2
164	тем не	1	2
165	все это	4	2
166	по себе	1	2
167	не менее	1	2
168	это мы	1	2
169	одна из	2	2
170	по своей	1	2
171	что на	1	2
172	в области	1	2
173	не могут	2	2
174	его с	1	2
175	это происходит	1	2
176	не есть	1	2
177	никогда не	2	2
178	и на	7	2
179	в самую	2	2
180	после того	1	2
181	связь между	1	2
182	в форме	1	2
183	того что	1	2
184	он стал	1	2
185	это же	1	2
186	так что	2	2
187	уже в	3	2
188	чтобы он	1	2
189	в виде	2	2
190	есть в	1	2
191	ни в	2	2
192	могло бы	1	2
193	с этими	1	2
194	не случайно	2	2
195	в особенности	1	2
196	говорит о	2	2
197	на этот	1	2
198	со мной	2	2
199	он просит	1	2
200	его как	1	2
201	точности соответствует	1	2
202	только теперь	1	2
203	с помощью	1	2
204	в частности	2	2
205	мы опять	1	2
206	и вот	1	2
207	этого слова	1	2
208	смысле этого	1	2
209	с этой	1	2
210	есть и	1	2
211	это уже	2	2
212	в связи	1	2
213	от него	1	2
214	и все	4	2
215	превратился в	1	2
216	но этот	1	2
217	вряд ли	2	1
218	эта новая	1	1
219	обращается в	1	1
220	силы и	1	1
221	даже если	2	1
222	почти не	1	1
223	что эти	2	1
224	над которым	1	1
225	века в	1	1
226	и могут	1	1
227	той же	1	1
228	оттого что	1	1
229	поле в	1	1
230	не вполне	1	1
231	есть необходимость	1	1
232	затем он	1	1
233	и сыном	1	1
234	в ней	1	1
235	было до	1	1
236	он был	2	1
237	на них	1	1
238	он сам	7	1
239	в чем	1	1
240	во всех	1	1
241	все по	1	1
242	но как	1	1
243	а он	1	1
244	и я	2	1
245	тебе и	1	1
246	как говорит	2	1
247	что именно	1	1
248	все как	1	1
249	и наконец	1	1
250	имеет в	2	1
251	и хотя	1	1
252	роль его	1	1
253	имеет своих	1	1
254	то и	2	1
255	не могла	1	1
256	чтобы установить	1	1
257	жизнью и	2	1
258	вообще не	1	1
259	одному из	1	1
260	которой не	1	1
261	понял что	1	1
262	не как	1	1
263	так часто	1	1
264	старика и	1	1
265	никому не	1	1
266	за то	1	1
267	им как	1	1
268	в ход	1	1
269	на ту	1	1
270	на все	1	1
271	знает что	2	1
272	дома и	2	1
273	он есть	1	1
274	ты мне	1	1
275	эти же	1	1
276	этом мы	1	1
277	но уже	1	1
278	в них	1	1
279	этого персонажа	1	1
280	со своими	1	1
281	перестает быть	1	1
282	с такой	1	1
283	в развитии	1	1
284	но я	1	1
285	или вообще	1	1
286	так вдруг	1	1
287	этой связи	1	1
288	в котором	1	1
289	то для	1	1
290	должны были	1	1
291	дается в	1	1
292	отцом и	2	1
293	того кто	1	1
294	тому что	1	1
295	это его	1	1
296	так он	1	1
297	вплоть до	1	1
298	с особой	1	1
299	в то	5	1
300	виду не	1	1
301	облекается в	1	1
302	ранней стадии	1	1
303	только нет	1	1
304	новой формации	1	1
305	да мне	1	1
306	в русском	2	1
307	к ней	1	1
308	камень и	1	1
309	и глаза	1	1
310	мы бы	1	1
311	сел на	1	1
312	одним из	1	1
313	iii и	1	1
314	один раз	1	1
315	в момент	1	1
316	зеленый листок	1	1
317	его за	2	1
318	к тому	2	1
319	а что	2	1
320	не случайное	1	1
321	что при	1	1
322	где он	1	1
323	в сибири	1	1
324	с образом	1	1
325	и это	2	1
326	с ее	3	1
327	и служит	1	1
328	на другой	1	1
329	роль в	1	1
330	ли есть	1	1
331	по спине	1	1
332	является необходимой	1	1
333	в глаза	2	1
