N	3gram	Bakhtin_Pr_1	Problema
1	о том что	1	9
2	с точки зрения	13	8
3	в том что	6	8
4	в конце концов	5	6
5	с другой стороны	3	5
6	по крайней мере	1	4
7	в настоящее время	1	3
8	в этом смысле	10	3
9	точно так же	1	3
10	может быть только	1	3
11	и в частности	1	3
12	то время как	1	3
13	как будто бы	1	3
14	все же не	2	3
15	в то время	1	3
16	можно сказать что	1	3
17	потому что он	1	2
18	как и у	1	2
19	дело в том	1	2
20	по отношению к	8	2
21	том что он	4	2
22	до сих пор	2	2
23	бы то ни	2	2
24	то и другое	1	2
25	в данном случае	2	2
26	потому что именно	1	2
27	не может быть	4	2
28	во всяком случае	3	2
29	и никогда не	1	2
30	но все же	2	2
31	тех или иных	1	2
32	для того чтобы	1	2
33	бы ни были	1	1
34	конце концов так	1	1
35	все в нем	1	1
36	что в результате	1	1
37	человека но не	2	1
38	хотя и не	1	1
39	то что я	1	1
40	здесь конечно не	2	1
41	зависит от того	1	1
42	точки зрения которого	1	1
43	во что бы	1	1
44	на самом деле	4	1
45	как и его	1	1
46	в самом деле	2	1
47	в своей работе	1	1
48	в нем и	1	1
49	он все же	1	1
50	как раз и	3	1
51	тому что в	1	1
52	не входит в	3	1
53	потому что у	1	1
54	между тем как	4	1
55	а так как	1	1
56	в этом отношении	3	1
57	но это не	2	1
58	можно было бы	2	1
59	себе самом и	4	1
60	этом смысле он	1	1
61	что бы то	1	1
62	не потому что	1	1
63	но в то	5	1
64	не только в	2	1
65	то ни было	1	1
66	на первый взгляд	1	1
67	то ни стало	1	1
68	вмещается в пределы	1	1
69	и в этом	5	1
70	это не так	1	1
71	конце концов не	1	1
72	не только как	1	1
73	совсем другой вопрос	1	1
74	а вовсе не	1	1
75	этой точки зрения	1	1
76	в этом произведении	1	1
77	то же время	9	1
78	по себе а	1	1
79	может быть это	1	1
80	так и в	1	1
81	все же остается	1	1
82	это и есть	1	1
83	у него есть	1	1
84	с самого начала	1	1
85	и превращается в	1	1
86	в большинстве случаев	2	1
87	в то же	9	1
88	сама по себе	1	1
89	ведь то что	1	1
90	но не только	1	1
91	и т д	1	1
92	до самого последнего	1	1
