N	3gram	Medvedev_F_1	Narrotol
1	в том что	1	8
2	с одной стороны	4	7
3	по отношению к	4	6
4	в том числе	1	6
5	в отличие от	1	5
6	не может быть	5	5
7	том числе и	1	4
8	и не в	2	4
9	в данном случае	1	4
10	с другой стороны	1	4
11	но все же	1	4
12	состоит в том	1	3
13	бы то ни	3	3
14	в этом отношении	1	3
15	то ни было	1	3
16	тем не менее	1	3
17	и тем самым	1	3
18	то же время	8	3
19	в свою очередь	6	3
20	в то же	8	3
21	именно в том	1	2
22	не может не	1	2
23	более или менее	6	2
24	так и не	1	2
25	с точки зрения	13	2
26	сами по себе	2	2
27	так же как	1	2
28	в связи с	2	2
29	этой точки зрения	1	2
30	того или иного	2	2
31	в отвлечении от	1	2
32	не сводится к	2	2
33	мог бы быть	1	2
34	так или иначе	1	2
35	по своей природе	1	1
36	или хотя бы	1	1
37	своим следствием то	1	1
38	это то что	1	1
39	не могло не	2	1
40	всех без исключения	1	1
41	прежде всего в	3	1
42	на самом деле	6	1
43	в этом смысле	1	1
44	литературы а не	1	1
45	не мешает ему	1	1
46	же как и	1	1
47	до сих пор	6	1
48	тот или иной	1	1
49	и в то	1	1
50	по аналогии с	3	1
51	к тому чтобы	1	1
52	оно еще не	1	1
53	произведения в его	1	1
54	с этой точки	1	1
55	такого подхода к	1	1
56	может быть и	3	1
57	то что было	1	1
58	может и не	1	1
59	не могло быть	1	1
60	следствием то что	1	1
61	и для любого	1	1
62	и с точки	1	1
63	а также и	1	1
64	и как бы	1	1
65	жизни не только	1	1
66	а не как	1	1
67	так и от	1	1
68	как мы увидим	2	1
69	все то что	1	1
70	по себе не	1	1
71	лишь одной из	1	1
72	так и в	4	1
73	в том чтобы	2	1
74	может показаться что	1	1
75	становления и развития	1	1
76	как своего рода	1	1
77	не с точки	1	1
78	друг от друга	2	1
79	произведение в его	2	1
80	этого слова а	1	1
81	тех или иных	1	1
82	в отрыве от	1	1
83	как мы видели	2	1
