N	2gram	Bakhtin_Fr_2	Analitik
1	в этом	15	18
2	не только	17	16
3	и в	49	16
4	в частности	1	16
5	так и	6	15
6	как и	11	14
7	своего рода	1	12
8	но и	13	12
9	и не	15	12
10	том что	4	12
11	в том	3	12
12	в качестве	2	11
13	при этом	5	10
14	могут быть	2	10
15	а не	1	10
16	как бы	11	10
17	в этой	10	9
18	лишь в	4	9
19	ничего не	2	9
20	в пределах	2	9
21	и даже	2	9
22	на уровне	1	9
23	то есть	32	9
24	в целом	1	8
25	и т.п	11	8
26	особенно в	2	7
27	в игре	1	7
28	к тому	1	7
29	о том	3	7
30	в себе	4	7
31	то что	6	7
32	в самом	3	6
33	и на	17	6
34	но в	4	6
35	в мире	2	6
36	может быть	5	6
37	с другой	4	6
38	и к	4	5
39	с одной	3	5
40	говорит о	1	5
41	того же	1	4
42	по преимуществу	2	4
43	в сущности	8	4
44	но не	5	4
45	по отношению	1	4
46	за пределы	2	4
47	как в	1	4
48	в своем	5	4
49	хотя и	2	4
50	в себя	6	4
51	он в	1	4
52	на этом	1	4
53	то же	7	4
54	для него	9	4
55	точки зрения	6	4
56	не в	1	4
57	в конце	2	4
58	только не	1	4
59	имеет место	1	4
60	не менее	1	4
61	во второй	1	4
62	можно сказать	2	4
63	во всех	6	4
64	только в	13	4
65	и его	17	4
66	у него	2	4
67	как раз	1	4
68	игры и	2	4
69	одной стороны	3	4
70	не может	7	4
71	и особенно	3	4
72	и смерти	5	4
73	этом случае	1	4
74	о его	1	4
75	все это	9	4
76	в один	1	4
77	отношению к	1	4
78	и то	1	3
79	в их	2	3
80	мы имеем	1	3
81	со смертью	2	3
82	проявляется в	1	3
83	не был	3	3
84	в центре	1	3
85	что касается	2	3
86	в нашем	2	3
87	на его	2	3
88	ключ к	2	3
89	и сам	1	3
90	содержит в	2	3
91	его от	1	3
92	подобно тому	2	3
93	несмотря на	3	3
94	автора и	2	3
95	не мог	1	3
96	в эту	5	3
97	место в	3	3
98	на фоне	2	3
99	случае в	1	3
100	как о	1	3
101	никогда не	5	3
102	тем что	4	3
103	этом отношении	3	3
104	как мы	7	3
105	можно было	3	3
106	если бы	1	3
107	воли и	1	3
108	и т.д	2	3
109	одного из	2	3
110	того или	1	3
111	что и	1	3
112	и все	3	3
113	одной из	2	3
114	с ними	1	3
115	так что	1	3
116	есть в	2	3
117	борьбы с	1	3
118	из них	3	3
119	только на	1	3
120	именно в	6	3
121	было бы	3	3
122	и за	2	3
123	или иного	1	3
124	тому как	2	3
125	и одновременно	1	3
126	романа в	1	3
127	бы в	1	3
128	прежде всего	19	3
129	а в	4	3
130	на смену	1	3
131	по поводу	2	3
132	отношения к	4	2
133	перед лицом	2	2
134	и до	4	2
135	той же	1	2
136	и он	1	2
137	еще не	2	2
138	он был	2	2
139	на основе	2	2
140	в общем	1	2
141	в значительной	3	2
142	в противоположность	2	2
143	с их	6	2
144	на то	2	2
145	вследствие этого	2	2
146	он не	1	2
147	таким образом	7	2
148	значительной степени	2	2
149	в одну	2	2
150	а затем	3	2
151	что все	1	2
152	на этой	2	2
153	на протяжении	7	2
154	он и	1	2
155	еще в	2	2
156	в этих	4	2
157	в своей	5	2
158	в котором	1	2
159	с точки	5	2
160	теми же	1	2
161	в устах	2	2
162	даже в	3	2
163	она не	1	2
164	в то	6	2
165	текста и	1	2
166	же время	6	2
167	так например	2	2
168	к читателю	1	2
169	всего в	1	2
170	роль в	5	2
171	с ее	3	2
172	языка и	1	2
173	в борьбе	1	2
174	с ним	4	2
175	и смерть	1	2
176	что в	2	2
177	в произведении	2	2
178	о своей	1	2
179	его в	1	2
180	и во	4	2
181	на всех	1	2
182	в его	18	2
183	борьбе с	1	2
184	или напротив	1	2
185	того что	1	2
186	один из	7	2
187	целого и	2	2
188	не есть	1	2
189	ни с	1	2
190	одно из	1	2
191	и их	1	2
192	в одном	3	2
193	вовсе не	10	2
194	не о	1	2
195	здесь в	6	2
196	превращается в	3	2
197	на этот	1	2
198	одну из	2	2
199	о чем	3	2
200	реальности в	1	2
201	вступает в	1	2
202	вместе с	2	2
203	так же	2	2
204	к своему	1	2
205	такого рода	2	2
206	по существу	2	2
207	ты не	1	2
208	здравого смысла	2	2
209	и для	1	2
210	еще более	1	2
211	сказать что	6	2
212	другой стороны	3	2
213	все что	2	2
214	к этому	1	2
215	также его	1	1
216	как известно	2	1
217	ко всем	1	1
218	также и	3	1
219	выражения в	1	1
220	самом деле	1	1
221	между всеми	1	1
222	этого мира	1	1
223	здесь и	1	1
224	действительности и	1	1
225	свой мир	1	1
226	мы уже	6	1
227	есть не	1	1
228	на первом	3	1
229	они могут	1	1
230	сущности это	1	1
231	почти все	3	1
232	не вполне	1	1
233	почти исключительно	1	1
234	я не	1	1
235	диалога в	2	1
236	но даже	2	1
237	всех сторон	1	1
238	и самого	1	1
239	в чем	1	1
240	и мира	1	1
241	начале и	1	1
242	и всего	1	1
243	сил и	1	1
244	в противовес	1	1
245	тех же	2	1
246	почти до	1	1
247	а и	1	1
248	и надежды	1	1
249	один и	1	1
250	независимо от	1	1
251	в художественном	2	1
252	однако не	1	1
253	тех случаях	1	1
254	одного текста	1	1
255	и наконец	1	1
256	и тот	1	1
257	тем же	1	1
258	есть на	1	1
259	со своей	1	1
260	в которой	1	1
261	всего романа	1	1
262	бы с	1	1
263	все эти	7	1
264	жизни так	1	1
265	эти более	1	1
266	бы не	1	1
267	из этих	5	1
268	раз в	3	1
269	по форме	1	1
270	смеха в	6	1
271	и те	1	1
