N	2gram	Vygotskiy__2	Mirosoze
1	может быть	18	30
2	не только	12	29
3	и в	32	28
4	не может	17	28
5	но и	10	25
6	а не	7	25
7	он не	6	24
8	в этом	13	20
9	не было	2	18
10	не в	8	16
11	потому что	21	16
12	в ней	5	15
13	в своей	3	15
14	переходит в	1	15
15	человека и	1	14
16	никогда не	9	14
17	до конца	3	14
18	творчество достоевского	1	13
19	в нем	4	13
20	и он	3	12
21	и достоевский	1	12
22	и это	4	12
23	в самом	12	11
24	для него	1	11
25	и не	10	11
26	в творчестве	4	10
27	было бы	11	10
28	что в	20	10
29	прежде всего	1	10
30	что он	13	10
31	был бы	1	10
32	и все	4	10
33	с тем	11	9
34	но он	3	9
35	и его	7	9
36	не есть	1	9
37	в его	2	9
38	есть лишь	1	9
39	из самых	2	8
40	человеке и	1	8
41	в котором	1	8
42	но не	2	8
43	в достоевском	1	8
44	но в	3	7
45	в себе	2	7
46	быть может	1	7
47	в конце	3	7
48	в самой	2	7
49	к нему	2	7
50	того что	8	7
51	нет ничего	1	7
52	о достоевском	1	7
53	и на	5	6
54	он сам	1	6
55	в которой	2	6
56	в этой	6	6
57	все в	1	6
58	только в	7	6
59	вместе с	2	6
60	все это	5	6
61	в том	37	6
62	если он	1	5
63	это не	2	5
64	как и	10	5
65	что есть	1	5
66	не могут	3	5
67	то что	21	5
68	мира и	1	5
69	смысле слова	1	4
70	отношения к	1	4
71	или к	1	4
72	это и	1	4
73	и этот	2	4
74	есть не	4	4
75	отношение к	2	4
76	за пределы	1	4
77	увидим что	2	4
78	чем его	1	4
79	не к	3	4
80	не как	3	4
81	и по	4	4
82	должен был	2	4
83	в них	2	4
84	в этих	2	4
85	точки зрения	17	4
86	в их	3	4
87	в которых	3	4
88	до самой	2	4
89	к ней	1	4
90	она не	2	4
91	что и	17	4
92	значит что	3	4
93	один из	3	4
94	уже не	1	4
95	а в	4	4
96	тем что	9	4
97	в любви	1	4
98	всю жизнь	2	4
99	и там	1	4
100	с этой	4	4
101	от него	1	4
102	его не	1	3
103	преступления и	1	3
104	с его	2	3
105	с этим	4	3
106	когда он	10	3
107	бы и	3	3
108	на том	2	3
109	этот процесс	1	3
110	и вот	3	3
111	на этом	3	3
112	заключает в	2	3
113	и с	4	3
114	то есть	21	3
115	его в	1	3
116	в жизни	4	3
117	только одно	1	3
118	духовной жизни	1	3
119	достоевского но	1	3
120	том что	21	3
121	но если	1	3
122	не имеет	4	3
123	ничего не	4	3
124	к тому	7	3
125	все противоречия	1	3
126	в ее	2	3
127	с собой	1	3
128	все его	1	3
129	в него	2	3
130	это очень	2	3
131	конечно не	1	3
132	не так	2	3
133	и их	3	3
134	так как	12	3
135	человека а	1	3
136	себя и	1	3
137	я хочу	1	3
138	ко всем	1	3
139	судьбе человека	1	3
140	это есть	1	3
141	для человека	1	3
142	это значит	3	3
143	должно быть	1	3
144	он должен	1	3
145	потому не	1	3
146	для нас	2	3
147	интерес к	2	3
148	хотя бы	3	3
149	будто бы	1	3
150	в свете	2	3
151	мы увидим	1	3
152	с новыми	1	2
153	одним из	1	2
154	также и	2	2
155	чтобы не	1	2
156	не остается	2	2
157	не хочет	1	2
158	высшей степени	1	2
159	а как	1	2
160	от созерцания	1	2
161	время как	3	2
162	в виду	3	2
163	не иметь	1	2
164	литературы и	1	2
165	и много	1	2
166	себе и	2	2
167	относится к	3	2
168	в истории	1	2
169	как в	9	2
170	к новому	1	2
171	все же	4	2
172	и как	7	2
173	и к	3	2
174	и у	2	2
175	он в	3	2
176	все эти	7	2
177	бы не	2	2
178	приводит к	1	2
179	только один	1	2
180	вообще не	1	2
181	как он	2	2
182	если бы	6	2
183	приходят к	1	2
184	не значит	2	2
185	страдания и	1	2
186	в россии	1	2
187	проблемы и	1	2
188	людей и	1	2
189	этом он	1	2
190	и позор	1	2
191	и мы	6	2
192	ли может	1	2
193	романы достоевского	1	2
194	чем в	1	2
195	которую он	1	2
196	начинает с	2	2
197	место в	2	2
198	ближе чем	1	2
199	от его	1	2
200	сих пор	5	2
201	любовь к	1	2
202	в то	5	2
203	к этим	1	2
204	в основе	11	2
205	того чтобы	14	2
206	человека от	1	2
207	на природу	1	2
208	в каком	3	2
209	когда мы	2	2
210	есть только	5	2
211	могут быть	4	2
212	отличается от	2	2
213	его с	2	2
214	он никогда	1	2
215	него как	1	2
216	должен быть	1	2
217	и от	2	2
218	то время	3	2
219	и что	22	2
220	различие между	1	2
221	и когда	4	2
222	живет в	1	2
223	еще в	1	2
224	по сравнению	2	2
225	разного рода	1	2
226	о нем	1	2
227	о том	6	2
228	с того	2	2
229	и во	1	2
230	своему значению	1	2
231	и те	4	2
232	показывает как	1	2
233	движения в	1	2
234	у всех	2	2
235	и она	1	2
236	же можно	1	2
237	мы видим	4	2
238	жизни и	4	2
239	очень существенное	1	2
240	так называемый	1	2
241	ведь это	1	2
242	нет никаких	1	2
243	как будто	7	2
244	для того	13	2
245	и загадки	2	2
246	в высшей	1	2
247	до сих	5	2
248	что бог	1	2
249	связано с	1	2
250	на этот	2	2
251	человеческой жизни	1	2
252	его собственной	1	2
253	он и	1	2
254	учению о	1	2
255	трех измерений	1	2
256	этот случай	1	2
257	по своему	3	2
258	своей души	1	2
259	в той	1	2
260	как бы	6	2
261	достоевского чем	1	2
262	сам не	1	2
263	том смысле	1	2
