N	3gram	Bakhtin_Pr_1	Dialekti
1	с точки зрения	15	14
2	не только не	1	7
3	не может быть	3	6
4	в самом деле	2	5
5	по крайней мере	2	5
6	есть то что	1	5
7	само по себе	2	5
8	о том что	2	5
9	подобно тому как	3	4
10	ничем не отличается	1	4
11	не отличается от	1	4
12	то время как	1	4
13	в то время	2	4
14	и не только	1	3
15	как раз и	1	3
16	сами по себе	3	3
17	того что он	1	3
18	в том что	7	3
19	что он есть	2	3
20	хотя и не	1	2
21	тем что оно	1	2
22	выйти за пределы	1	2
23	того или иного	1	2
24	он не может	1	2
25	точно так же	1	2
26	с этой точки	1	2
27	в зависимости от	3	2
28	при условии что	1	2
29	так же как	1	2
30	и в этом	3	2
31	не могут быть	1	2
32	с другой стороны	2	2
33	что это не	1	2
34	во всяком случае	3	2
35	сказать ни того	1	2
36	этой точки зрения	1	2
37	мы не можем	1	2
38	это и есть	3	2
39	к тому что	1	2
40	себе самом не	1	1
41	и есть то	1	1
42	а следовательно и	1	1
43	и во всяком	1	1
44	кроме того и	1	1
45	на самом деле	3	1
46	и даже не	1	1
47	и по существу	1	1
48	как точка зрения	1	1
49	то же самое	1	1
50	друг против друга	2	1
51	же как и	1	1
52	себя самого и	1	1
53	то для него	1	1
54	до сих пор	2	1
55	и не может	2	1
56	в лучшем случае	2	1
57	и в то	3	1
58	зрения с которой	1	1
59	он и не	1	1
60	в этом отношении	5	1
61	о себе самом	6	1
62	перед нами не	1	1
63	может быть только	1	1
64	от себя самого	1	1
65	и в частности	1	1
66	и что в	1	1
67	в данном случае	2	1
68	так и к	1	1
69	строго говоря нет	1	1
70	и уже тем	1	1
71	не тем что	1	1
72	и как бы	1	1
73	не в том	1	1
74	это не значит	2	1
75	ни одного существенного	1	1
76	не есть конечно	1	1
77	не знает не	1	1
78	зависимости от характера	1	1
79	то же время	7	1
80	что в сущности	1	1
81	в одном из	2	1
82	и никогда не	1	1
83	к нему и	2	1
84	легко заметить что	1	1
85	да ведь это	2	1
86	но все эти	1	1
87	бы то ни	3	1
88	что все в	1	1
89	мира а не	1	1
90	то ни было	2	1
91	если бы я	1	1
92	том что все	1	1
93	точка зрения с	1	1
94	в то же	7	1
95	со всеми ее	1	1
96	как одна из	1	1
97	несмотря на свою	1	1
98	тех или иных	1	1
99	это не только	1	1
100	оно и не	1	1
101	субъекта а не	1	1
102	и души в	1	1
103	что и в	1	1
104	даны не в	1	1
