N	3gram	Losev_Dial_4	Myslijsy
1	в том что	9	13
2	не может быть	6	9
3	тем не менее	2	6
4	и в этом	3	6
5	с другой стороны	1	5
6	не в том	4	4
7	субъекта и объекта	4	4
8	в свою очередь	2	4
9	само по себе	4	4
10	в этом смысле	4	4
11	только тогда когда	4	4
12	и т д	15	4
13	подобно тому как	4	3
14	с точки зрения	9	3
15	с тем что	1	3
16	свободы и необходимости	3	3
17	сама по себе	5	3
18	и той же	3	3
19	то же время	6	3
20	и как бы	1	3
21	но тем не	1	3
22	не только в	1	3
23	не более как	1	3
24	в то же	6	3
25	одной и той	3	3
26	что иное как	8	2
27	только потому что	1	2
28	дело в том	1	2
29	будем помнить что	1	2
30	мы не имеем	2	2
31	по крайней мере	7	2
32	то и другое	2	2
33	во внимание что	1	2
34	и при этом	1	2
35	и с этой	1	2
36	для того чтобы	5	2
37	потому что мы	2	2
38	не только не	1	2
39	как бы ни	1	2
40	но дело в	1	2
41	не что иное	8	2
42	друг от друга	1	2
43	в сравнении с	2	2
44	же может быть	1	1
45	в соприкосновение с	1	1
46	из всего этого	1	1
47	искать не в	1	1
48	а не в	1	1
49	должны сказать что	1	1
50	это было бы	1	1
51	не говоря уже	3	1
52	того или другого	2	1
53	и не только	1	1
54	не могли быть	1	1
55	бы не только	1	1
56	говоря уже о	3	1
57	и то и	1	1
58	сам по себе	2	1
59	тогда когда уже	1	1
60	чем больше в	1	1
61	не было бы	1	1
62	что человек в	1	1
63	уже известно что	1	1
64	из того что	1	1
65	в собственном смысле	2	1
66	и как только	1	1
67	именно так как	1	1
68	но это не	1	1
69	при всем этом	1	1
70	что если бы	1	1
71	может быть только	1	1
72	с этой точки	2	1
73	может быть без	2	1
74	в истории но	1	1
75	или как бы	1	1
76	так же невозможно	1	1
77	от того что	2	1
78	если бы мы	1	1
79	в нас самих	1	1
80	невозможно потому что	1	1
81	мы не в	1	1
82	в связи с	1	1
83	было бы только	2	1
84	то тем самым	1	1
85	это не так	1	1
86	или по крайней	3	1
87	то ни в	1	1
88	уже о том	2	1
89	в течение веков	1	1
90	стало быть если	1	1
91	растительный или животный	1	1
92	как одно из	1	1
93	то чего не	1	1
94	по себе не	1	1
95	бы видеть в	1	1
96	это должно быть	1	1
97	по себе а	1	1
98	и воля и	1	1
99	д и т	2	1
100	то что мы	2	1
101	это значит что	7	1
102	лишь в том	1	1
103	во всех языках	1	1
104	после того как	1	1
105	о том что	1	1
106	этой точки зрения	2	1
107	и тем более	4	1
108	по законам природы	1	1
109	вопрос о том	1	1
110	но все же	1	1
111	будет хотя и	1	1
112	на то что	3	1
113	того что не	1	1
114	которые могут быть	1	1
115	легко может быть	1	1
116	друг другу как	1	1
117	в сущности своей	1	1
118	это нисколько не	1	1
119	чувство удовольствия и	1	1
120	тогда когда есть	1	1
121	точно так же	2	1
122	т д в	1	1
123	стало быть не	1	1
124	которая хотя и	1	1
125	и не видно	1	1
