N	2gram	Vygotskiy__6	Problemy
1	и в	28	34
2	и не	11	29
3	как бы	11	27
4	что он	18	23
5	в его	3	22
6	к другому	4	20
7	в нем	7	19
8	может быть	13	19
9	не может	19	19
10	и все	5	19
11	как и	6	18
12	в этом	27	16
13	но в	5	16
14	и его	3	16
15	все это	2	16
16	он не	7	15
17	и с	1	15
18	что я	2	15
19	прежде всего	2	15
20	то же	7	14
21	к нему	1	14
22	самом деле	2	13
23	для него	6	13
24	и к	6	12
25	в то	6	12
26	потому что	22	12
27	но и	10	12
28	на самом	1	11
29	в сущности	7	11
30	вовсе не	1	11
31	с другим	1	11
32	то что	28	11
33	не только	16	10
34	не в	4	9
35	в отношении	10	9
36	а не	3	9
37	с самого	7	8
38	самого начала	7	8
39	никогда не	8	8
40	с ним	2	8
41	в другом	2	8
42	в самом	8	8
43	так же	15	8
44	что же	1	8
45	и слово	1	8
46	точки зрения	13	8
47	я не	4	7
48	я сам	1	7
49	как мы	10	7
50	слова в	1	7
51	и даже	1	7
52	там где	7	7
53	этого слова	2	7
54	все же	2	7
55	отношении к	3	7
56	что в	17	7
57	мы уже	2	6
58	и на	5	6
59	с его	3	6
60	отношение к	7	6
61	что они	2	6
62	в пределах	5	6
63	что у	2	6
64	в плане	3	6
65	так и	6	6
66	слово с	1	6
67	в себе	4	6
68	только в	18	6
69	от него	2	6
70	с ними	2	6
71	не знает	3	6
72	отношению к	10	6
73	он сам	2	5
74	в чем	6	5
75	по отношению	10	5
76	и наконец	2	5
77	и у	1	5
78	что это	1	5
79	в целом	3	5
80	но все	1	5
81	с тем	5	5
82	он и	1	5
83	не мог	1	5
84	в конце	2	5
85	даже в	1	5
86	таким образом	18	5
87	к тому	10	5
88	и что	6	5
89	что и	4	5
90	это не	5	5
91	все время	3	5
92	того что	24	5
93	так что	6	5
94	из них	2	5
95	в одном	2	5
96	себе и	2	5
97	к своему	1	5
98	и от	2	5
99	ни одного	1	5
100	мы должны	3	5
101	а в	2	5
102	из его	1	4
103	с таким	1	4
104	еще не	8	4
105	но не	10	4
106	но как	3	4
107	как в	3	4
108	другого как	1	4
109	он в	1	4
110	все эти	2	4
111	но на	2	4
112	на его	3	4
113	при этом	3	4
114	на этом	4	4
115	последнее слово	1	4
116	что все	5	4
117	его в	6	4
118	с другими	2	4
119	этом смысле	2	4
120	ни в	1	4
121	рядом с	1	4
122	все равно	1	4
123	с точки	10	4
124	его отношение	3	4
125	но это	2	4
126	друг другу	2	4
127	он с	2	4
128	как раз	6	4
129	и это	1	4
130	если бы	7	4
131	на вопрос	2	4
132	его мысль	1	4
133	только на	2	4
134	в виде	1	4
135	в начале	1	4
136	так как	10	4
137	у него	2	4
138	с другой	2	4
139	тем что	8	4
140	вместе с	7	4
141	как к	1	4
142	бы он	1	4
143	функции в	1	3
144	в такой	2	3
145	и то	4	3
146	за собой	3	3
147	сливается с	1	3
148	что его	1	3
149	нет и	1	3
150	в одной	4	3
151	хотя и	3	3
152	и как	6	3
153	поэтому он	2	3
154	ее как	1	3
155	как он	1	3
156	он ни	1	3
157	к одному	2	3
158	не как	1	3
159	их в	1	3
160	в каждом	3	3
161	знает что	1	3
162	это было	1	3
163	его и	1	3
164	в высшей	2	3
165	далеко не	1	3
166	мы видели	8	3
167	раз и	2	3
168	в своей	2	3
169	другим и	2	3
170	в котором	2	3
171	не менее	2	3
172	но он	2	3
173	по себе	3	3
174	как можно	1	3
175	что с	3	3
176	том что	19	3
177	которого он	1	3
178	во всем	1	3
179	есть только	1	3
180	его за	1	3
181	слова с	1	3
182	в ее	1	3
183	говорили что	1	3
184	еще в	2	3
185	для этого	2	3
186	в глаза	1	3
187	и во	1	3
188	между тем	1	3
189	наконец в	1	3
190	но так	1	3
191	в том	28	3
192	нуждается в	3	3
193	к самому	1	3
194	а с	1	3
195	своего собственного	2	3
196	и своего	2	3
197	он только	1	3
198	до конца	3	3
199	под влиянием	1	3
200	эти слова	1	3
201	он уже	1	3
202	по своему	2	3
203	сам не	1	3
204	если не	1	3
205	это как	1	3
206	бы в	3	3
207	конце концов	1	3
208	только что	2	3
209	его к	1	3
210	только с	1	3
211	другой стороны	2	3
212	им и	1	3
213	например в	4	2
214	он может	2	2
215	это и	3	2
216	если б	1	2
217	той же	4	2
218	для его	1	2
219	еще до	1	2
220	совпадает с	4	2
221	мы и	4	2
222	того же	7	2
223	и он	1	2
224	слово не	2	2
225	в которых	2	2
226	во всех	4	2
227	мысль что	2	2
228	он умеет	5	2
229	отличие от	1	2
230	за пределы	1	2
231	к третьему	1	2
232	с этим	4	2
233	показать что	5	2
234	в своем	7	2
235	когда он	2	2
236	в этот	1	2
237	в которой	7	2
238	раз в	3	2
239	вообще не	6	2
240	а просто	1	2
241	всех этих	1	2
242	он должен	4	2
243	пределах одного	1	2
244	свои собственные	1	2
245	друг с	5	2
246	подобно тому	1	2
247	бы они	1	2
248	те же	3	2
249	входит в	1	2
250	было бы	9	2
251	мог бы	3	2
252	в них	3	2
253	если я	4	2
254	и того	4	2
255	что такое	3	2
256	в отличие	1	2
257	оно должно	1	2
258	которые в	4	2
259	тем не	1	2
260	речи в	2	2
261	на всю	1	2
262	между двумя	2	2
263	в той	4	2
264	тому что	11	2
265	во время	1	2
266	но только	2	2
267	появляется в	1	2
268	и без	1	2
269	этом случае	2	2
270	как она	1	2
271	как на	3	2
272	же он	1	2
273	для другого	1	2
274	входят в	2	2
275	с другом	5	2
276	очень часто	1	2
277	отнюдь не	1	2
278	лежит в	3	2
279	отличается от	3	2
280	той или	1	2
281	особый тип	1	2
282	всем этим	2	2
283	прямо и	3	2
284	жизнь и	1	2
285	собой и	1	2
286	и вообще	2	2
287	находится в	1	2
288	именно потому	2	2
289	о том	1	2
290	в раннем	2	2
291	его очень	1	2
292	все его	1	2
293	на одном	2	2
294	у другого	1	2
295	себя но	1	2
296	мыслей и	2	2
297	и только	3	2
298	не знаю	1	2
299	эти последние	2	2
300	один из	3	2
301	но с	2	2
302	тот же	1	2
303	мы увидим	1	2
304	то в	5	2
305	и ее	1	2
306	с которыми	1	2
307	в эти	1	2
308	не то	1	2
309	конечно не	1	2
310	уже не	1	2
311	за ним	2	2
312	мы знаем	4	2
313	не для	1	2
314	друг друга	4	2
315	противоречии с	1	2
316	были бы	2	2
317	или иной	1	2
318	слово в	1	2
319	к которому	2	2
320	он это	1	2
321	говорит о	1	2
322	которых мы	2	2
323	о чем	1	2
324	но этот	1	2
325	это в	2	2
326	смысле этого	1	2
327	тому как	1	2
328	самого себя	1	2
329	остается в	2	2
330	с этой	2	2
331	благодаря этому	1	2
332	которой он	1	2
333	более того	2	2
334	в заключение	1	2
335	что оно	7	2
336	вопрос о	5	2
337	в другой	3	2
338	среди других	1	2
339	не с	2	2
340	но именно	1	2
341	мысли о	1	2
342	всех тех	2	2
343	сказать что	13	2
344	к другим	11	2
345	особенно отчетливо	1	2
346	того времени	1	2
347	ту же	3	1
348	одним из	2	1
349	начинается с	3	1
350	неизбежно должно	1	1
351	тех же	1	1
352	еще со	1	1
353	мысли самого	1	1
354	ясно что	4	1
355	в первом	4	1
356	его же	1	1
357	которое способно	1	1
358	что эти	1	1
359	речи которая	1	1
360	отношения к	3	1
361	в их	3	1
362	которыми он	2	1
363	этом направлении	1	1
364	и само	1	1
365	до крайности	2	1
366	смысле можно	1	1
367	что уже	2	1
368	время как	5	1
369	то новое	1	1
370	но даже	1	1
371	степени как	1	1
372	из которых	1	1
373	зависимости от	5	1
374	не способен	1	1
375	в каждой	4	1
376	свою очередь	1	1
377	другу как	2	1
378	и иначе	1	1
379	весь ряд	1	1
380	уже знает	1	1
381	видели что	3	1
382	в голове	1	1
383	к которой	2	1
384	а и	2	1
385	уже как	1	1
386	него с	1	1
387	не просто	1	1
388	заключают в	1	1
389	после всего	1	1
390	сих пор	3	1
391	в центре	1	1
392	независимо от	3	1
393	бы невозможны	1	1
394	я делаю	1	1
395	перед нами	1	1
396	в полном	1	1
397	могли бы	9	1
398	как всякая	1	1
399	не являются	2	1
400	это определение	1	1
401	и хотя	1	1
402	и между	2	1
403	составляет содержание	1	1
404	бы сказать	2	1
405	в ответ	1	1
406	в этой	5	1
407	с их	1	1
408	им в	1	1
409	отношений к	1	1
410	и тот	1	1
411	и до	1	1
412	роли в	1	1
413	его объектом	1	1
414	главным образом	1	1
415	я умею	1	1
416	как увидим	3	1
417	этого вопроса	2	1
418	что еще	1	1
419	и резкая	1	1
420	характер в	1	1
421	этой причины	1	1
422	на то	4	1
423	в нее	1	1
424	одно и	1	1
425	и заключается	1	1
426	человека в	1	1
427	и может	1	1
428	об этом	1	1
429	выражением этого	1	1
430	к другу	4	1
431	ко второму	1	1
432	может стать	1	1
433	приходит в	1	1
434	деле не	1	1
435	не ясно	1	1
436	но уже	1	1
437	этими вопросами	1	1
438	его отношения	1	1
439	этим и	1	1
440	сознания по	1	1
441	выйти за	1	1
442	движется в	1	1
443	одного и	4	1
444	в других	2	1
445	и становится	1	1
446	в этих	2	1
447	места в	1	1
448	можно сказать	6	1
449	и при	1	1
450	таким же	1	1
451	видит того	1	1
452	и навсегда	1	1
453	мы говорили	1	1
454	начиная от	1	1
455	не столько	1	1
456	на фоне	3	1
457	оказывается что	1	1
458	на первой	1	1
459	из области	2	1
460	дает в	2	1
461	и более	2	1
462	том и	1	1
463	том же	5	1
464	заставляет его	1	1
465	нас к	4	1
466	на один	1	1
467	случае в	1	1
468	существует для	1	1
469	она не	2	1
470	есть нечто	1	1
471	для каждого	2	1
472	на котором	2	1
473	одна из	1	1
474	что их	3	1
475	в процессе	9	1
476	в основе	3	1
477	к изучению	1	1
478	мысли в	4	1
479	и именно	1	1
480	образом в	3	1
481	это мы	3	1
482	вопрос который	1	1
483	тогда когда	6	1
484	нами раньше	1	1
485	и весь	1	1
486	и существенное	1	1
487	этих двух	1	1
488	и по	3	1
489	и теперь	1	1
490	связи с	3	1
491	другу в	1	1
492	не видит	2	1
493	этом отношении	3	1
494	что-нибудь и	1	1
495	над самим	1	1
496	не могут	5	1
497	когда мы	6	1
498	сравнительно с	1	1
499	об одном	2	1
500	себе что	2	1
501	он оказывается	1	1
502	они и	1	1
503	понятиями в	4	1
504	для того	8	1
505	оно не	4	1
506	которой она	1	1
507	оно может	1	1
508	и самое	1	1
509	приходит к	2	1
510	и о	1	1
511	того чтобы	10	1
512	всего нашего	2	1
513	без всякого	1	1
514	сравнению со	1	1
515	данном случае	1	1
516	на основе	4	1
517	он мог	2	1
518	для всего	1	1
519	только не	3	1
520	в себя	3	1
521	она только	1	1
522	вопрос что	1	1
523	приводит к	6	1
