N	3gram	Medvedev_F_1	Komedia
1	в том что	1	9
2	и т п	4	5
3	с другой стороны	1	5
4	то же время	8	4
5	в то же	8	4
6	и т д	8	4
7	по отношению к	4	3
8	в этом отношении	1	3
9	с одной стороны	4	3
10	не говоря уже	1	2
11	говоря уже о	1	2
12	но и в	1	2
13	до сих пор	6	2
14	т е в	1	2
15	то ни было	1	2
16	бы то ни	3	2
17	во всяком случае	4	2
18	в новое время	1	2
19	или хотя бы	1	1
20	состоит в том	1	1
21	задачу не входит	1	1
22	более или менее	6	1
23	и все остальные	1	1
24	в том числе	1	1
25	мы и здесь	1	1
26	же как и	1	1
27	с этой точки	1	1
28	в зависимости от	2	1
29	вместе с тем	1	1
30	можно говорить о	1	1
31	положительное отношение к	1	1
32	со всех сторон	1	1
33	конце прошлого века	1	1
34	в применении к	2	1
35	в это время	1	1
36	чтобы убедиться в	2	1
37	в самом начале	1	1
38	так же как	1	1
39	в данном случае	1	1
40	в высшей степени	1	1
41	смысле этого слова	3	1
42	в той же	1	1
43	в чем же	1	1
44	в отличие от	1	1
45	в нашу задачу	1	1
46	так или иначе	1	1
47	и в их	2	1
48	вкратце остановиться на	1	1
49	нашу задачу не	1	1
50	и в том	1	1
51	этой точки зрения	1	1
52	каждого из этих	1	1
53	как один из	1	1
54	до конца и	1	1
55	с самого начала	1	1
56	т п в	1	1
57	в отрыве от	1	1
58	может и не	1	1
59	по аналогии с	3	1
60	друг от друга	2	1
61	в большинстве случаев	2	1
62	его себе в	1	1
63	к тому что	1	1
64	в отношении к	1	1
65	тем не менее	1	1
66	как мы видели	2	1
67	мы уже знаем	1	1
68	в предисловии к	1	1
69	на то чтобы	1	1
