N	2gram	Vinokur_St_3	Poddanst
1	не только	12	17
2	и в	25	14
3	и не	10	12
4	в области	6	11
5	в этом	24	10
6	в отношении	2	10
7	в качестве	4	9
8	но в	5	9
9	то же	5	9
10	в том	20	9
11	в пределах	1	8
12	хотя бы	1	8
13	только в	6	7
14	в то	7	7
15	же время	3	7
16	в ней	4	6
17	xix века	4	6
18	было бы	7	6
19	но и	9	6
20	в смысле	4	6
21	отношении к	1	5
22	россии в	1	5
23	в которых	2	5
24	с другой	5	5
25	может быть	19	5
26	и пр	13	5
27	не в	6	5
28	и о	1	5
29	о в	1	5
30	если бы	4	4
31	тех кто	1	4
32	а также	4	4
33	россии и	2	4
34	в своем	1	4
35	и к	4	4
36	как бы	6	4
37	и если	3	4
38	гораздо большей	1	4
39	и политического	1	4
40	но также	2	4
41	том что	15	4
42	не может	7	4
43	г о	1	4
44	в котором	5	4
45	по себе	1	4
46	на пути	1	4
47	в русской	6	4
48	л и	1	4
49	что в	19	4
50	а в	6	4
51	то что	12	4
52	и т	8	3
53	мы не	2	3
54	в порядке	1	3
55	между тем	6	3
56	это не	7	3
57	и как	1	3
58	с одной	2	3
59	в нем	1	3
60	в россии	6	3
61	для того	2	3
62	заключается в	2	3
63	прежде всего	10	3
64	одной стороны	3	3
65	с тем	4	3
66	что мы	3	3
67	с точки	4	3
68	но не	2	3
69	наряду с	1	3
70	могут быть	2	3
71	т е	8	3
72	к л	2	3
73	потому что	5	3
74	точки зрения	7	3
75	я и	3	3
76	и это	5	2
77	отношения к	1	2
78	например в	4	2
79	значительной мере	1	2
80	в ее	1	2
81	переход от	1	2
82	есть не	1	2
83	является в	1	2
84	одних и	1	2
85	москва и	1	2
86	в значительной	1	2
87	во всех	2	2
88	весьма мало	1	2
89	говорить о	3	2
90	если в	2	2
91	в общем	4	2
92	во всей	1	2
93	со стороны	3	2
94	в русском	2	2
95	с этим	7	2
96	того что	5	2
97	думать что	1	2
98	есть в	2	2
99	в начале	4	2
100	г и	12	2
101	и других	2	2
102	в его	12	2
103	из них	1	2
104	в виде	3	2
105	не к	1	2
106	в выборе	2	2
107	как раз	3	2
108	где в	1	2
109	в последние	1	2
110	в статье	2	2
111	и с	4	2
112	именно в	1	2
113	и тем	4	2
114	в жизни	4	2
115	в определенную	2	2
116	в них	5	2
117	не было	4	2
118	а не	5	2
119	должно быть	1	2
120	д д	2	2
121	и з	1	2
122	хх века	1	2
123	л а	1	2
124	в эту	4	2
125	не столько	2	2
126	знать что	1	2
127	в а	1	2
128	творчества и	1	2
129	друг другу	1	2
130	что из	2	2
131	не менее	2	2
132	все это	8	2
133	между прочим	3	2
134	не о	1	2
135	одна из	2	2
136	н с	1	2
137	тем более	3	2
138	для нас	1	2
139	и г	1	2
140	в частности	1	2
141	с о	3	2
142	как на	6	2
143	в применении	1	1
144	также и	1	1
145	теми кто	1	1
146	связана с	4	1
147	которого в	2	1
148	и то	1	1
149	тем и	1	1
150	как известно	1	1
151	на основе	2	1
152	как по	1	1
153	тем же	1	1
154	и этим	1	1
155	так было	1	1
156	смысл этого	1	1
157	по преимуществу	1	1
158	к жизни	1	1
159	в рамки	1	1
160	применении к	1	1
161	должна быть	1	1
162	собственном смысле	1	1
163	был и	1	1
164	в годы	1	1
165	чтобы дать	1	1
166	это такое	2	1
167	на нее	2	1
168	поэзии и	1	1
169	те же	1	1
170	в и	1	1
171	особенно в	1	1
172	сказалось в	2	1
173	века как	1	1
174	и среди	1	1
175	приближением к	1	1
176	представляют собою	3	1
177	к первому	1	1
178	в эпоху	1	1
179	для этого	2	1
180	в собственном	1	1
181	исторические процессы	1	1
182	тем чем	1	1
183	находится в	1	1
184	на себя	1	1
185	с ее	2	1
186	и ее	2	1
187	том виде	1	1
188	в некотором	1	1
189	мы и	1	1
190	и здесь	3	1
191	подчеркнуть что	3	1
192	может не	1	1
193	не означает	1	1
194	и что	3	1
195	еще не	2	1
196	и на	6	1
197	он был	3	1
198	и силы	1	1
199	и который	1	1
200	это но	1	1
201	с его	3	1
202	будем знать	1	1
203	вопросу о	1	1
204	это имеет	1	1
205	связь между	1	1
206	не все	1	1
207	что и	1	1
208	современности и	1	1
209	не просто	2	1
210	есть с	1	1
211	интересов и	1	1
212	также в	1	1
213	в истории	1	1
214	в рамках	2	1
215	а она	1	1
216	судить по	1	1
217	известном смысле	1	1
218	все же	4	1
219	этой последней	1	1
220	и где	1	1
221	но некоторое	1	1
222	вопросом о	1	1
223	мы видим	4	1
224	политического и	1	1
225	два основных	1	1
226	более или	1	1
227	в какой	3	1
228	бы из	1	1
229	должен быть	2	1
230	тяготеет к	1	1
231	духа в	1	1
232	в самом	2	1
233	но как	2	1
234	в которой	4	1
235	стороны следуя	1	1
236	что это	16	1
237	формы в	2	1
238	вопрос об	1	1
239	представляет собой	1	1
240	из этих	6	1
241	тот или	1	1
242	именно на	1	1
243	собою как	1	1
244	история и	1	1
245	в известном	1	1
246	оказывается в	1	1
247	что его	2	1
248	уже в	3	1
249	во многих	2	1
250	говорить об	1	1
251	на то	5	1
252	но на	1	1
253	как оно	1	1
254	к исторически	1	1
255	по размерам	1	1
256	что русская	1	1
257	свидетельство о	2	1
258	т д	2	1
259	мы знаем	1	1
260	одно из	2	1
261	не как	2	1
262	вне рамок	1	1
263	друг друга	1	1
264	чтобы в	2	1
265	и только	2	1
266	какой бы	1	1
267	и по	2	1
268	от нее	3	1
269	в каждом	4	1
270	представляют собой	1	1
271	а затем	1	1
272	связанные с	1	1
273	из двух	1	1
274	не были	1	1
275	возможно что	1	1
276	ней и	1	1
277	или иной	2	1
278	из всех	1	1
279	сейчас является	1	1
280	на этой	1	1
281	ясно что	1	1
282	силы они	1	1
283	его в	1	1
284	поэзии с	1	1
285	связаны с	1	1
286	и тех	1	1
287	совершенно ясно	1	1
288	к народу	1	1
289	было и	1	1
290	а с	2	1
291	русской истории	2	1
292	что не	2	1
293	в это	2	1
294	в живом	1	1
295	в ином	1	1
296	но есть	2	1
297	которая и	1	1
298	каком смысле	2	1
299	к более	1	1
300	них и	1	1
301	в этой	14	1
302	но каждый	1	1
303	как и	4	1
304	с которым	3	1
305	в свете	1	1
306	говорится о	1	1
307	и я	1	1
308	по размеру	2	1
309	в развитии	2	1
310	нисколько не	1	1
311	в одно	1	1
312	должна была	4	1
313	и еще	1	1
314	эту эпоху	2	1
315	или менее	1	1
316	рассматривать с	1	1
317	первый вариант	1	1
318	что если	2	1
319	в творчестве	3	1
320	и при	1	1
321	значение которого	1	1
322	и любовью	1	1
323	люди и	1	1
324	так же	1	1
325	идеи идея	1	1
326	всяком случае	4	1
327	они несомненно	1	1
328	многих случаях	1	1
329	что именно	2	1
330	место в	6	1
331	меча и	2	1
332	не благодаря	1	1
333	в данном	1	1
334	вопрос о	1	1
335	в сборнике	2	1
336	эта не	1	1
337	и эти	1	1
338	и более	3	1
339	там где	1	1
340	его другим	1	1
341	к историческому	2	1
342	того кто	1	1
343	о русском	2	1
344	xix в	1	1
345	западная европа	1	1
346	времени эта	1	1
347	в делах	1	1
348	и очень	1	1
349	простор для	1	1
350	этой области	2	1
351	нет никакого	3	1
352	что есть	1	1
353	в формах	1	1
354	xviii века	1	1
355	стремление к	1	1
356	что эта	2	1
357	иной раз	1	1
358	но для	1	1
359	более раннего	1	1
360	которые были	2	1
361	тогда когда	2	1
362	этом смысле	4	1
363	чем шире	1	1
364	своего существования	1	1
365	склонность к	1	1
366	г а	3	1
367	г е	1	1
368	можно судить	1	1
369	того чтобы	1	1
370	об отношении	1	1
371	не имеет	2	1
372	никогда не	2	1
373	и всегда	2	1
374	в результате	2	1
375	казалось бы	1	1
376	о котором	1	1
377	чтобы понять	1	1
378	бы неправильно	1	1
379	или иным	1	1
380	пр в	2	1
381	этих двух	2	1
382	поэтики в	1	1
383	что народ	1	1
384	по стилю	1	1
385	как она	1	1
386	более что	2	1
387	что по	3	1
388	в г	12	1
389	другой стороны	5	1
390	только что	2	1
391	в этих	11	1
392	не одну	1	1
393	в смене	1	1
394	к соединению	1	1
395	давно уже	1	1
396	на фоне	1	1
397	нет ничего	1	1
398	в каком	4	1
399	отношением к	1	1
400	они как	1	1
401	именно о	1	1
402	является и	1	1
403	и именно	1	1
404	одновременно и	1	1
405	что все	3	1
406	этом не	1	1
407	живого и	1	1
408	есть и	1	1
409	в других	1	1
410	в трех	1	1
411	осуществлены только	1	1
412	к сожалению	2	1
413	пути к	1	1
414	к этой	2	1
415	ни на	2	1
416	и другие	1	1
417	вместе с	2	1
418	это в	4	1
419	темы и	2	1
420	никакого сомнения	1	1
421	во всяком	4	1
422	они не	1	1
423	гораздо более	2	1
