N	3gram	Propp_Isto_7	EvropaiE
1	с точки зрения	1	16
2	с одной стороны	4	8
3	в том что	4	6
4	с этой точки	3	5
5	так же как	4	5
6	этой точки зрения	3	5
7	бы то ни	1	4
8	не только в	5	4
9	то ни было	1	4
10	же как и	1	3
11	можно было бы	1	3
12	ту или иную	1	3
13	сказать что в	1	2
14	между прочим и	2	2
15	нам кажется что	1	2
16	только в том	1	2
17	в северной америке	1	2
18	то что в	3	2
19	в данном случае	3	2
20	так и в	2	2
21	с другой стороны	8	2
22	не может быть	3	2
23	северной америки в	1	2
24	во второй половине	1	2
25	в большинстве случаев	1	2
26	приводит нас к	1	2
27	как мы видели	1	2
28	хотя и не	1	1
29	мы хотели бы	1	1
30	никаких аналогий в	1	1
31	но так как	1	1
32	более или менее	1	1
33	в тех случаях	4	1
34	при вступлении в	1	1
35	он мог бы	1	1
36	что в тех	3	1
37	в нем и	1	1
38	как и другие	2	1
39	в одной из	2	1
40	того в какой	1	1
41	и не в	1	1
42	во многих других	1	1
43	совершенно очевидно что	1	1
44	свою способность к	1	1
45	совершенно достаточно чтобы	1	1
46	и то и	1	1
47	то и другое	1	1
48	но и в	2	1
49	и та же	1	1
50	в кратчайший срок	1	1
51	тех случаях когда	3	1
52	от того в	1	1
53	что мы знаем	1	1
54	мы увидим что	2	1
55	на этот вопрос	2	1
56	почти никогда не	1	1
57	все же следует	1	1
58	имеет никаких аналогий	1	1
59	не исключено что	1	1
60	может быть установлена	1	1
61	не имеет никаких	1	1
62	как бы то	1	1
63	и тот же	1	1
64	в качестве примера	1	1
65	она никогда не	1	1
66	склонен думать что	1	1
67	в некоторых случаях	1	1
68	во всех этих	6	1
69	то время как	2	1
70	в связи с	1	1
71	одна и та	1	1
72	мы видели что	1	1
73	исключено что это	1	1
74	один и тот	1	1
75	не имеет значения	1	1
76	мы не можем	2	1
77	в то время	2	1
78	это значит что	1	1
79	и тем более	1	1
80	ли он в	1	1
81	к тому что	1	1
82	а именно в	1	1
83	всех этих случаях	6	1
84	на то чтобы	2	1
85	независимо от того	1	1
86	и т д	16	1
