N	2gram	Vinokur_St_3	Hudozhes
1	том что	15	16
2	и в	25	14
3	так и	5	13
4	не только	12	12
5	о том	8	12
6	в том	20	12
7	а не	5	12
8	и т	8	11
9	в этом	24	11
10	прежде всего	10	11
11	в рассказе	3	11
12	в своей	4	10
13	для него	3	10
14	то же	5	9
15	как и	4	9
16	что он	19	9
17	в качестве	4	9
18	у него	9	9
19	в этой	14	8
20	как в	6	8
21	то что	12	8
22	т п	6	8
23	же время	3	8
24	ничего не	4	8
25	в его	12	8
26	между тем	6	8
27	в то	7	8
28	еще не	2	7
29	это не	7	7
30	своего рода	3	7
31	не в	6	7
32	казалось бы	1	7
33	к тому	2	7
34	уже не	3	7
35	не случайно	1	7
36	именно в	1	7
37	не может	7	7
38	как бы	6	7
39	а в	6	7
40	было бы	7	6
41	никогда не	2	6
42	что в	19	6
43	самом деле	2	5
44	с его	3	5
45	но в	5	5
46	об этом	5	5
47	ни в	5	5
48	точки зрения	7	5
49	не менее	2	5
50	и его	3	5
51	потому что	5	5
52	и он	1	5
53	можно было	1	5
54	только в	6	5
55	по мнению	3	5
56	друг друга	1	5
57	может быть	19	5
58	но и	9	5
59	в частности	1	5
60	к жизни	1	5
61	в этих	11	5
62	одновременно и	1	5
63	жизни и	1	5
64	он уже	1	4
65	и о	1	4
66	в ней	4	4
67	в центре	4	4
68	в своем	1	4
69	и к	4	4
70	то в	4	4
71	в самом	2	4
72	всего лишь	1	4
73	на то	5	4
74	что она	1	4
75	он не	5	4
76	и с	4	4
77	несмотря на	3	4
78	тем не	2	4
79	тому что	3	4
80	с ним	1	4
81	в русской	6	4
82	по своей	1	4
83	связи с	3	4
84	в духе	2	4
85	и это	5	4
86	можно сказать	4	4
87	и н	1	4
88	того что	5	4
89	один из	2	4
90	из них	1	4
91	в конце	6	4
92	как раз	3	4
93	не было	4	4
94	и все	1	4
95	xix в	1	4
96	только что	2	4
97	т е	8	4
98	речь идет	2	3
99	по преимуществу	1	3
100	с точки	4	3
101	видит в	1	3
102	говорить о	3	3
103	и на	6	3
104	в ее	1	3
105	идет о	1	3
106	все же	4	3
107	но он	3	3
108	в нем	1	3
109	т д	2	3
110	и по	2	3
111	на этом	3	3
112	лишь в	4	3
113	его в	1	3
114	с этим	7	3
115	даже в	1	3
116	в своих	8	3
117	такой же	2	3
118	все эти	3	3
119	тем что	19	3
120	этом отношении	4	3
121	для себя	1	3
122	в театре	1	3
123	как мы	2	3
124	того чтобы	1	3
125	в пределах	1	3
126	приводит к	1	3
127	и когда	1	3
128	что у	2	3
129	том как	1	3
130	если бы	4	3
131	а также	4	3
132	это в	4	3
133	русской литературе	1	3
134	в литературе	1	3
135	в заключительной	1	3
136	но не	2	3
137	как его	1	3
138	со стороны	3	3
139	то и	2	3
140	однако и	1	3
141	в связи	3	3
142	в творчестве	3	3
143	такого рода	5	3
144	своего времени	2	3
145	и для	4	3
146	но одновременно	1	3
147	к этой	2	3
148	я и	3	2
149	например в	4	2
150	начинается с	1	2
151	на самом	1	2
152	что когда	1	2
153	в их	3	2
154	той же	2	2
155	для своего	1	2
156	мы не	2	2
157	вопрос о	1	2
158	не была	2	2
159	мышления как	1	2
160	у которой	1	2
161	но как	2	2
162	если в	2	2
163	в произведениях	2	2
164	тебе и	1	2
165	в одной	2	2
166	в рамках	2	2
167	вот тебе	2	2
168	в литературном	1	2
169	в целом	4	2
170	так или	1	2
171	так в	1	2
172	раз в	1	2
173	как он	1	2
174	так сказать	2	2
175	на его	4	2
