N	3gram	Propp_Isto_6	Stilisti
1	в зависимости от	1	7
2	для того чтобы	1	7
3	и то же	1	4
4	одно и то	1	4
5	в этом случае	6	3
6	но и в	2	3
7	которые связаны с	1	3
8	то или иное	1	3
9	не только в	4	3
10	мы уже видели	3	3
11	не забудем что	1	3
12	и тем самым	1	3
13	но все же	2	3
14	как мы видели	2	3
15	должны были бы	1	2
16	тех случаях когда	3	2
17	вместе с тем	3	2
18	только потому что	1	2
19	на первый взгляд	1	2
20	смысле этого слова	1	2
21	но при этом	1	2
22	все больше и	2	2
23	как бы в	1	2
24	не может быть	3	2
25	в тех случаях	3	2
26	есть не что	1	2
27	не что иное	1	2
28	о том что	4	2
29	и те же	1	2
30	что иное как	1	2
31	можно сказать что	1	2
32	больше и больше	2	2
33	что у нас	1	2
34	мы видели что	3	2
35	в другом месте	1	1
36	с появлением собственности	2	1
37	как нечто оторванное	1	1
38	как только мы	1	1
39	по отношению к	2	1
40	более или менее	1	1
41	так как в	1	1
42	должны помнить что	1	1
43	и в особенности	1	1
44	только одна сторона	1	1
45	до сих пор	4	1
46	что в одном	1	1
47	независимо от того	1	1
48	можно было бы	2	1
49	мы должны помнить	1	1
50	на этот вопрос	1	1
51	то у нас	1	1
52	здесь же мы	2	1
53	это прежде всего	1	1
54	у нас на	1	1
55	представления связанные с	1	1
56	как бы два	1	1
57	он не будет	1	1
58	тем не менее	1	1
59	что оно означает	1	1
60	формы в которых	1	1
61	но вместе с	1	1
62	один из этих	1	1
63	это только одна	1	1
64	между этими двумя	1	1
65	в приведенных примерах	1	1
66	по ту сторону	1	1
67	это еще не	2	1
68	таким образом в	1	1
69	что эти три	2	1
70	таким образом мы	1	1
71	но то что	1	1
72	может быть истолковано	1	1
73	и не может	1	1
74	и тем более	1	1
75	мы имеем в	4	1
76	с другой стороны	8	1
77	как мы видим	1	1
78	мы легко можем	1	1
79	происходит потому что	1	1
80	мы уже знаем	2	1
81	в том что	5	1
82	как и в	2	1
83	от того где	1	1
84	это происходит потому	1	1
