N	3gram	Berdyaev_M_2	Formalny
1	с точки зрения	1	14
2	не может быть	8	14
3	на самом деле	1	12
4	подобно тому как	2	4
5	для того чтобы	4	4
6	потому что он	2	3
7	а не в	2	3
8	по отношению к	2	3
9	в этом отношении	1	3
10	одни и те	1	3
11	в том что	2	3
12	и те же	2	3
13	в нем и	1	2
14	мы увидим что	2	2
15	как и все	1	2
16	в высшей степени	3	2
17	именно потому что	1	2
18	к тому что	3	2
19	то же что	1	2
20	смысле этого слова	1	2
21	в конце концов	1	2
22	так и не	1	1
23	что же такое	1	1
24	у нас все	1	1
25	том что это	1	1
26	а следовательно и	1	1
27	сам по себе	1	1
28	в новых формах	1	1
29	тому как в	1	1
30	друг на друга	1	1
31	но для этого	2	1
32	в той мере	1	1
33	мы еще вернемся	2	1
34	до сих пор	3	1
35	в россии и	2	1
36	так как он	2	1
37	человека и в	1	1
38	в такой степени	2	1
39	и тогда когда	1	1
40	в своем творчестве	1	1
41	в значительной степени	1	1
42	от того что	3	1
43	т е в	2	1
44	так же как	3	1
45	не потому что	1	1
46	только в этом	1	1
47	так же не	1	1
48	она никогда не	3	1
49	и не было	1	1
50	один из моментов	1	1
51	и в этой	1	1
52	что это не	2	1
53	оно не может	1	1
54	а не только	1	1
55	мере в какой	1	1
56	и той же	2	1
57	оно входит в	1	1
58	но так как	1	1
59	между тем как	1	1
60	огромное место в	1	1
61	о том что	2	1
62	и никогда не	2	1
63	мира в этом	1	1
64	той или иной	1	1
65	в нем нет	2	1
66	на то что	1	1
67	лежит в основе	1	1
68	еще вернемся в	1	1
69	может быть никакого	1	1
70	одной и той	2	1
71	в отношении к	2	1
72	сама по себе	1	1
73	и в нем	1	1
74	место в творчестве	1	1
75	той мере в	1	1
76	как и в	2	1
77	она не может	1	1
