N	4gram	Vygotskiy__1	Dialekti
1	в то время как	4	4
2	одно и то же	2	2
3	с этой точки зрения	1	2
4	или по крайней мере	1	1
5	с одной стороны и	1	1
6	зависит прежде всего от	1	1
7	в такой же мере	3	1
8	стать на точку зрения	1	1
9	столько же сколько и	1	1
10	что с точки зрения	1	1
11	так же как и	4	1
12	одной и той же	2	1
13	нас в данном случае	1	1
14	как и все прочие	1	1
15	мы говорим об отношении	1	1
16	ничего не может сказать	1	1
17	в то же время	1	1
18	это потому что в	1	1
19	прежде всего от того	1	1
20	в чем именно заключается	1	1
21	и в то же	1	1
22	и пр и пр	1	1
23	в том что в	1	1
